"new_key","fish_count_new","FMU_Code","z_lake_area","z_max_depth","z_secchi","z_doy","z_temp_mean_contemp","z_ws_forest","z_ws_wetland","z_temp_mean_hist","temp_mean_contemp","temp_mean_hist","group","effort","gear","gear_index","IND","doy_median","site","z_temp_change","dens_change","sum_dens_hist","sum_dens_cont"
"16-82",0,"MI-MNH",-0.823660842069612,1.15289374371071,1.73291283066456,-0.580467820529146,-0.0882073723155317,-0.138737878858976,-1.26408220534825,-0.391766897715268,15.98013,15.60061,4,1,"seine",3,1,-0.1325897,18,0.303559525399736,0.95392857054827,5.42068249267525,6.37461106322352
"17-209",0,"MI-MNH",0.73338792405856,0.0101255290116841,0.364670203493031,-0.625255635558515,-0.347486008423207,-0.484787189422776,1.89173001672533,-0.78551465026931,15.735,15.21257,4,1,"seine",3,1,-0.1325897,19,0.438028641846103,0.634774204881927,2.66512509077267,3.29989929565459
"17-265",0,"MI-MES",-1.86348900167145,-1.78875617783639,-0.876527869781353,3.76395023731963,0.547612005227932,1.94208625298553,-0.944995306096968,0.111241815976591,16.59754,16.11076,3,1,"seine",3,1,-0.1325897,20,0.436370189251341,0.184932511128743,0.715876086087954,0.900808597216697
"18-12",1,"MI-MSH",-0.923409007434181,-1.64985529844236,0.332041889479204,-0.849194710705359,1.2563952460752,-2.23280055555299,-0.264568491552137,1.27821174363175,17.31396,17.35947,6,1,"seine",3,1,-0.1325897,21,-0.0218164975565531,-0.253626939374539,19.4756310490497,19.2220041096751
"18-125",30,"MI-MCM",-0.361667323261901,-0.463270851785498,-0.558586335920342,-1.61058756620463,0.653344534404008,1.21235694250103,-1.38985242181844,0.629546735347482,16.7025,16.65388,1,1,"seine",3,1,-0.1325897,22,0.0237977990565257,0.11565352253567,8.40632921458926,8.52198273712493
"18-196",58,"MI-MSH",-0.195019548166157,-0.751595771293803,0.858815969186042,-0.670043450587884,-0.577691348062644,0.486285041686711,-0.686238440940061,-0.52958147012497,15.52051,15.46368,6,1,"seine",3,1,-0.1325897,23,-0.0481098779376744,-0.120513020865753,5.44379468724777,5.32328166638202
"18-197",31,"MI-MSH",-0.402991689265556,1.10764524719547,0.73050535905753,0.270500665028862,-0.50680905549753,0.627680603108455,-0.802017102043983,-0.467312316693387,15.58624,15.5254,6,1,"seine",3,1,-0.1325897,24,-0.0394967388041428,-0.154005130198311,7.90027253295454,7.74626740275623
"18-206",151,"MI-MSH",-0.146361680784599,0.0101255290116841,0.73050535905753,-1.34186067602842,0.135368965854678,-0.598463103656744,-1.67217253168913,0.137321305856133,16.19457,16.13766,6,1,"seine",3,1,-0.1325897,25,-0.00195234000145503,-0.00926699900728778,8.33290218099107,8.32363518198379
"18-215",64,"MI-MSH",-0.822129784763919,0.693184140988442,1.57109201310701,-0.490892190470408,-0.191172231820679,-0.304140346557358,-1.16696571413461,-0.167099194129444,15.88233,15.82644,6,1,"seine",3,1,-0.1325897,26,-0.0240730376912346,-0.158552006887193,12.9142524544864,12.7557004475992
"18-57",28,"MI-MSH",0.0483635458964795,-2.83728980388027,-1.5993408608443,-1.0731337858522,0.899692417291978,-0.374305760343698,1.89990678405188,0.877119492615572,16.94963,16.91973,6,1,"seine",3,1,-0.1325897,27,0.0225729246764068,0.0682882069485178,5.72586779504271,5.79415600199122
"18-6",20,"MI-MSH",-0.422174188320041,0.794981812660573,0.883448994148728,-1.0731337858522,0.923760795676613,-0.690345898945579,-0.303540853672303,0.942331747546799,16.97397,16.99046,6,1,"seine",3,1,-0.1325897,28,-0.0185709518701863,-0.242033239609615,21.0282568930479,20.7862236534383
"18-66",80,"MI-MSH",0.469228608428163,-0.463270851785498,0.282000318129149,-0.222165300294195,0.676054012300531,-0.123968490348871,-0.332502041983895,0.672525301270322,16.72513,16.69973,6,1,"seine",3,1,-0.1325897,29,0.00352871103020902,0.0187184843393514,8.64166224540521,8.66038072974456
"18-69",76,"MI-MSH",0.205763049629531,0.925968969970297,0.978842529111434,-1.0731337858522,0.263356422773824,-0.203104637763635,-0.40303922554785,0.291874444960256,16.31862,16.298,6,1,"seine",3,1,-0.1325897,30,-0.0285180221864318,-0.200637067039015,12.1554542364224,11.9548171693833
"18-71",110,"MI-MSH",-1.07315574111382,-1.04077074958316,0.73050535905753,-1.0731337858522,1.05679750386576,-0.223982439083682,-0.00284126361983089,1.03158987290986,17.10914,17.08775,6,1,"seine",3,1,-0.1325897,31,0.0252076309559062,0.243076394655227,16.933667051394,17.1767434460493
"2-104",0,"MI-MNM",-0.906052314376057,-1.64985529844236,-2.47343772232282,0.494439740175706,0.59302486323148,0.399436163876648,0.264954547256114,0.594730526736145,16.64254,16.61683,5,1,"seine",3,1,-0.1325897,32,-0.0017056635046655,-0.00146931484575355,1.5770952648711,1.57562595002535
"2-566",0,"MI-MES",-1.89103774004251,-0.463270851785498,-1.5993408608443,0.0913494049113864,-0.604984243063058,0.984934469725047,0.633534341299812,-0.652358801090325,15.49527495,15.34270336,3,1,"seine",3,1,-0.1325897,33,0.0473745580272668,0.0169367763621829,0.75196377283628,0.768900549198463
"2-567",0,"MI-MES",-2.13180716727823,-0.22614763199638,-2.47343772232282,-0.0878018552060889,-0.132268152623166,1.28136110283239,0.110238983579242,-0.210754816253753,15.93820587,15.7823041,3,1,"seine",3,1,-0.1325897,34,0.0784866636305864,0.0319571796514206,0.795235253878299,0.82719243352972
"2-95",2,"MI-MNM",-0.352469425261048,-1.04077074958316,-0.845270559291169,-0.580467820529146,-0.213585992123185,0.176147420666272,1.4110700114824,-0.164926320751367,15.86112,15.82864,5,1,"seine",3,1,-0.1325897,35,-0.0486596713718184,-0.0465960675806057,1.94759362033477,1.90099755275416
"20-76",204,"MI-MNH",-0.509047362601636,1.29396851762038,1.4123426515665,-0.0878018552060889,-0.622739983444912,0.903696381701002,-1.16097232538333,-0.680498450433642,15.47888,15.31511,4,1,"seine",3,1,-0.1325897,36,0.05775846698873,0.105908595226889,3.55979129967192,3.66569989489881
"20-96",40,"MI-MNH",-1.19262675572627,0.113309194411649,1.29844382764808,-0.983558155793465,0.124117627557751,0.189937402989488,0.546104125702061,0.0561867977184899,16.18371,16.05412,4,1,"seine",3,1,-0.1325897,37,0.0679308298392606,0.242084801611271,6.9068667059513,7.14895150756257
"21-266",4,"MI-MNM",-0.372423240606914,0.0101255290116841,0.592681857621888,0.136137219940755,-0.375661045379518,0.450082861786918,-0.261741947672326,-0.465016774295038,15.70859,15.52768,5,1,"seine",3,1,-0.1325897,38,0.0893557289155197,0.11033506266215,2.33028654896933,2.44062161163148
"22-236",4,"MI-MNM",-0.816538773467496,0.775513526167866,0.364670203493031,-0.0878018552060889,-0.786900346121431,0.701203599708723,0.610668701557491,-0.77857991307267,15.32812,15.21932,5,1,"seine",3,1,-0.1325897,39,-0.00832043304876084,-0.0115614427307011,2.87119447896708,2.85963303623638
"22-65",0,"MI-MNM",-0.453923958259182,-0.026988648705759,0.858815969186042,-0.222165300294195,-0.333102033928069,1.1758937857557,0.00159047072210871,-0.305370003970782,15.7485,15.68707,5,1,"seine",3,1,-0.1325897,40,-0.0277320299572864,-0.0390464999800116,2.72978912095333,2.69074262097332
"24-204",8,"MI-MCM",0.741016020269845,-2.1151140414149,-0.845270559291169,-0.401316560411671,0.469334939328707,-0.152273616441618,0.96607880383606,0.338391544172101,16.52026,16.34657,1,1,"seine",3,1,-0.1325897,41,0.130943395156606,0.431115880476731,6.06702481340166,6.49814069387839
"24-27",71,"MI-MNH",1.97199816649387,0.434988675363057,-0.154249217522721,-0.132589670235458,0.397064886321767,-0.295651398216273,0.432401531618288,0.032799786752834,16.44923,16.03012,4,1,"seine",3,1,-0.1325897,42,0.364265099568933,0.593530288061521,2.23826375881488,2.8317940468764
"24-71",16,"MI-MNH",0.719843037986726,-1.78875617783639,0.104745667632915,0.00177377485264875,0.401764829664894,-0.560810673762127,0.0521889018851062,0.291039953900738,16.45384,16.29713,4,1,"seine",3,1,-0.1325897,43,0.110724875764156,0.148723568281047,2.25361996283433,2.40234353111537
"25-35",46,"MI-MSH",1.00178679928616,1.22558090050082,1.39383736261078,-0.625255635558515,0.332048295878726,-1.38322032439533,-0.00885336449888872,0.467987478330497,16.38559,16.48265,6,1,"seine",3,1,-0.1325897,44,-0.135939182451771,-1.44286832323144,17.3701341423204,15.927265819089
"26-20",20,"MI-MSH",-0.0958817885880046,-0.315556499054638,0.858815969186042,0.539227555205075,0.760879390770961,-0.292923476016069,0.0896185933332599,0.653989175856977,16.80993,16.67994,6,1,"seine",3,1,-0.1325897,45,0.106890214913984,0.829932982901289,12.8963074196718,13.7262404025731
"26-3",26,"MI-MSH",1.12215295901371,0.239891002197771,-0.0103281165408195,-0.80440689567599,0.61633944483868,-0.680948094683974,0.0987655179028018,0.697096956573805,16.66569,16.726,6,1,"seine",3,1,-0.1325897,46,-0.0807575117351254,-0.473102980380274,9.29792929432101,8.82482631394073
"26-32",7,"MI-MSH",-1.49309237334254,-0.888133998136871,0.592681857621888,-0.490892190470408,0.921942535390954,1.12997848226058,-1.21620308043295,0.804581240851595,16.97213,16.8414,6,1,"seine",3,1,-0.1325897,47,0.117361294539359,0.82335092754347,12.3061104767334,13.1294614042768
"26-33",93,"MI-MSH",-1.59426624965711,-0.315556499054638,1.03607061968227,-0.625255635558515,0.934083591281331,0.829531298282618,-0.819888685945753,0.815938423586366,16.98442,16.85364,6,1,"seine",3,1,-0.1325897,48,0.118145167694965,1.19608366403249,17.6732155418593,18.8692992058918
"26-35",1,"MI-MSH",-2.15887242052074,-0.463270851785498,0.282000318129149,-0.401316560411671,0.624046772152762,0.0635691618498682,1.24070442171813,0.538201899822772,16.67335,16.55685,6,1,"seine",3,1,-0.1325897,49,0.0858448723299905,0.948258480669023,22.1355912287411,23.0838497094101
"26-4",18,"MI-MSH",0.227311009151847,-0.411594099569675,0.282000318129149,-0.490892190470408,0.994696750566248,-0.896656231277838,0.0492470130595423,0.868949955112156,17.04591,16.91089,6,1,"seine",3,1,-0.1325897,50,0.125746795454092,0.970433339950181,11.8594448258489,12.8298781657991
"26-53",7,"MI-MSH",-0.924616350573967,0.178145009984081,0.833852289729532,-0.0430140401767201,0.222069736404796,-1.16566478869259,0.605457826382438,0.146995519948422,16.2785,16.14765,6,1,"seine",3,1,-0.1325897,51,0.0750742164563743,0.634053636356975,16.3608787014544,16.9949323378114
"27-1026",0,"MI-MWS",0.546152911161007,-2.55237070647751,-1.8476780308982,0.0465615898820176,-0.876010126380682,0.362087433902162,1.43202072256094,-0.815528707723925,15.2469,15.18339,8,1,"seine",3,1,-0.1325897,52,-0.0604814186567563,-0.0134392802207235,0.5082185609283,0.494779280707577
"27-520",5,"MI-MWS",-0.0575350185278566,-0.888133998136871,0.104745667632915,-0.938770340764096,-0.671365352715683,0.372322965618812,0.545069374227777,-0.488864560354956,15.43407,15.50401,8,1,"seine",3,1,-0.1325897,53,-0.182500792360727,-0.123992121219645,1.45644787569374,1.3324557544741
"27-696",2,"MI-MWS",0.572588524288809,-1.41358213743429,-1.20303730221968,0.0913494049113864,-0.58767969024798,0.138027894082576,1.47617234801346,-0.430704390448549,15.51127,15.5618,8,1,"seine",3,1,-0.1325897,54,-0.156975299799431,-0.0682092653813325,0.923875415115874,0.855666149734541
"27-761",3,"MI-MWS",0.274307759672806,-1.21381602620319,-2.01433569434364,-0.311740930352933,-0.590804971210962,0.946237014674607,-0.18806865162337,-0.460889673160966,15.50838,15.53178,8,1,"seine",3,1,-0.1325897,55,-0.129915298049996,-0.0360039891936236,0.57071358250488,0.534709593311257
"27-97",28,"MI-MWS",-1.16179494606875,0.794981812660573,1.09159015138641,0.360076295087599,-1.3150308368632,1.1432004562085,-0.0496737327089751,-1.08915000910511,14.85299,14.91994,8,1,"seine",3,1,-0.1325897,56,-0.225880827758085,-0.241669857640031,2.46388369508416,2.22221383744413
"28-84",77,"MI-MCM",0.40177515163675,0.298828321263663,0.282000318129149,0.180925034970124,0.569516353208008,0.667104647378992,-1.09315953461001,0.401638065632031,16.61923,16.41284,1,1,"seine",3,1,-0.1325897,57,0.167878287575977,1.07459644777479,10.0511581098064,11.1257545575812
"3-153",3,"MI-MSM",0.0810047418947297,0.434988675363057,0.443821135686694,-0.580467820529146,0.341391285109267,-1.25400168431491,-0.0597746888792021,0.611908696342745,16.39472,16.6351,7,1,"seine",3,1,-0.1325897,58,-0.270517411233478,-2.47384253527874,17.8594286371674,15.3855861018887
"3-178",88,"MI-MSM",0.402281697172054,-0.026988648705759,-0.197501543591449,-1.34186067602842,1.538905393107,-1.6224706078303,-0.387434028704019,1.40839524755739,17.60806,17.50464,7,1,"seine",3,1,-0.1325897,59,0.130510145549605,1.96188922790187,20.6068979210283,22.5687871489302
"3-63",30,"MI-MSM",-0.308808876107296,0.113309194411649,-1.8476780308982,-1.20749723094031,1.15710766886797,-0.675392923681607,-0.213217466788623,1.15899903688977,17.21177,17.22759,7,1,"seine",3,1,-0.1325897,60,-0.00189136802179646,-0.0132667222789481,11.7421178471066,11.7288511248277
"3-71",18,"MI-MSM",-0.159614209496944,-0.22614763199638,-0.983570985000636,-0.714831265617252,1.74977327241223,0.2159268218075,-0.34256892804994,1.73082879795016,17.83083,17.86944,7,1,"seine",3,1,-0.1325897,61,0.0189444744620761,0.221826155656325,17.2877492603386,17.5095754159949
"30-245",6,"MI-MER",-0.445809882322958,0.755084243943464,0.482168189003625,-0.938770340764096,0.523108680992735,-1.62005511032863,-0.905573812175539,0.826777577457928,16.57331,16.86533,2,1,"seine",3,1,-0.1325897,62,-0.303668896465192,-2.2512553765222,13.5696647139636,11.3184093374414
"30-259",0,"MI-MER",-0.513974604544771,0.461084621479215,0.443821135686694,-0.893982525734728,0.503727434851016,-1.02965252602251,0.234484187692384,0.806613891980778,16.55417,16.84359,2,1,"seine",3,1,-0.1325897,63,-0.302886457129762,-2.10230829259469,13.5215000555407,11.419191762946
"31-1164",0,"MI-MWS",0.790834913132446,-2.31184166458285,-1.5993408608443,0.180925034970124,0.0759289643457774,0.303230694482634,1.38611483363006,-0.0698264279829962,16.13727974,15.92522733,8,1,"seine",3,1,-0.1325897,64,0.145755392328774,0.0606923076396587,0.764079040761235,0.824771348400893
"31-263",0,"MI-MWS",-1.4597439977629,0.534786595970762,0.73050535905753,0.180925034970124,-0.864651800350426,1.84495265291209,-1.1504355810481,-0.712224280995932,15.25722868,15.28405959,8,1,"seine",3,1,-0.1325897,65,-0.152427519354494,-0.152115629869137,2.14489927303605,1.99278364316692
"31-825",0,"MI-MWS",1.01769916140998,-0.184340310760313,-0.0912002577380448,-0.893982525734728,-0.873173178297948,1.22933673695634,-1.02604774816865,-0.896191978373234,15.24947912,15.10524532,8,1,"seine",3,1,-0.1325897,66,0.0230188000752855,0.00871299447074344,0.71074134249038,0.719454336961123
"31-909",0,"MI-MWS",0.351985655140678,0.146663755854752,0.635111824094824,-1.29707286099905,-0.944562527061853,1.65853318913977,-0.774467775957012,-0.909571632290957,15.18471024,15.09232237,8,1,"seine",3,1,-0.1325897,67,-0.0349908947708961,-0.01941750471229,1.10689329141104,1.08747578669875
"34-69",41,"MI-MSM",-0.801322485337865,-0.689379924883991,-0.558586335920342,0.360076295087599,1.46018340469314,-1.50089584081537,0.848403664500889,1.47114822456086,17.52561,17.57505,7,1,"seine",3,1,-0.1325897,68,-0.0109648198677212,-0.159726330914169,25.3472205919759,25.1874942610618
"34-73",11,"MI-MSM",0.359051153718514,0.605267403703839,-0.558586335920342,0.0465615898820176,1.18705589691178,-0.518265439472612,0.82668717572237,1.21476829537443,17.24253,17.28916,7,1,"seine",3,1,-0.1325897,69,-0.0277123984626504,-0.328405560050394,19.2983551330161,18.9699495729657
"35-104",9,"MI-MSH",-0.126719108718491,-1.21381602620319,0.0671733555042765,0.852742260410656,0.710035660546775,-0.472740633682923,1.58717926926137,0.499774440272505,16.75905,16.5162,6,1,"seine",3,1,-0.1325897,70,0.21026122027427,1.2067878812906,10.2970881237673,11.5038760050579
"35-105",3,"MI-MSH",-0.0623618705914945,-1.04077074958316,-0.264326679689918,0.0913494049113864,0.771003741340663,-0.67716326371782,0.433821693607899,0.557432129480966,16.82008,16.57723,6,1,"seine",3,1,-0.1325897,71,0.213571611859696,1.02962294545873,8.11248581252869,9.14210875798742
"35-109",49,"MI-MSH",-0.000407835352814459,-1.12582423371506,-0.175749644217522,-0.983558155793465,0.763633021164476,-0.663865329830541,1.68534047963145,0.553725687304517,16.81269,16.5733,6,1,"seine",3,1,-0.1325897,72,0.209907333859959,1.1927754315517,10.0095930895626,11.2023685211143
"35-176",20,"MI-MNH",-0.664137880086533,-0.888133998136871,0.396735932250931,-0.714831265617252,0.711686904687224,0.894079183843296,-1.10823419970886,0.5379186480528,16.7607,16.55655,4,1,"seine",3,1,-0.1325897,73,0.173768256634423,0.357404898197474,3.38340732011006,3.74081221830754
"35-4",47,"MI-MSH",-0.000407835352814459,-1.31148885036138,-0.381331685424102,-0.983558155793465,0.763633021164476,-0.663865329830541,1.68534047963145,0.553725687304517,16.81269,16.5733,6,1,"seine",3,1,-0.1325897,74,0.209907333859959,1.07291253457149,9.06598073193449,10.138893266506
"35-5",79,"MI-MSH",-1.17641560692175,-0.963456698623848,-0.558586335920342,-0.401316560411671,0.960232567412702,-0.140649618608557,-0.403121274238364,0.736646551073777,17.01092,16.76837,6,1,"seine",3,1,-0.1325897,75,0.223586016338925,1.23747671413275,9.50194965900673,10.7394263731395
"35-9",9,"MI-MSH",0.0939394925102724,-0.463270851785498,-0.532206231265437,-0.759619080646621,0.736326163357103,-0.537542673884361,-1.3991254366836,0.526282006602096,16.78534,16.54423,6,1,"seine",3,1,-0.1325897,76,0.210044156755007,0.873797097093621,6.28430610958429,7.15810320667791
"35-95",63,"MI-MSH",0.466098259481553,1.65334377109202,0.73050535905753,0.00177377485264875,-0.816865272019042,0.60090522762405,0.0659197247075123,-0.928239694231408,15.30076,15.07431,6,1,"seine",3,1,-0.1325897,77,0.111374422212366,0.370826840018239,6.6145401342879,6.98536697430614
"35-96",7,"MI-MSH",0.578760163773573,0.713919216388242,0.955448935181357,-0.132589670235458,-0.0248168960740764,-0.484247773042588,1.33518893365569,-0.170230638360129,16.04064,15.82327,6,1,"seine",3,1,-0.1325897,78,0.145413742286053,0.905893932293223,11.4045943623865,12.3104882946797
"36-132",42,"MI-MNM",0.479441774389658,0.605267403703839,1.09159015138641,-0.132589670235458,-1.74210095585444,0.942885801308938,0.167821973594099,-1.44741646350181,14.47957,14.58189,5,1,"seine",3,1,-0.1325897,79,-0.294684492352629,-0.196650046240978,1.56133262228999,1.36468257604901
"36-137",1,"MI-MNM",1.14990605892524,1.50352693085239,2.4869831322177,0.71837881532255,-2.80936713228081,0.890174988756379,-0.0137828926183193,-2.40368227480894,13.58691,13.71662,5,1,"seine",3,1,-0.1325897,80,-0.405684857471867,-0.254240415204793,1.61557650035825,1.36133608515345
"36-1529",0,"MI-MWS",1.11997652072213,-1.21381602620319,-1.18434602734495,0.270500665028862,-0.958253949656907,0.628512010217778,1.00570072455847,-0.739761149469589,15.17232,15.25716,8,1,"seine",3,1,-0.1325897,81,-0.218492800187318,-0.0641224842873533,0.637212907283616,0.573090422996262
"36-1536",0,"MI-MWS",-0.858126174278113,0.0450579557938886,0.592681857621888,-0.0878018552060889,-0.890206913361605,0.734203737866889,0.691390104170522,-0.679191988204562,15.234,15.31639,8,1,"seine",3,1,-0.1325897,82,-0.211014925157043,-0.222635914842094,2.35427964413668,2.13164372929458
"36-17",6,"MI-MNM",-0.48046284577152,0.55896626313636,1.4397598487873,-0.356528745382302,-1.07719187417801,0.733857331821969,0.462112003768606,-0.905835354376773,15.06511,15.09593,5,1,"seine",3,1,-0.1325897,83,-0.171356519801239,-0.246823066781622,3.15060880657457,2.90378573979295
"36-174",0,"MI-MNM",-0.559227279677868,0.581944073714831,1.39383736261078,0.404864110116968,-1.49544436923873,1.33838702188177,-0.732167517660994,-1.20056580637202,14.69408,14.81398,5,1,"seine",3,1,-0.1325897,84,-0.294878562866704,-0.268471116832252,2.11611598103505,1.84764486420279
"36-190",1,"MI-MNM",0.685901866228065,0.510949359235584,1.57109201310701,-0.625255635558515,-1.58329148610046,0.885478971516368,-0.219120104257843,-1.30499266357301,14.61732,14.71535,5,1,"seine",3,1,-0.1325897,85,-0.278298822527445,-0.21181960110917,1.70798637561751,1.49616677450834
"36-1936",1,"MI-MWS",-0.400039291524567,0.0801920285583472,0.73050535905753,0.449651925146337,-0.651273072334697,0.563668808184683,0.844358602843618,-0.474966560138606,15.45257,15.5178,8,1,"seine",3,1,-0.1325897,86,-0.176306512196091,-0.209085469687881,2.50008925296553,2.29100378327765
"36-2067",0,"MI-MNM",0.0727354726509144,-0.888133998136871,-1.00709137684872,0.136137219940755,-0.746517145126957,0.369680804064818,1.29725783880369,-0.582054773740232,15.36507,15.41186,5,1,"seine",3,1,-0.1325897,87,-0.164462371386725,-0.0996835067017731,1.32539966752552,1.22571616082375
"36-34",3,"MI-MNM",0.142589210728738,0.38205142686236,2.0195970540354,0.0465615898820176,-1.47605098783225,0.697111653768842,-0.667906581595676,-1.28177701511211,14.71108,14.73722,5,1,"seine",3,1,-0.1325897,88,-0.194273972720144,-0.185783245794982,2.12529879558643,1.93951554979145
"36-355",114,"MI-MNM",0.64322029539705,0.534786595970762,0.858815969186042,0.136137219940755,-1.64611665302205,0.865679106660466,-0.921647843657551,-1.29374676152165,14.56267,14.72594,5,1,"seine",3,1,-0.1325897,89,-0.352369891500401,-0.191766748646777,1.23179165281374,1.04002490416696
"36-384",0,"MI-MNM",0.424346273838543,0.298828321263663,-0.0912002577380448,0.584015370234443,-1.06114526380647,0.35317871377342,0.358559915673798,-0.762564725731026,15.07953,15.23492,5,1,"seine",3,1,-0.1325897,90,-0.298580538075449,-0.214922485252444,1.56019257244467,1.34527008719223
"36-849",1,"MI-MNM",-0.717859842313756,0.269211586977685,0.104745667632915,0.00177377485264875,-1.16883544492061,0.878206756812699,-1.08461412071197,-0.994750353358893,14.98302,15.01031,5,1,"seine",3,1,-0.1325897,91,-0.17408509156172,-0.120490642562399,1.53152457248364,1.41103392992125
"37-109",8,"MI-MSH",0.200564592976226,0.794981812660573,0.443821135686694,-0.222165300294195,-0.140737332204162,-0.703818005499729,0.133306697383384,-0.0166521220501218,15.93016,15.97949,6,1,"seine",3,1,-0.1325897,92,-0.124085210154041,-0.619095891851811,9.63162646915768,9.01253057730587
"37-120",5,"MI-MSH",-0.324861540892662,0.269211586977685,-0.070650145931363,-0.670043450587884,-0.226862378041572,-1.97812989874649,0.606761132298278,-0.0818924645129152,15.84857,15.91294,6,1,"seine",3,1,-0.1325897,93,-0.144969913528656,-0.729049603273239,10.4930241670636,9.76397456379038
"37-139",41,"MI-MSH",-0.211058299457009,0.871270878442796,1.09159015138641,0.180925034970124,-0.205593493228584,0.315804299184846,-0.00687054479790809,-0.116411707436952,15.86868,15.87784,6,1,"seine",3,1,-0.1325897,94,-0.0891817857916321,-0.502500360057772,11.1458554199937,10.643355059936
"38-568",23,"MI-MSM",-0.249417244501164,0.146663755854752,-0.430275725791825,-1.02834597082283,1.62596099740087,-1.34572483240053,-0.45640564242353,1.83286544065155,17.69969,17.98646,7,1,"seine",3,1,-0.1325897,95,-0.206904443250681,-3.80802458022729,28.5964464089753,24.788421828748
"39-249",53,"MI-MSM",0.925489960786953,0.995115924622599,0.195483965632788,-1.52101193614589,0.0159756145316049,-1.60490402511786,0.354328038021205,0.225340031726015,16.0797,16.22878,7,1,"seine",3,1,-0.1325897,96,-0.20936441719441,-1.50338321584215,13.7869910550061,12.2836078391639
"39-270",12,"MI-MSM",0.0117841647674512,0.461084621479215,0.73050535905753,-0.625255635558515,0.616671556756929,-1.0266247402683,-0.669353084650274,0.747904126267388,16.66602,16.78045,7,1,"seine",3,1,-0.1325897,97,-0.131232569510459,-1.43866484718878,19.4044235727197,17.9657587255309
"4-1",4,"MI-MNH",0.814888802969364,0.9077947967261,0.0249477477146508,0.673591000293181,-1.39816753918016,0.694894837042344,-0.308299500379235,-1.43159043370521,14.77955,14.59666,4,1,"seine",3,1,-0.1325897,98,0.0334228945250548,0.0191398473062943,1.22626232911612,1.24540217642241
"4-20",10,"MI-MNH",0.377563940448686,-0.689379924883991,-0.310249165866433,-0.849194710705359,1.68104067262822,-2.06634992780515,-0.276528438774771,1.4176712032156,17.75791,17.51503,4,1,"seine",3,1,-0.1325897,99,0.263369469412619,1.43373891105216,6.59322194340344,8.02696085445561
"40-104",12,"MI-MCM",0.266658489990438,0.581944073714831,2.17468063567144,-0.535680005499777,-0.747717948249036,1.19020283677684,-1.42177127019968,-0.706476839047114,15.36397,15.28968,1,1,"seine",3,1,-0.1325897,100,-0.0412411092019226,-0.205051138342249,10.2201714391084,10.0151203007662
"40-61",42,"MI-MCM",-0.592777106242062,-1.04077074958316,-0.383748535920961,-1.16270941591094,0.592823300091184,0.156504065570107,-1.18152450588105,0.494066076677035,16.64234,16.51017,1,1,"seine",3,1,-0.1325897,101,0.0987572234141492,0.489074558080452,8.87040030549858,9.35947486357903
"41-255.1",15,"MI-MSM",0.207060062532804,0.326859289351915,-1.38029195271591,-1.16270941591094,0.418453766256938,-1.32068834956229,-1.00380110760164,0.664875608015844,16.47022,16.69156,7,1,"seine",3,1,-0.1325897,102,-0.246421841758906,-1.21866431047741,9.09695679446853,7.87829248399111
"41-464",44,"MI-MSM",0.448875092209078,0.485848073679032,-0.310249165866433,0.0465615898820176,2.50648315313463,-0.755990819006568,0.990449601358913,2.4379719682532,18.65371,18.69634,7,1,"seine",3,1,-0.1325897,103,0.0685111848814262,2.73445684963612,49.2169767367148,51.9514335863509
"41-510",13,"MI-MSM",-1.32771228863433,1.10764524719547,0.978842529111434,-0.849194710705359,0.933096038799464,-0.269159640431199,-0.28585320767481,1.03427009427601,16.98342,17.09068,7,1,"seine",3,1,-0.1325897,104,-0.10117405547655,-2.14681198921239,39.0459744952662,36.8991625060538
"42-34",0,"MI-MWS",0.26362344706501,-1.12582423371506,-1.8476780308982,0.807954445381287,0.148573959327201,1.14964055781262,0.193366145662284,0.0158687676670832,16.207325,16.0127676,8,1,"seine",3,1,-0.1325897,105,0.132705191660118,0.0616571369629599,0.815337823808709,0.876994960771669
"42-93",0,"MI-MWS",-0.0254030185448361,-1.78875617783639,-1.18434602734495,0.673591000293181,-0.0892786449500494,1.3623298885468,-0.395751407566166,-0.221251752792197,15.97910937,15.77171005,8,1,"seine",3,1,-0.1325897,106,0.131973107842148,0.0522223258183806,0.738187423957216,0.790409749775597
"43-198",52,"MI-MCM",-0.602507304961625,-0.315556499054638,-0.369294321746055,0.584015370234443,0.835089058228201,0.184333697117729,0.0323352747506844,0.805286665709925,16.88447,16.84216,1,1,"seine",3,1,-0.1325897,107,0.0298023925182764,0.24282402297665,14.4854439103661,14.7282679333428
"43-37",29,"MI-MCM",-0.517566362151461,-0.515322610285738,-0.0912002577380448,-0.983558155793465,1.03114240233884,-0.037237035907788,-1.175427841694,0.913396441839905,17.08299,16.95904,1,1,"seine",3,1,-0.1325897,108,0.117745960498938,1.00122012636837,13.5662329524372,14.5674530788056
"44-159",9,"MI-MSH",0.48793412966252,-0.57140023779664,-0.0912002577380448,-0.266953115323564,1.30755315533726,-0.778065293831081,-0.0659952311661566,1.41660015161266,17.36685,17.51383,6,1,"seine",3,1,-0.1325897,109,-0.109046996275394,-0.988432313645743,13.5633726493696,12.5749403357239
"44-271",11,"MI-MSH",0.111435294175465,-0.363472931177793,-0.310249165866433,0.0913494049113864,1.41627492460343,-0.672859535512185,0.530728285011111,1.53126700586061,17.47979,17.64277,6,1,"seine",3,1,-0.1325897,110,-0.114992081257179,-1.19851665094338,16.214466901528,15.0159502505846
