"My_intwbdy","Distance","Shape_Leng","Shape_Area","My_intwb_1","FID_1","OGF_ID","Area_sqm","Perim_m","FID_2","OGF_ID_1","PDEM_South"
102221,0,34680,15181200,0,0,0,0,0,0,0,403.496684430136
102234,0,61800,47473200,0,0,0,0,0,0,0,372.731707881234
102266,0,19260,6162300,0,0,0,0,0,0,0,370.842537457776
109274,0,59820,41597100,0,0,0,0,0,0,0,479.935790961484
109276,0,158220,179460000,0,0,0,0,0,0,0,431.90168915836
109290,0,63180,63627300,0,0,0,0,0,0,0,443.799824412534
109297,0,52920,32138100,0,0,0,0,0,0,0,450.380684035451
109326,0,11460,4727700,0,0,0,0,0,0,0,454.730791156913
109395,0,48180,29812500,0,0,0,0,0,0,0,444.753081720777
109409,0,72960,73557000,0,0,0,0,0,0,0,437.346736716877
102524,129.77915649,236037.712911,408271470.774,0,0,0,0,0,0,0,372.74049249449
102311,0,83880,61904700,0,0,0,0,0,0,0,366.036996246149
102334,0,139260,131438700,0,0,0,0,0,0,0,371.118721770652
102338,0,14040,4363200,0,0,0,0,0,0,0,372.871935167722
102368,0,53400,40465800,0,0,0,0,0,0,0,363.283611536016
102373,0,25860,10155600,0,0,0,0,0,0,0,369.270086034905
102403,0,13560,3186900,0,0,0,0,0,0,0,425.347662998168
102430,0,22200,8994600,0,0,0,0,0,0,0,378.422685618207
102438,0,67980,58512600,0,0,0,0,0,0,0,360.912984488404
102470,0,79500,65766600,0,0,0,0,0,0,0,378.030496523943
102495,0,11040,2375100,0,0,0,0,0,0,0,370.873083255561
109499,74.41119546,58902.2297134,36234862.6156,0,0,0,0,0,0,0,425.345290022309
109428,0,71520,76149900,0,0,0,0,0,0,0,383.110934987424
109429,0,51420,42740100,0,0,0,0,0,0,0,411.380270605969
109437,0,23820,11416500,0,0,0,0,0,0,0,451.729261937967
109464,0,87600,65343600,0,0,0,0,0,0,0,445.59230691795
109472,0,182700,199854900,0,0,0,0,0,0,0,426.864655686902
109480,0,60060,53784000,0,0,0,0,0,0,0,415.133455661534
109483,0,28620,9682200,0,0,0,0,0,0,0,444.59264579868
109488,0,23580,8549100,0,0,0,0,0,0,0,461.528962977549
109490,0,42000,32287500,0,0,0,0,0,0,0,439.19692771481
109509,0,42420,23347800,0,0,0,0,0,0,0,434.948200190833
109510,0,63900,48750300,0,0,0,0,0,0,0,389.22342150051
109516,0,77100,80171100,0,0,0,0,0,0,0,422.453196100794
109522,0,39420,28133100,0,0,0,0,0,0,0,417.239863512082
109533,0,127560,80235900,0,0,0,0,0,0,0,441.605201526156
109573,0,8100,2042100,0,0,0,0,0,0,0,422.98510127532
109599,0,33720,18356400,0,0,0,0,0,0,0,398.990639150363
109601,0,190380,170208000,0,0,0,0,0,0,0,415.378693089292
109614,0,9120,2523600,0,0,0,0,0,0,0,445.526372324553
109621,0,91740,53931600,0,0,0,0,0,0,0,443.70189404677
109623,0,35160,24822900,0,0,0,0,0,0,0,428.394492412866
109629,0,10980,2396700,0,0,0,0,0,0,0,444.337616379351
109673,0,66720,62665200,0,0,0,0,0,0,0,404.728885064856
125030,0,108240,104204700,0,0,0,0,0,0,0,381.241410624252
109485,0,47820,37152900,0,0,0,0,0,0,0,407.327280236539
101562,219.51084246,55740,38363400,0,0,0,0,0,0,0,366.417269219037
102546,0,75300,55671300,0,0,0,0,0,0,0,357.671570645657
109688,0,61200,51246900,0,0,0,0,0,0,0,440.735052209824
109709,0,23460,11489400,0,0,0,0,0,0,0,438.339458551038
109719,0,54300,49772700,0,0,0,0,0,0,0,432.24955642099
109727,0,28140,15484500,0,0,0,0,0,0,0,418.953313699915
109751,0,20760,6618600,0,0,0,0,0,0,0,444.825983723383
109752,0,16560,4787100,0,0,0,0,0,0,0,432.743975959745
109771,0,17460,4828500,0,0,0,0,0,0,0,426.922016455943
109774,0,142200,137550600,0,0,0,0,0,0,0,420.179192701859
109784,0,139500,88473600,0,0,0,0,0,0,0,395.470612613484
109786,0,43680,17811000,0,0,0,0,0,0,0,426.935961019664
109835,0,80940,65952900,0,0,0,0,0,0,0,388.202895071845
109851,0,27960,13124700,0,0,0,0,0,0,0,390.884350677598
109852,0,58620,35790300,0,0,0,0,0,0,0,396.884388470035
109853,0,27300,12587400,0,0,0,0,0,0,0,405.608294026187
109860,0,23520,9195300,0,0,0,0,0,0,0,395.937534791891
109873,0,38700,18817200,0,0,0,0,0,0,0,380.021028924814
109900,0,53940,50553900,0,0,0,0,0,0,0,387.201939232018
109901,0,19620,8120700,0,0,0,0,0,0,0,403.330521013762
109921,126.33904003,70313.3333486,59766022.176,0,0,0,0,0,0,0,372.805230806826
109953,0,52560,34963200,0,0,0,0,0,0,0,390.131501040703
109956,0,44400,30277800,0,0,0,0,0,0,0,368.167835847681
109991,0,121874.164079,81429300,0,0,0,0,0,0,0,435.526781911123
109995,0,125100,83953800,0,0,0,0,0,0,0,434.097844521884
110001,0,35820,21445200,0,0,0,0,0,0,0,441.190044992857
110003,0,38640,26228700,0,0,0,0,0,0,0,430.171719334488
110014,51.5997902,10980,2322900,0,0,0,0,0,0,0,446.719203258753
110024,0,49380,22062600,0,0,0,0,0,0,0,450.455610989999
110033,0,31680,20867400,0,0,0,0,0,0,0,408.276061602378
110034,0,8040,1277100,0,0,0,0,0,0,0,424.080538899567
110043,0,30900,10520100,0,0,0,0,0,0,0,464.875992141112
110060,0,51000,32195700,0,0,0,0,0,0,0,415.58438422753
110077,0,19800,6030000,0,0,0,0,0,0,0,456.64604640676
110091,0,28440,12303000,0,0,0,0,0,0,0,463.813914339056
110100,0,37020,19613700,0,0,0,0,0,0,0,457.769723159397
125037,0,27120,14946300,0,0,0,0,0,0,0,369.815809877316
102595,0,280919.690075,212184984.14,0,0,0,0,0,0,0,386.560583222686
102682,0,17340,6694200,0,0,0,0,0,0,0,NA
110137,0,11640,2849400,0,0,0,0,0,0,0,435.382951140027
110154,43.24937499,43717.0820393,25865100,0,0,0,0,0,0,0,384.361435957527
110283,0,4800,746100,0,0,0,0,0,0,0,NA
110487,0,10500,2485800,0,0,0,0,0,0,0,NA
102842,0,3540,420300,0,0,0,0,0,0,0,NA
110586,0,8032.30676287,1457544.6075,0,0,0,0,0,0,0,NA
110658,0,25440,9299700,0,0,0,0,0,0,0,NA
110672,0,36380.5849084,25251956.742,0,0,0,0,0,0,0,NA
110740,0,10620,2742300,0,0,0,0,0,0,0,NA
110825,0,73860,42616800,0,0,0,0,0,0,0,NA
110918,0,63900,47642400,0,0,0,0,0,0,0,390.073123792373
110966,0,251340,180451800,0,0,0,0,0,0,0,458.662943295823
111374,0,12120,1564200,0,0,0,0,0,0,0,405.304515597186
103274,0,46380,44835300,0,0,0,0,0,0,0,NA
103321,0,112620,96223500,0,0,0,0,0,0,0,NA
103332,0,53520,20215800,0,0,0,0,0,0,0,NA
103342,0,18840,5125500,0,0,0,0,0,0,0,NA
103344,0,3000,314100,0,0,0,0,0,0,0,NA
103347,413.0569179,47100,13241700,0,0,0,0,0,0,0,NA
103380,0,11340,3742200,0,0,0,0,0,0,0,NA
111572,0,19313.7158319,7108907.565,0,0,0,0,0,0,0,419.022109658888
111609,0,12360,3117600,0,0,0,0,0,0,0,432.692921310319
111691,0,553740,589437000,0,0,0,0,0,0,0,NA
111724,0,11220,2749500,0,0,0,0,0,0,0,NA
111730,0,14520,6084900,0,0,0,0,0,0,0,NA
111761,0,81720,59285700,0,0,0,0,0,0,0,NA
111795,0,17580,7342200,0,0,0,0,0,0,0,NA
111816,0,79260,71087400,0,0,0,0,0,0,0,NA
111818,0,123338.565182,118034823.836,0,0,0,0,0,0,0,NA
125047,0,132960,154717200,0,0,0,0,0,0,0,NA
103400,0,6240,1204200,0,0,0,0,0,0,0,NA
103410,0,22320,5765400,0,0,0,0,0,0,0,NA
103413,0,73980,58067100,0,0,0,0,0,0,0,NA
103415,0,54300,59345100,0,0,0,0,0,0,0,NA
103473,0,55500,32504400,0,0,0,0,0,0,0,NA
103492,0,31080,14184000,0,0,0,0,0,0,0,NA
103527,0,9240,2216700,0,0,0,0,0,0,0,NA
103542,0,34560,17214300,0,0,0,0,0,0,0,NA
103558,0,8220,1979100,0,0,0,0,0,0,0,386.152959264154
103559,0,13620,3735900,0,0,0,0,0,0,0,405.199410457147
111997,69.71820768,383605.292852,421560687.142,0,0,0,0,0,0,0,NA
111821,0,101770.770918,113224568.698,0,0,0,0,0,0,0,NA
111865,0,35890.770918,16864131.302,0,0,0,0,0,0,0,NA
111879,0,89580,89415900,0,0,0,0,0,0,0,NA
111887,0,24480,12257100,0,0,0,0,0,0,0,NA
111896,0,50760,41328000,0,0,0,0,0,0,0,NA
111897,0,57900,39973500,0,0,0,0,0,0,0,NA
111903,0,38040,26883900,0,0,0,0,0,0,0,NA
111917,0,34560,13986900,0,0,0,0,0,0,0,NA
111952,0,53880,32443200,0,0,0,0,0,0,0,NA
111958,0,11460,4146300,0,0,0,0,0,0,0,NA
111962,0,90420,125248500,0,0,0,0,0,0,0,NA
111991,0,11520,3182400,0,0,0,0,0,0,0,NA
111992,0,42480,37983600,0,0,0,0,0,0,0,NA
112002,0,8760,1231200,0,0,0,0,0,0,0,414.240547514798
112008,0,38160,22795200,0,0,0,0,0,0,0,NA
112034,0,9300,2575800,0,0,0,0,0,0,0,420.85491311042
112035,0,13800,2898000,0,0,0,0,0,0,0,426.445273196771
112041,0,17520,7462800,0,0,0,0,0,0,0,428.158120710609
112067,0,103560,86319000,0,0,0,0,0,0,0,398.584214347591
112091,121.11888284,61140,42368400,0,0,0,0,0,0,0,412.78740131392
112098,0,20220,6952500,0,0,0,0,0,0,0,479.914513255492
112100,0,40800,25055100,0,0,0,0,0,0,0,416.062355520824
103590,0,129779.690075,119889815.86,0,0,0,0,0,0,0,384.758225712828
112113,0,14700,5281200,0,0,0,0,0,0,0,422.48130224705
112126,0,54060,23490000,0,0,0,0,0,0,0,420.363264557703
112146,0,56460,28624500,0,0,0,0,0,0,0,465.556958517317
112177,0,59820,40961700,0,0,0,0,0,0,0,436.053072961672
112197,154.17144565,82073.7158319,38899992.435,0,0,0,0,0,0,0,417.926569494852
112198,0,4680,811800,0,0,0,0,0,0,0,414.490712269447
112204,0,98373.0030178,96711281.0838,0,0,0,0,0,0,0,NA
112212,0,134092.306763,148119755.393,0,0,0,0,0,0,0,NA
112213,0,38580,17814600,0,0,0,0,0,0,0,NA
118129,0,27180,10655100,0,0,0,0,0,0,0,NA
122723,0,10560,2691000,0,0,0,0,0,0,0,NA
118554,0,24060,5831100,0,0,0,0,0,0,0,NA
118594,0,26040,8149500,0,0,0,0,0,0,0,NA
123556,0,44100,12582000,0,0,0,0,0,0,0,NA
119813,0,5520,950400,0,0,0,0,0,0,0,NA
119997,0,56520,51644700,0,0,0,0,0,0,0,NA
120001,0,212460,233131500,0,0,0,0,0,0,0,NA
120307,267.77227795,71017.0820393,70252200,0,0,0,0,0,0,0,NA
120048,0,16800,5907600,0,0,0,0,0,0,0,NA
120051,0,53220,29300400,0,0,0,0,0,0,0,NA
120063,0,256380,449780400,0,0,0,0,0,0,0,NA
120068,0,54840,59898600,0,0,0,0,0,0,0,NA
120075,0,338940,679981500,0,0,0,0,0,0,0,NA
120113,0,49740,31066200,0,0,0,0,0,0,0,NA
120115,0,35340,25622100,0,0,0,0,0,0,0,NA
120184,0,25020,10077300,0,0,0,0,0,0,0,NA
120202,0,56880,36128700,0,0,0,0,0,0,0,NA
120206,0,209220,379082700,0,0,0,0,0,0,0,NA
120224,0,116700,193605300,0,0,0,0,0,0,0,NA
120264,0,82560,61867800,0,0,0,0,0,0,0,NA
120265,215.01835001,115800,43375500,0,0,0,0,0,0,0,NA
120290,0,21720,11923200,0,0,0,0,0,0,0,NA
120293,0,28440,14680800,0,0,0,0,0,0,0,NA
120308,0,213660,208212300,0,0,0,0,0,0,0,NA
120320,0,29220,15658200,0,0,0,0,0,0,0,NA
123478,0,239399.866514,288449097.022,0,0,0,0,0,0,0,NA
123485,0,82260,74622600,0,0,0,0,0,0,0,NA
123497,0,40740,26768700,0,0,0,0,0,0,0,NA
123500,0,30900,18898200,0,0,0,0,0,0,0,NA
123522,0,73140,36423000,0,0,0,0,0,0,0,NA
123524,0,21600,7717500,0,0,0,0,0,0,0,NA
123539,0,54600,37788300,0,0,0,0,0,0,0,NA
123548,0,58440,42865200,0,0,0,0,0,0,0,NA
123565,0,46440,47859300,0,0,0,0,0,0,0,NA
123618,0,113460,67484700,0,0,0,0,0,0,0,NA
123619,0,6720,903600,0,0,0,0,0,0,0,NA
123623,0,43560,15744600,0,0,0,0,0,0,0,NA
125146,0,163080,137607300,0,0,0,0,0,0,0,NA
125147,0,91140,68865300,0,0,0,0,0,0,0,NA
120525,0,7020,1427400,0,0,0,0,0,0,0,NA
103631,0,35820,6392700,0,0,0,0,0,0,0,NA
103763,0,13380,3142800,0,0,0,0,0,0,0,NA
103846,0,19320,7428600,0,0,0,0,0,0,0,NA
120914,0,23700,9912600,0,0,0,0,0,0,0,NA
120924,0,8100,2011500,0,0,0,0,0,0,0,NA
120966,0,7740,1618200,0,0,0,0,0,0,0,NA
103968,0,31440,8946900,0,0,0,0,0,0,0,NA
104112,0,25380,9680400,0,0,0,0,0,0,0,NA
104148,0,6960,1186200,0,0,0,0,0,0,0,NA
104264,0,24600,8190000,0,0,0,0,0,0,0,NA
104299,0,14160,4815900,0,0,0,0,0,0,0,NA
104306,0,11220,2915100,0,0,0,0,0,0,0,NA
104347,0,5520,657000,0,0,0,0,0,0,0,NA
104421,0,19860,7137000,0,0,0,0,0,0,0,NA
104423,0,11160,4110300,0,0,0,0,0,0,0,NA
104465,0,24600,11345400,0,0,0,0,0,0,0,NA
104644,0,6360,1592100,0,0,0,0,0,0,0,NA
104870,0,20400,6460200,0,0,0,0,0,0,0,NA
104874,0,40680,20211300,0,0,0,0,0,0,0,NA
104964,0,9420,2790900,0,0,0,0,0,0,0,334.824737509463
105089,0,12720,3745800,0,0,0,0,0,0,0,374.179868794358
105119,0,76320,83293200,0,0,0,0,0,0,0,NA
105124,0,39720,29902500,0,0,0,0,0,0,0,NA
105137,0,33360,13990500,0,0,0,0,0,0,0,NA
105158,0,30840,14247000,0,0,0,0,0,0,0,NA
105160,0,67027.9385713,45869522.475,0,0,0,0,0,0,0,NA
105161,0,99720,75818700,0,0,0,0,0,0,0,NA
105178,0,22380,9659700,0,0,0,0,0,0,0,NA
105217,0,34500,25077600,0,0,0,0,0,0,0,NA
105226,0,72120,73985400,0,0,0,0,0,0,0,NA
121064,0,48720,33372900,0,0,0,0,0,0,0,NA
121074,0,19020,7333200,0,0,0,0,0,0,0,NA
121089,0,46380,32806800,0,0,0,0,0,0,0,NA
121102,0,31440,11123100,0,0,0,0,0,0,0,NA
121184,0,16500,5720400,0,0,0,0,0,0,0,NA
121186,0,48900,32500800,0,0,0,0,0,0,0,NA
121196,0,55740,33642000,0,0,0,0,0,0,0,NA
125073,0,41760,23632200,0,0,0,0,0,0,0,NA
125069,0,115106.289387,122890500,0,0,0,0,0,0,0,NA
125075,0,66180,60512400,0,0,0,0,0,0,0,NA
125076,0,91800,79494300,0,0,0,0,0,0,0,NA
121174,0,239163.843706,311419350,0,0,0,0,0,0,0,NA
105566,171.06045,47820.8372238,22113042.4575,0,0,0,0,0,0,0,NA
105269,0,28440,13342500,0,0,0,0,0,0,0,NA
105275,0,80040,70734600,0,0,0,0,0,0,0,NA
105276,0,9960,2436300,0,0,0,0,0,0,0,NA
105284,0,107100,58886100,0,0,0,0,0,0,0,NA
105329,0,45000,21274200,0,0,0,0,0,0,0,NA
105336,0,10860,3628800,0,0,0,0,0,0,0,NA
105344,0,74760,43786800,0,0,0,0,0,0,0,NA
105350,0,58140,44068500,0,0,0,0,0,0,0,NA
105355,0,16920,6005700,0,0,0,0,0,0,0,NA
105377,0,66180,52618500,0,0,0,0,0,0,0,NA
105407,0,18300,6156900,0,0,0,0,0,0,0,NA
105426,0,53460,41726700,0,0,0,0,0,0,0,NA
105452,0,80340,51006600,0,0,0,0,0,0,0,NA
105490,0,14820,4524300,0,0,0,0,0,0,0,NA
105517,0,155118.166538,122268600,0,0,0,0,0,0,0,NA
105532,0,6300,1160100,0,0,0,0,0,0,0,NA
105539,0,28620,16882200,0,0,0,0,0,0,0,NA
105540,0,13920,2862900,0,0,0,0,0,0,0,NA
105546,0,22380,9097200,0,0,0,0,0,0,0,NA
105624,0,11100,2745900,0,0,0,0,0,0,0,NA
105630,0,109920,89874000,0,0,0,0,0,0,0,NA
105657,0,28500,16575300,0,0,0,0,0,0,0,NA
105667,0,47340,32372100,0,0,0,0,0,0,0,NA
105695,0,79200,43623000,0,0,0,0,0,0,0,NA
105731,0,14220,4122900,0,0,0,0,0,0,0,NA
105739,0,235560,226144800,0,0,0,0,0,0,0,NA
105798,0,55680,27119700,0,0,0,0,0,0,0,NA
105810,0,47640,24755400,0,0,0,0,0,0,0,NA
105814,0,190260,162945900,0,0,0,0,0,0,0,NA
105879,0,113160,80634600,0,0,0,0,0,0,0,339.729400852081
105881,0,52620,35626500,0,0,0,0,0,0,0,334.259027498184
105901,0,5202.42640687,660150,0,0,0,0,0,0,0,333.839961745758
105903,0,29862.4264069,14989050,0,0,0,0,0,0,0,345.603666528973
105907,0,153120,228144600,0,0,0,0,0,0,0,349.049164123194
125079,0,153780,204071400,0,0,0,0,0,0,0,NA
124051,0,13920,4851900,0,0,0,0,0,0,0,NA
124255,0,49380,22508100,0,0,0,0,0,0,0,NA
124260,0,36558.0441153,26789400,0,0,0,0,0,0,0,NA
124419,0,76680,19073700,0,0,0,0,0,0,0,NA
124804,0,27300,9610200,0,0,0,0,0,0,0,NA
112385,0,10500,2046600,0,0,0,0,0,0,0,NA
112429,0,17100,7254000,0,0,0,0,0,0,0,NA
112607,0,9540,1713600,0,0,0,0,0,0,0,NA
112640,0,6300,1188900,0,0,0,0,0,0,0,NA
112659,0,14940,5426100,0,0,0,0,0,0,0,NA
112701,0,36480,12865500,0,0,0,0,0,0,0,NA
112757,0,8760,1697400,0,0,0,0,0,0,0,NA
112972,51.61607968,172692.255358,165196262.69,0,0,0,0,0,0,0,NA
112717,114.89295966,170700,55540800,0,0,0,0,0,0,0,NA
112776,0,52740,25934400,0,0,0,0,0,0,0,NA
112818,0,46980,29208600,0,0,0,0,0,0,0,NA
112821,0,12840,4166100,0,0,0,0,0,0,0,NA
112872,0,41520,27989100,0,0,0,0,0,0,0,NA
112916,0,148980,188527500,0,0,0,0,0,0,0,NA
112932,0,371880,555987600,0,0,0,0,0,0,0,NA
112943,0,88500,63414000,0,0,0,0,0,0,0,NA
112967,0,15360,4886100,0,0,0,0,0,0,0,NA
112968,0,93480,110564100,0,0,0,0,0,0,0,NA
112978,0,43320,24310800,0,0,0,0,0,0,0,NA
124920,80.129325,100592.132034,72908550,0,0,0,0,0,0,0,NA
124952,104.11335844,85491.4030091,69504710.7895,0,0,0,0,0,0,0,NA
124855,0,56700,27186300,0,0,0,0,0,0,0,NA
124864,0,44520,19391400,0,0,0,0,0,0,0,NA
124868,0,193980,221164200,0,0,0,0,0,0,0,NA
124871,0,126480,80642700,0,0,0,0,0,0,0,NA
124877,0,54180,26532900,0,0,0,0,0,0,0,NA
124894,0,61020,29927700,0,0,0,0,0,0,0,NA
124937,0,31020,17994600,0,0,0,0,0,0,0,NA
124976,0,25380,14731200,0,0,0,0,0,0,0,NA
125096,0,50760,14166000,0,0,0,0,0,0,0,NA
117115,0,4876.15545052,547336.278323,0,0,0,0,0,0,0,NA
104616,0,5220.83722384,911657.5425,0,0,0,0,0,0,0,NA
108803,0,14033.3333486,3598477.82396,0,0,0,0,0,0,0,363.174467833892
110019,0,12697.0820393,3492900,0,0,0,0,0,0,0,384.568408497214
111972,0,5373.00301776,933318.916187,0,0,0,0,0,0,0,NA
124778,0,22791.4030091,10184889.2105,0,0,0,0,0,0,0,NA
110604,0,10538.5651816,2399576.1645,0,0,0,0,0,0,0,NA
125167,0,4260,620100,0,0,0,0,0,0,0,386.188660775283
122834,0,6119.86651397,837902.9775,0,0,0,0,0,0,0,NA
111411,0,10920,1936800,0,0,0,0,0,0,0,415.509485478738
102502,0,19815.8794493,6192029.22627,0,0,0,0,0,0,0,370.216890535302
105163,0,27029.0268151,10602327.525,0,0,0,0,0,0,0,NA
0,0,79860,32988600,87663,0,0,0,0,0,0,310.713215242476
0,93.50255711,21360,376200,87835,0,0,0,0,0,0,188.879692771218
0,147.00862632,97860,1599300,87989,0,0,0,0,0,0,359.429113505057
0,115.82624999,58740,1125000,88011,0,0,0,0,0,0,217.946119067383
0,0,6720,978300,101217,0,0,0,0,0,0,212.890841584964
0,0,32700,14233500,101218,0,0,0,0,0,0,211.044873288083
0,0,19200,7400700,101220,0,0,0,0,0,0,201.671339760351
0,16.9075,6720,1053000,101222,0,0,0,0,0,0,204.614483551286
0,97.35585189,1227600,865899000,101223,0,0,0,0,0,0,NA
0,0,29700,10218600,88702,0,0,0,0,0,0,321.038868514211
0,0,52260,33935400,88933,0,0,0,0,0,0,310.655903702052
0,0,155640,87077700,88950,0,0,0,0,0,0,349.234329596306
0,0,3720,432000,88966,0,0,0,0,0,0,275.96947406133
0,0,8640,2370600,88968,0,0,0,0,0,0,282.854295537973
0,0,31080,17991000,88991,0,0,0,0,0,0,302.504671062643
0,0,115440,81858600,89084,0,0,0,0,0,0,352.574470238013
0,0,209737.082039,200862000,88723,0,0,0,0,0,0,307.107264728074
0,181.5310206,31080,2265300,88203,0,0,0,0,0,0,325.842689547503
0,95.38244959,155381.991559,185015214.397,89366,0,0,0,0,0,0,308.552924286492
0,0,15240,6498900,89118,0,0,0,0,0,0,338.58887869974
0,0,8640,1599300,89283,0,0,0,0,0,0,406.177808015616
0,0,16920,6563700,89286,0,0,0,0,0,0,401.085601848485
0,0,6420,1269000,89296,0,0,0,0,0,0,408.19837449527
0,0,19200,9603000,89306,0,0,0,0,0,0,508.941193456387
0,0,119880,118592100,89362,0,0,0,0,0,0,307.689286735916
0,44.04725421,13440,218700,90308,0,0,0,0,0,0,447.525690023791
0,22.89222245,151500,2527200,90314,0,0,0,0,0,0,445.813697391086
0,0,8460,2415600,90406,0,0,0,0,0,0,510.87144234852
0,0,26640,12316500,90498,0,0,0,0,0,0,462.62631408223
0,0,25980,12489300,90505,0,0,0,0,0,0,420.632268811214
0,0,16440,5810400,90532,0,0,0,0,0,0,418.176781357738
0,0,283080,243054000,90548,0,0,0,0,0,0,419.273979696432
0,0,96407.0148,71751150,90592,0,0,0,0,0,0,423.254512150477
0,0,20040,6115500,90606,0,0,0,0,0,0,417.560015267322
0,0,19320,9536400,90656,0,0,0,0,0,0,435.056766978027
0,57.6280541,18462.4264069,6251850,90660,0,0,0,0,0,0,421.263812957847
0,0,98640,47982600,90674,0,0,0,0,0,0,426.232959405446
0,0,21180,5130000,90702,0,0,0,0,0,0,425.620572922021
0,0,26100,14575500,90711,0,0,0,0,0,0,429.420518244443
0,0,19500,7105500,90717,0,0,0,0,0,0,429.748754906005
0,0,6240,1293300,90775,0,0,0,0,0,0,368.001519953781
0,39.85407746,14464.5883931,6025500,90817,0,0,0,0,0,0,437.423630615416
0,0,35520,16260300,90839,0,0,0,0,0,0,436.864119933585
0,0,5640,967500,90995,0,0,0,0,0,0,412.215610919331
0,0,9240,1638900,91441,0,0,0,0,0,0,467.54555620825
0,0,18660,6708600,91601,0,0,0,0,0,0,310.036971022369
0,0,17460,6427800,92664,0,0,0,0,0,0,334.900165742668
0,0,6180,803700,92923,0,0,0,0,0,0,203.936925138365
0,0,216240,148396500,93551,0,0,0,0,0,0,355.116705947432
0,0,14520,4833000,93671,0,0,0,0,0,0,420.308134565584
0,0,26760,11853000,93678,0,0,0,0,0,0,418.201541601136
0,0,84480,44022600,93684,0,0,0,0,0,0,464.065317068067
0,0,34140,14802300,93714,0,0,0,0,0,0,440.347111034271
0,0,102000,68064300,93717,0,0,0,0,0,0,408.254311307322
0,0,88560,72324900,93722,0,0,0,0,0,0,432.849424927853
0,0,59880,23880600,93729,0,0,0,0,0,0,463.228156888765
0,0,74760,48629700,93762,0,0,0,0,0,0,432.391048297612
0,0,115620,80397000,93786,0,0,0,0,0,0,464.713804317462
0,0,10920,3386700,93821,0,0,0,0,0,0,440.760160123292
0,0,13800,5428800,93843,0,0,0,0,0,0,317.570547210126
0,0,16740,5247900,93844,0,0,0,0,0,0,443.77268123872
0,0,17580,6822000,93899,0,0,0,0,0,0,487.374797537207
0,0,37560,24023700,93907,0,0,0,0,0,0,431.568381813018
0,0,11640,4320900,93970,0,0,0,0,0,0,350.395075398568
0,0,16980,6978600,94002,0,0,0,0,0,0,291.401631642349
0,0,38640,16845300,94005,0,0,0,0,0,0,398.395872262526
0,0,35640,18720000,94063,0,0,0,0,0,0,290.43779015321
0,0,29100,11439000,94082,0,0,0,0,0,0,310.375024610946
0,0,157500,226721700,94115,0,0,0,0,0,0,280.26297657253
0,0,65520,48701700,94121,0,0,0,0,0,0,289.442376379406
0,0,6720,1237500,94178,0,0,0,0,0,0,281.76527903054
0,0,17760,6335100,94190,0,0,0,0,0,0,441.224626673641
0,0,9360,1633500,94237,0,0,0,0,0,0,435.967758708355
0,0,362520,314789400,94262,0,0,0,0,0,0,372.083658444752
0,0,82500,47370600,94267,0,0,0,0,0,0,461.025638395216
0,0,12300,3051000,94281,0,0,0,0,0,0,450.95629602843
0,0,14340,3882600,94290,0,0,0,0,0,0,442.551659164464
0,0,17580,6327900,94302,0,0,0,0,0,0,436.514932388568
0,0,23700,10167300,94369,0,0,0,0,0,0,423.478045310681
0,0,26820,13194900,94390,0,0,0,0,0,0,405.019650297905
0,0,23400,5654700,94407,0,0,0,0,0,0,440.353673376059
0,0,20820,8429400,94487,0,0,0,0,0,0,357.628599399431
0,0,72000,44032500,94496,0,0,0,0,0,0,342.532316538992
0,0,256620,216414900,94586,0,0,0,0,0,0,302.577744987475
0,0,101880,82620900,94614,0,0,0,0,0,0,278.391319462676
0,0,17520,5250600,94697,0,0,0,0,0,0,234.854924808433
0,0,64020,30783600,94707,0,0,0,0,0,0,234.796877900171
0,0,88620,54954000,94719,0,0,0,0,0,0,210.549491757626
0,0,23400,9018900,94734,0,0,0,0,0,0,249.850524573446
0,0,202560,1.89e+08,94773,0,0,0,0,0,0,235.503230898096
0,0,48720,24602400,94780,0,0,0,0,0,0,212.323244216537
0,0,6240,1312200,94808,0,0,0,0,0,0,234.128120244449
0,0,5100,773100,94852,0,0,0,0,0,0,237.190132913823
0,0,20820,8109000,94899,0,0,0,0,0,0,226.695174791546
0,0,10380,1955700,94902,0,0,0,0,0,0,233.751311722188
0,0,13800,3869100,94950,0,0,0,0,0,0,228.733815787919
0,0,34740,8964000,94967,0,0,0,0,0,0,234.8186791983
0,0,37380,14631300,94976,0,0,0,0,0,0,229.561030659426
0,0,27240,8020800,94982,0,0,0,0,0,0,249.59982845642
0,0,149460,247257900,95231,0,0,0,0,0,0,239.191481802986
0,0,18540,9378000,95258,0,0,0,0,0,0,239.001499054483
0,0,70080,39778200,95271,0,0,0,0,0,0,332.062135717558
0,0,18180,5791500,95482,0,0,0,0,0,0,324.801628846685
0,0,7980,1651500,95581,0,0,0,0,0,0,305.666044546018
0,131.41986454,386220,172209600,96135,0,0,0,0,0,0,NA
0,309.15296172,109860,11350800,97449,0,0,0,0,0,0,207.777290493051
0,7.3558519,12420,821700,101223,0,0,0,0,0,0,180.298733981781
0,73.51514531,7800,518400,101225,0,0,0,0,0,0,248.943745560116
0,0,15840,5394600,95774,0,0,0,0,0,0,305.443314291057
0,0,3300,293400,95892,0,0,0,0,0,0,283.951266048876
0,0,2880,224100,96271,0,0,0,0,0,0,209.497759470499
0,0,111240,71494200,96427,0,0,0,0,0,0,395.526451829803
