"OBJECTID","IHDID","lake_name","New_Key","Area_ac","Volume_ac_ft","MeanDepth_ft","MaxDepth_ft"
1127,121858952,"Big Long Lake","67-237",51.23334716,494.92267354,9.66016669,32
1128,121860685,"Kimball Lake","62-115",149.20815986,3176.15790095,21.2867574,47
1129,122382979,"Upper Barnhart Lake","71-96",47.96513139,1063.59394818,22.17431533,65
1130,122382979,"Upper Barnhart Lake","71-97",66.44416602,243.45217551,3.66401131,18
1131,123397245,"Little Trail Lake","27-93",5.55171661,63.38339522,11.41690034,20
1132,129225193,"Bridge Lake","28-132",32.20598568,618.20021243,19.19519615,40
1133,44362012,"Canoe Lake","75-1065",34.2774701,167.30813484,4.88099426,11
1134,44363432,"Sister Lake","2-170",14.44973429,231.51871532,16.02235105,36
1135,92131210,"Middle Eighteenmile Lake","21-497",33.75583064,77.01422227,2.28150873,6
1136,110736637,"Glidden Lake","36-35",30.21703447,423.57544254,14.01777011,31
1137,113471071,"Beaver Lake","4-1",679.35298737,20736.0381099,30.5232162,72
1138,113471395,NA,"68-248",19.2673008,97.75142943,5.07343662,14
1139,117625857,"Sandy Lake","31-767",103.59349486,513.85638208,4.96031515,20
1140,60087740,"Squaw Lake","40-240",66.59440609,347.61302433,5.21985321,9
1141,60088442,"Pickerel Lake","28-11",40.81464296,177.94713349,4.3598846,12
1142,60090486,NA,"51-21",14.55277723,266.16869678,18.28989014,32
1143,83975643,"Five Lakes (South)","69-284",52.14220075,46.29395769,0.8878405,6
1144,123147656,"Elbow Lake","27-1012",26.05454432,184.8811576,7.0959275,15
1145,123393951,"Tepee Lake","36-1936",121.31268045,1094.41107806,9.02140711,38
1146,123395751,"Crane Lake","27-620",67.62063474,645.36302438,9.54387706,20
1147,123396362,"Wolf Lake","27-626",245.42481777,1780.94692466,7.25658856,13
1148,123397809,"Germain Lake","27-211",14.00296776,143.38610997,10.23969436,16
1149,44364252,"Clear Lake","75-421",103.1682265,2333.20768381,22.61556453,52
1150,44364874,"Twilight Lake","75-493",58.64774413,953.29018313,16.25450727,46
1151,44364984,"Green Bass Lake","75-500",38.19606723,695.83788157,18.21752688,44
1152,44365578,"Bell Lake","75-321",4.49657663,33.52046276,7.45466286,12
1153,82815250,"Sauble Lake #1","43-191",71.67489274,1342.46917433,18.72997814,31
1154,110735533,"Helen Lake","52-505",115.1896562,428.94479537,3.72381349,15
1155,110735627,"Chief Lake","52-617",233.22893167,4435.15907821,19.01633321,53
1156,110735809,"Bed Spring Lake","52-660",5.44743813,54.41445829,9.98899977,16
1157,113235787,"Sixteenmile Lake","2-234",463.77874679,3499.40584045,7.54542088,12
1158,118045603,"Cookson Lake","75-57",16.89088835,38.93355325,2.30500329,4
1159,83977601,"Rat Lake","65-197",9.70753491,172.67514017,17.78774341,41
1160,83977097,"Wagner Lake","68-12",25.28110447,200.05046275,7.91304284,25
1161,83975749,"Big Bear Lake","69-1",348.68027247,5414.32514846,15.52805127,36
1162,83976017,"Moon Lake","68-154",29.85428377,171.33199887,5.73894186,16
1163,83976079,"Pickerel Lake","20-79",12.74544847,115.89131193,9.09276062,35
1164,121859009,"Shingle Lake","18-124",32.77679911,446.85981197,13.63341827,36
1165,121860894,"Hess Lake","62-28",756.7856826,4747.92962598,6.27381006,27
1166,123397905,"Dutch Lake","27-325",22.30175489,289.00531126,12.95885964,62
1167,129225119,"Fuller Lake","10-97",10.76835831,89.76794877,8.3362706,23
1168,129226206,"Crystal Lake","10-42",1566.28264964,110818.46616,70.75253383,176
1169,145333194,"Winans Lake","47-89",148.31092022,2899.89890302,19.55283467,54
1170,145334075,"Crooked Lake","81-147",110.39161101,568.35658593,5.14854871,20
1171,145331059,"Round Lake","63-837",47.78499156,199.59776569,4.17699699,14
1172,145333036,"Maltby Lake","47-126",37.83035127,945.28952864,24.98759586,62
1173,145332908,"Appleton Lake","47-66",57.10976024,1054.01157214,18.45589209,38
1174,145333563,"Fish Lake","47-148",38.72437854,989.62171671,25.55552223,44
1175,145333746,"Gosling Lake","47-50",14.17371758,140.83116387,9.93607803,23
1176,145331081,"Bogie Lake","63-829",73.63517973,637.59254856,8.65880345,34
1177,145334022,"Long Lake","81-58",47.49414853,417.9624438,8.80029344,30
1178,145333775,"Williamsville Lake","47-22",74.92581114,1011.55034247,13.50069258,24
1179,145332304,"Woodland Lake","47-343",66.24796435,111.91748674,1.68937246,5
1180,145332254,"School Lake","47-341",81.80942575,750.46830997,9.17337218,35
1181,145334300,"Belleville Lake","82-157",260.95020178,519.12738697,1.98937339,11
1182,145332627,"Kent Lake","63-2",281.60697614,349.72046257,1.24187429,6
1183,145331332,"Green Lake","63-340",175.20092783,3787.63363463,21.61879895,76
1184,145333998,"Gorman Lake","81-55",45.0727629,239.84900839,5.32137355,31
1185,145333903,"Horseshoe Lake","81-125",86.11919071,1289.72996697,14.97610412,33
1186,145333832,"McIntyre Lake","47-24",12.22282059,94.42959179,7.72567928,23
1187,145331021,"No Name","63-673",97.88239529,1884.5968831,19.25368579,41
1188,145333899,"Pickerel Lake","81-83",19.15486786,629.67801029,32.87300205,55
1189,145333884,"Little Portage Lake","81-72",95.4496428,1372.93566168,14.38387427,42
1190,145332244,"Wolverine Lake","63-299",239.93388909,1808.76889021,7.53861365,57
1191,145333996,"West Lake","81-97",162.61189707,530.10590841,3.25994542,5
1192,145333892,"Independence Lake","81-110",185.47655801,1743.05479704,9.39770942,31
1193,145333723,"Zukey Lake","47-101",49.21128382,70.17953452,1.42608624,6
1194,145333723,"Zukey Lake","47-97",144.78299669,1409.41471717,9.73467016,42
1195,145333779,"Tamarack Lake","47-106",16.07346375,267.5519927,16.64557166,34
1196,145330836,"Alderman Lake","63-588",17.47677521,238.07219714,13.622204,26
1197,145333509,"Frog Lake","47-133",28.86289698,132.38324865,4.58662375,10
1198,145333663,"Tioga Lake","47-105",41.22088421,265.6139452,6.44367413,20
1199,145332409,"East Crooked Lake","47-285",236.04247354,3102.89362639,13.14548852,40
1200,145332154,NA,"47-535",23.27436167,32.3537547,1.39010277,5
1201,145333045,"Sheets Lake","47-2",39.18918376,245.36687156,6.26108655,20
1202,145332346,"Loon Lake","63-318",77.24538935,1550.6202457,20.0739521,58
1203,145332773,"Fonda Lake","47-121",84.03535102,1093.40214679,13.01121651,37
1204,145334066,"Frain Lake","81-213",17.89314778,197.17662717,11.01967243,27
1205,145332786,"Briggs Lake","47-118",72.81602539,601.48390403,8.2603232,26
1206,145333840,"Silver Lake","81-73",63.74453973,107.09263062,1.6800283,6
1207,145333603,"Bass Lake","47-98",163.95491481,3953.73824271,24.11478941,73
1208,145330558,"Upper Pettibone Lake","63-564",44.04752267,965.21833055,21.91311275,50
1209,145331129,"Long Lake","63-231",171.96137628,971.06051953,5.64696876,12
1210,145333944,"Snyder Lake","81-36",15.19945201,208.77167654,13.73547391,29
1211,145331204,"Union Lake","63-232",468.27260525,13490.1403217,28.80830561,111
1212,145333882,"Blind Lake","81-5",69.57795647,1861.79078613,26.75834245,81
1213,145333656,"Cordley Lake","47-103",43.62027746,556.02256792,12.74688288,32
1214,145331727,"Clark Lake","47-267",26.63845433,289.59169234,10.87118977,41
1215,145334240,"Barton Pond","81-179",307.6222307,3528.89354338,11.47151666,30
1216,145333507,"Ten Mile Lake","47-138",40.05009891,1134.21481291,28.31990042,53
1217,145334231,"Cavanaugh Lake","81-152",110.43608998,279.50744527,2.53094297,5
1218,145333897,"Losee Lake","81-86",11.81781487,210.87194873,17.84356508,35
1219,145330572,"Pontiac Lake","63-731",595.43599982,2226.21562508,3.73879918,34
1220,145332899,"Murray Lake","47-59",23.9279554,162.98638527,6.81154668,30
1221,145333890,"Ellsworth Lake","81-8",34.58882288,388.66068766,11.2365977,24
1222,145333875,"Joslin Lake","81-7",189.83697957,915.68000275,4.82350702,20
1223,145334063,"Walsh Lake","81-65",8.81746133,99.4649817,11.28045568,22
1224,145330487,"White Lake","63-575",571.53670864,6355.66000257,11.1203006,32
1225,145334239,"Doyle Lake","81-159",16.49724948,123.18055003,7.46673257,11
1226,145333926,"North Lake","81-27.1",225.08211434,2623.09936207,11.65396624,57
1227,145334061,"Murray Lake","81-212",18.06192075,292.06620563,16.17027389,40
1228,145330311,"Big Lake","63-1144",213.84351449,724.57623744,3.38834797,13
1229,145333091,"Ore Lake","47-81",216.42724836,6372.27129118,29.44301764,85
1230,145333609,"Sandy Bottom Lake","47-147",57.72925343,1574.49816226,27.27383551,44
1231,145333066,"Lowe Lake","33-1",82.46079553,503.63696837,6.10759289,14
1232,145331735,"Reed Lake","63-266",20.02220774,282.41958219,14.10531675,47
1233,145331001,"Pickerel Lake","63-671",8.53230172,103.15846584,12.09034435,25
1234,145333043,"Long Lake, Little","47-77",6.90115909,54.12250328,7.84252363,17
1235,145333924,"Sullivan Lake","81-19",20.49837981,245.93212512,11.99763724,22
1236,145333861,"Bruin Lake","81-6",128.98134886,1801.21895594,13.96495673,48
1237,145333845,"Halfmoon Lake","47-51",62.05878682,75.93881965,1.22365943,6
1238,145333845,"Halfmoon Lake","81-2",5.02439372,92.92879726,18.49552452,35
1239,145331157,"Clark Lake","63-238",33.03181187,488.19708282,14.77960352,38
1240,145331665,"Middle Straits Lake","63-263",178.81434982,2117.60292571,11.84246638,55
1241,145333772,"Gallagher Lake","47-102",14.27008867,22.25764658,1.55974129,6
1242,145333772,"Gallagher Lake","47-108",67.43061071,1514.12512835,22.45456644,51
1243,145334235,"Little Cedar Lake","81-157",66.14689825,723.22098797,10.9335586,27
1244,145334235,"Little Cedar Lake","81-158",9.25063706,75.16550336,8.12544075,18
1245,145333605,"Mill Pond","47-47",30.0163849,174.48259249,5.81291162,12
1246,145333241,"Jones Lake","33-6",25.2502163,358.83284417,14.21108001,26
1247,145331670,"North Commerce Lake","63-256-N",156.30057852,4609.187491,29.4892542,72
1248,145333805,"Hi-Land Lake","47-54",116.00609238,564.28638964,4.86428237,12
1249,145330893,"Waterbury Lake","63-644",33.2260367,28.61739778,0.86129435,5
1250,145333963,"Island Lake","81-52",80.74711971,490.69865415,6.07698028,19
1251,145331740,"Upper Straits Lake","63-359",341.93380134,7386.93503791,21.60340688,96
1252,145332923,"Reed Lake","47-64",19.45188852,32.66028893,1.67902921,7
1253,145334309,"Pleasant Lake","81-248",72.52147577,147.71539625,2.03685039,5
1254,145330503,"Duck Lake","63-569",139.1450403,229.89029086,1.65216303,5
1255,145333852,"Fink Lake","33-18",30.80440396,201.80886465,6.55129912,17
1256,145333928,"Wild Goose Lake","81-27",45.81852694,120.14770213,2.62225152,18
1257,145331244,"Moore Lake","63-149",89.57570078,339.83464113,3.79382621,36
1258,145332956,"Bishop Lake","47-68",109.44025529,793.26844467,7.24841552,54
1259,145334073,"Mill Lake","81-144",92.22689442,196.11506245,2.12644114,5
1260,145330901,"Haven Hill Lake","63-768",68.28213585,131.54704403,1.9265221,12
1261,145330550,"Grass Lake","63-728",112.73886503,448.95217679,3.98223077,31
1262,145333004,"Deidrich Lake","47-78",5.95795785,20.45773098,3.43368172,7
1263,145331645,"Hubbell Pond","63-184",66.01370845,508.90018944,7.70900774,17
1264,145333598,"Inchwagh Lake","47-143",111.60588686,424.73078375,3.80563065,23
1265,145333941,"South Lake","81-18",206.92654065,3717.17042313,17.96371993,86
1266,145331027,"Mandon Lake","63-834",27.64021955,105.32693911,3.81064047,14
1267,145331103,"Sugden Lake","63-833",68.63228418,1134.7883445,16.53432285,46
1268,145333612,"Limekiln Lake","47-145",27.45810288,656.6414082,23.91430358,35
1269,145333260,"Gut Lake","47-88",33.39060888,195.16939015,5.84503837,24
1270,145332491,"Clifford Lake","47-306",52.53880489,643.70025227,12.25190131,32
1271,145333972,NA,"81-47",16.82837069,63.65162811,3.78239993,12
1272,145331039,"Teeple Lake","63-813",45.83014089,365.3500015,7.97182802,27
1273,145330973,"Cedar Island Lake","63-789",141.36182268,4022.84385724,28.45778146,72
1274,145331651,"Bass Lake","63-277",35.81446557,555.26902006,15.50404316,54
1275,145334041,"Fourmile Lake","81-102",250.57622366,945.55146034,3.7735083,18
1276,145333488,"Oneida Lake","47-96",44.55631265,726.03205879,16.29470698,33
1277,145334286,"Ford Lake","81-266",978.50518691,14674.9661469,14.99733097,32
1278,145331071,"Cooley Lake","63-236",85.08925548,825.96456388,9.70703715,55
1279,145331777,"South Commerce Lake","63-256-S",317.57415284,6452.41263205,20.3178142,66
1280,145332796,"Island Lake","47-120",143.38833392,1457.326968,10.16349746,32
1281,145333935,"Eagle Lake","81-33",7.96074697,86.76858365,10.89955302,22
1282,145333034,"Spring Mill Pond","47-531",7.81841427,145.78253796,18.6460493,36
1283,145333993,"Green Lake","81-46",87.62826327,302.69655558,3.45432563,11
1284,145333918,"Parks Lake","81-109",38.04360321,293.21438078,7.70732412,17
1285,145333791,"Woodburn Lake","47-19",159.18676937,3503.20805095,22.00690462,59
1286,145333791,"Woodburn Lake","47-21",65.31267048,714.22832893,10.93552482,24
1287,145333952,"Twamley Lake","81-28",9.38382686,69.64677532,7.42200132,17
1288,145333254,"Green Oak Lake","47-135",151.54824782,2023.82742186,13.35434392,41
1289,145331619,"Lower Straits Lake","63-258",173.52654176,238.23120945,1.37288052,5
1290,145333719,"Whitmore Lake","47-153",559.34996544,7681.86321806,13.73355447,69
1291,145332994,"Dibrova Lake","47-528",21.74107278,310.04225726,14.26066967,33
1292,145330879,"Oxbow Lake","63-774",267.32873299,6898.35630083,25.80476937,72
1293,145333141,"Duck Lake","47-39",12.23764691,81.65498488,6.67244164,13
1294,146646262,"Stony Lake","63-1539",62.88980222,1604.61240089,25.51466763,73
1295,146646474,"Lake Orion","63-1221",463.88945,8186.28005101,17.64704942,80
1296,146646595,"Walters Lake","63-1177",72.37172991,348.1672817,4.81081884,17
1297,146646757,"Parke Lake","63-1186",21.17618988,557.51706127,26.32754355,51
1298,146646317,"Lakeville Lake","63-1650",454.44681205,4734.5916188,10.41836249,65
1299,146646425,"Seymour Lake","63-1509",68.14276841,460.80285668,6.76231488,21
1300,146646513,"Hart Lake","63-1287",4.87143549,38.29120281,7.86035305,17
1301,146647133,"Crescent Lake","63-918",87.07202906,1241.96326121,14.26363064,40
1302,146646685,"Bridge Lake","63-1101",20.93699187,239.87297761,11.45689787,30
1303,146646981,"Huntoon Lake","63-859",37.98553345,252.22070997,6.63991491,15
1304,146646555,"Crooked Lake","63-1168",64.32696711,1483.34246967,23.05941872,64
1305,146646575,"Square Lake","63-1246",62.01307232,354.01503055,5.7087162,22
1306,146646492,"Shoe Lake","63-1281",5.19366091,65.48712688,12.60904939,21
1307,146646383,"Cedar Lake","63-1580-GRP",59.80765679,1077.06156212,18.00875707,51
1308,146646383,"Cedar Lake","63-1581",103.20380968,1880.29811433,18.2192704,55
1309,146647235,"Pine Lake","63-347",378.79500531,8236.37510723,21.7436212,90
1310,146647009,"Silver Lake","63-871",97.91278925,3273.55683455,33.43339373,75
1311,146647224,"Cass Lake","63-1337",1282.48113061,33062.0490412,25.77975477,123
1312,146647158,"Elizabeth Lake","63-925",361.59474102,10600.4007858,29.31569402,72
1313,146646592,"Elkhorn Lake","63-1247",44.07470426,251.80112503,5.71305308,32
1314,146646924,"Eagle Lake","63-849",22.03018607,146.86053518,6.66633204,20
1315,146646477,"Graham Lakes","63-1280",21.16679987,390.43008575,18.44539978,52
1316,146647136,"Pleasant Lake","63-915",89.50206338,1029.42693419,11.50171175,52
1317,146646812,"Middle Lake","63-1205",24.04582467,611.102481,25.41407872,39
1318,146646951,"Maceday Lake","63-854",418.20831365,10562.117861,25.2556382,117
1319,146646951,"Maceday Lake","63-856",418.20831365,10562.117861,25.2556382,117
1320,146646749,"Stony Creek Lake","50-175",482.79745958,3696.010048,7.65540492,23
1321,146647017,"Williams Lake","63-857",166.75412457,2248.32883856,13.48289792,45
1322,146647040,"Galloway Lake","63-953",32.3675926,679.55227786,20.99483537,45
1323,146646515,"Chamberlain Lake","63-1775",10.07349798,127.05985741,12.61328068,24
1324,146647236,"Orchard Lake","63-344",809.86021196,18460.0769591,22.79415223,111
1325,146646881,"Townsend Lake","63-1213",23.96106752,550.80221963,22.98738231,53
1326,146647176,"Otter Lake","63-934",343.37664967,526.38141255,1.53295634,6
1327,146646404,"Cusick Lake","50-153",40.07826893,733.27718858,18.29612926,62
1328,146646999,"Loon Lake","63-865",232.23309698,4916.58955081,21.17092531,73
1329,146646702,"Mill Lake","63-1259",28.14184347,520.71330931,18.50316984,34
1330,146646633,"Stony Creek Lake","50-227",494.51964466,3798.29536697,7.68077751,22
1331,146646788,"Deer Lake","63-1184",126.12357512,4053.77169034,32.14126849,63
1332,146646643,"Lake Sixteen","63-1257",104.43958369,832.4310646,7.9704556,31
1333,146646930,"Lake Oakland","63-846",269.17708125,3147.32922806,11.6924116,65
1334,146646930,"Lake Oakland","63-848",123.85984272,1810.73980274,14.61926451,55
1335,146647031,"Watkins Lake","63-877",91.80385001,187.74708581,2.04508946,5
1336,146647118,"Geneva Lake","63-921",19.28163292,334.92366878,17.37008843,36
1337,146646958,"Mohawk Lake","63-843",23.39766726,267.45759845,11.43095145,33
1338,146646958,"Mohawk Lake","63-868",28.0145842,218.19812907,7.78873345,24
1339,146647005,"Upper Silver Lake","63-872",34.6723445,395.13904945,11.39637527,30
1340,146647005,"Upper Silver Lake","63-943",8.54169172,91.10145296,10.66550467,22
1341,146646465,"Long Lake","63-1220",108.24797183,2419.00600817,22.34689452,59
1342,146646659,"Cranberry Lake","63-1179",23.193064,224.62583426,9.68504352,25
1343,146647024,"Scott Lake","63-876",10.988035,124.83232595,11.36075067,32
1344,146646861,"Greens Lake","63-1203",119.39637822,2373.20527282,19.87669399,55
1345,146646969,"Schoolhouse Lake","63-869",38.42216866,638.84191336,16.6269093,49
1346,146646445,NA,"63-1708",28.89872726,156.71929859,5.42305193,15
1347,147104465,NA,"44-58",21.31259205,127.70517312,5.9920057,27
1348,147104498,"Big Fish Lake","44-81",100.47428363,1655.01831568,16.47205888,66
1349,147104617,"Copneconic Lake","25-31",122.45554284,2543.57281939,20.77139801,48
1350,147104089,"Long Lake","44-271",206.44344963,1037.51209871,5.02564795,27
1351,147104169,"McDowell Lake","44-251",9.73669335,89.92201897,9.23537548,16
1352,147104900,"Seven Lakes","63-1691",160.63011191,1594.35369742,9.92562153,53
1353,147104525,"Davison Lake","44-79",54.29720679,1387.08738687,25.54620153,66
1354,147104729,"Phipps Lake","63-1393",55.91055782,396.35036003,7.08900743,29
1355,147104099,"West Lake","44-237",29.33931615,379.06929228,12.92018159,28
1356,147104132,"Skinner Lake","44-244",66.84744201,1147.04489497,17.15914417,50
1357,147104898,"Willdwood Lake","63-1433",51.71693239,327.50494746,6.3326445,17
1358,147104823,"Bald Eagle Lake","63-1481",126.24959887,857.47124133,6.791873,26
1359,147104903,"Dickinson Lake","63-1366",42.64569384,1302.94602764,30.55281578,68
1360,147104158,"Davis Lake","44-248",72.40212388,1047.77339679,14.47158371,33
1361,147104742,"Tamarack Lake","63-1406",19.02513753,40.9448675,2.15214568,6
1362,147104121,NA,"44-236",10.88326232,172.36477581,15.83760189,27
1363,147104481,"Mud Lake","44-60",6.90461857,56.02793288,8.11455873,25
1364,147103910,"Mud Lake","44-317",10.0880772,200.86319235,19.91094917,50
1365,147104801,"Holdridge Lakes (East)","63-1768",3.92428056,62.43154529,15.90904225,32
1366,147104134,"Pero Lake","44-241",59.46492163,1106.18651436,18.60233704,31
1367,147103948,"Dipper Lake","44-321",8.9447206,153.3610129,17.1454224,40
1368,147104474,"Shinanguag Lake","25-99",221.94214626,1293.67500439,5.82888391,35
1369,147103912,"Otter Lake","44-316",69.16281943,1684.94314803,24.36197891,117
1370,147104837,"Stewart Lake","63-1422",30.60078912,355.01494247,11.60149632,32
1371,147104852,"Lake Louise","63-1480",102.86675793,685.89028379,6.66775446,35
1372,147104027,"Duperow Lake","44-281",5.01055582,101.93455288,20.34396114,38
1373,147104108,"Ford Lake","44-233",7.22338451,48.84606207,6.76221264,14
1374,147104781,"Little Lake","63-1332",7.16284369,81.83277721,11.42462138,21
1375,147103909,"Powder Horn Lake","79-11",12.5218181,234.84796612,18.75510124,47
1376,147104318,"Misch Lake","44-199",48.3513571,181.61491866,3.75614935,29
1377,147104249,"Nepessing Lake","44-159",419.49326164,3965.95921001,9.45416666,23
1378,147104753,"Gravel Lake","63-1327",40.54702783,403.75882647,9.95779094,44
1379,147104870,"Crotched Lake","63-1348",33.67848665,852.02775688,25.29887301,51
1380,147103954,"Millers Lake","44-320",67.50919022,1005.07099226,14.88791362,44
1381,147104885,"Heron Lake","63-1692",116.97845206,1072.53854522,9.16868471,41
1382,147104854,"Spring Lake","63-1352",43.01091559,360.75223522,8.3874577,23
1383,147104671,"Hartwig Lake","63-1392",4.84845469,36.94509624,7.6199735,21
1384,147104798,"Narrin Lake","63-1402",27.57869031,646.00426285,23.42403702,58
1385,147104185,"Spear Lake","44-252",23.64254869,328.46952332,13.89315203,33
1386,147104376,"Lake Minnawanna","44-25",60.11925668,428.41426012,7.1260738,23
1387,147104071,"Fish Lake","44-263",18.58207758,116.5325504,6.27123366,18
1388,147104907,"Valley Lake","63-1436",37.11349856,318.36353098,8.57810617,46
1389,147103892,"North Lake","44-313",54.35354681,571.06535513,10.50649661,46
1390,147104747,"Strawberry Lake","63-1328",35.58984678,210.9166748,5.9263159,24
1391,147104035,"Cedar Lake","44-283",13.88929928,90.19371134,6.49375534,17
1392,148710043,"Hopkins Lake","76-93",11.35449228,134.92398618,11.88287269,24
1393,148710132,"Lake Fenton","25-35",869.52652447,18332.0090353,21.08274851,92
1394,148710198,"Byram Lake","25-54",132.36348022,2008.58052562,15.17473341,50
1395,148710201,"Bush Lake","63-1359",110.11510009,1218.01973816,11.06133253,46
1396,148710202,"Bevins Lake","63-1362",35.39586905,562.28878974,15.88571788,47
1397,148710204,"Myers Lake","25-16",34.77316349,454.64326083,13.07454414,29
1398,148710217,"Pine Lake","25-52",133.29976251,954.43601078,7.16007285,25
1399,148710219,"Simonson Lake","63-1375",8.38033191,155.44633521,18.54894734,40
1400,148710267,"Rattalee Lake","63-1014",48.58388326,1337.30961396,27.52578683,46
1401,148710279,"Ryan Lake","47-480",68.18971844,952.52255026,13.96871218,36
1402,148710305,"Lobdell Lake","25-11",553.378911,4393.38653123,7.93920123,70
1403,148710305,"Lobdell Lake","47-471",20.20481862,146.28564451,7.24013649,24
1404,148710305,"Lobdell Lake","47-472",142.66036146,3506.23583319,24.5775056,61
1405,148710308,"Hoisington Lake","47-469",123.48720781,2659.4354671,21.53612114,61
1406,148710318,"Clough Lake","47-509",7.99262356,36.3369699,4.54631319,16
1407,148710382,"Louise Lake","47-491",63.22117053,1594.21235315,25.21643209,42
1408,148710390,NA,"47-485",35.26366767,620.30233791,17.59040902,36
1409,148710421,"Tipsico Lake","63-1047",293.6125911,3084.20677613,10.50434099,27
1410,148710439,NA,"63-1064",13.89251165,411.94678684,29.65243414,61
1411,148710463,"Tyrone Lake","47-409",96.24235687,540.44652731,5.61547478,22
1412,148710471,NA,"47-466",32.5511919,46.36710088,1.42443635,6
1413,148710512,"Neff Lake","47-388",32.25120597,441.12536094,13.67779429,26
1414,148710561,"Thompson Lake","47-379",261.94183568,2649.03158923,10.1130527,53
1415,148710583,"Lake Chemung","47-252",325.70540252,9430.54645793,28.95422178,71
1416,148710602,"Coon Lake","47-204",101.02903521,1308.69011579,12.95360401,45
1417,148710603,"Pardee Lake","47-208",78.26049826,444.63265117,5.68144416,19
1418,149285986,"Walled Lake","63-16",652.16002856,8062.10168945,12.36215244,53
1419,149285691,"Sodon Lake","63-446",6.54483313,158.81116919,24.2651212,58
1420,149285623,"Square Lake","63-405",90.7106558,2717.7555495,29.96070887,67
1421,149285862,"Meadow Lake","63-1690",18.08366603,86.13500545,4.76313848,23
1422,149285694,"Cranbrook Lake","63-461",9.97959794,45.95789437,4.60518497,9
1423,149285652,"Orange Lake","63-416",37.28869627,103.9903461,2.78879008,11
1424,149285730,"Gilbert Lake","63-456",57.35513588,244.08229423,4.255631,16
1425,149759187,"Dodge Lake","18-182",24.80789767,291.66342385,11.7568779,50
1426,149759370,"No Name","26-3",186.31721052,2830.48823689,15.19177015,43
1427,149759074,"Perch Lake","26-52",7.15370079,32.99079237,4.61170984,8
1428,149759185,"Sutherland Lake","18-214",49.53573319,232.79748567,4.69958696,10
1429,149759155,"Arnold Lake","18-197",115.9791579,2652.36504082,22.86932488,84
1430,149759256,"Beebe Lake","18-103",45.93960857,607.44445649,13.22267375,32
1431,149759103,"Blue Lake","26-37",18.41626987,489.5898923,26.58463933,49
1432,149759263,"Bertha Lake","18-134",46.72738053,223.09501642,4.77439595,17
1433,149759352,"Mill Pond","18-49",26.48846137,94.03805331,3.55015159,9
1434,149759063,"Chatman Lake","65-27",61.72173508,813.2165208,13.17552917,31
1435,149759054,"Frost Lake","65-21",56.70895531,1910.73186022,33.69365297,60
1436,149759017,"Tee Lake","65-10",33.48129656,647.92439521,19.35183108,63
1437,149759161,"Cranberry Lake","18-196",94.82001829,780.01371201,8.22625566,20
1438,149759227,"Wiggins Lake","26-4",331.22796069,2033.26462349,6.13856578,26
1439,149759182,"Little Long Lake","18-215",55.02592056,1331.74282393,24.20209986,61
1440,149759033,"Mud Lake","65-18",17.97963466,225.38593041,12.53562348,30
1441,149759093,"Streaked Lake","26-35",10.12786116,171.84993175,16.96803787,25
1442,149759277,"Perch Lake","18-140",21.01137059,66.82199015,3.18027755,8
1443,149759180,"Budd Lake","18-206",162.42879198,2294.16021498,14.12409824,36
1444,149759072,"Lake Four","26-53",38.56820794,620.13986612,16.0790428,41
1445,149759075,"Indian Lake","26-58",48.99852609,244.39587096,4.98782087,15
1446,149759354,"Bluff Lake","18-72",47.63425728,389.24620386,8.17156026,16
1447,149759357,NA,"18-12",64.22244154,327.78763602,5.1039423,10
1448,149759361,"Deadman Lake","18-50",12.86109379,128.6918649,10.00629239,28
1449,149759089,"Trout Lake","26-32",28.38697201,144.03006659,5.07380874,18
1450,149759175,"Pratt Lake","26-20",187.9740521,2073.37155664,11.03009449,28
1451,149759287,"Loon Lake","18-4",62.44056463,597.17018539,9.56381783,51
1452,149759019,"Lake George","65-8",90.96468013,2595.32397588,28.53111749,48
1453,149759165,"Peach Lake","26-17",10.82865203,87.48098846,8.07865912,17
1454,149759145,"Round Lake","26-51",25.05228489,288.05383199,11.49810619,31
1455,149759306,"Five Lakes","18-6",115.60825272,1128.11983512,9.75812547,66
1456,149759299,"Gut Lake","18-5",41.23645185,126.85525416,3.07628927,10
1457,149759073,"Elk Lake","26-57",72.7339864,855.00685936,11.75525915,47
1458,149759084,"Cedar Lake","26-62",7.72402001,105.37364203,13.64233156,33
1459,149759179,"Townline Lake","18-188",32.22723675,1298.82653383,40.30213773,64
1460,149759080,"Hoister Lake","26-33",26.28534074,120.79215296,4.59541895,28
1461,149759325,"Lake Thirteen","18-41",94.31394647,435.57747447,4.6183782,32
1462,149759448,"Sanford Lake","56-14",1208.60551734,13313.7366084,11.01578341,21
1463,149759081,"Dollar Lake","26-60",6.66393793,38.5066787,5.77836695,12
1464,149759111,"Grass Lake","26-42",21.80210781,59.61787986,2.73450074,7
1465,150436658,"Grass Lake","18-83",8.51821671,67.06786001,7.87346252,26
1466,150436626,"Big Mud Lake","18-57",237.51818688,583.43903355,2.4563973,4
1467,149729819,NA,"79-80",12.09185474,134.03366549,11.08462419,22
1468,150436762,"Pretty Lake","54-118",112.66918131,1294.5020661,11.48940687,22
1469,149729752,"Cat Lake","79-36",63.26910898,983.07255923,15.53795486,25
1470,150436780,"Hannah Lake","54-99",25.61543805,535.55594115,20.90754568,50
1471,150436758,NA,"54-90",1686.13493729,11526.9901205,6.83633905,47
