"Water_Body_Key","Water_Body_Name","FMU_Code","survey_number","Year","Survey_Purpose","new_key","Located_Town","Located_Range","Located_Section","primary_county_name","FirstOfSurvey_Begin_Timestamp","LastOfEnding_Effort_Timestamp","LONG_DD","LAT_DD","IHDLKID"
"28N08W0601","Torch Lake","MI-MCM",11733,2018,"Status & Trends","5-51","28N","08W",6,"Antrim","6/4/18","6/25/18",-85.30843,44.98332,155417478
"30N07W1801","Intermediate Lake","MI-MCM",7588,2008,"Status & Trends","5-75","30N","07W",18,"Antrim","6/16/08","8/26/08",-85.22065,45.0236,155417412
"32N07W1901","Sixmile Lake","MI-MCM",3494,2003,"Status & Trends","5-89","32N","07W",19,"Charlevoix","5/6/03","8/13/03",-85.20121,45.11249,155417371
"31N08W1401","Hanley Lake","MI-MCM",5202,2005,"Status & Trends","5-97","31N","08W",14,"Antrim","6/20/05","8/15/05",-85.26287,45.08388,155417384
"04N12E","Stony Creek Lake","MI-MER",8898,2011,"Status & Trends","50-175","04N","12E",31,"Macomb","5/31/11","6/8/11",-83.08994,42.71891,146646749
"11061","Hodenpyl Dam Pond","MI-MCM",8855,2011,"Status & Trends","51-126","23N","12W",30,"Wexford","5/31/11","6/3/11",-85.81978,44.36245,60089640
"24N15W3301","Bear Lake","MI-MCM",7928,2009,"Status & Trends","51-132","24N","15W",33,"Manistee","6/9/09","7/16/09",-86.15287,44.43332,60089362
"23N16W3301","Portage Lake","MI-MCM",7927,2009,"Status & Trends","51-142","23N","16W",33,"Manistee","5/18/09","10/31/08",-86.24037,44.35999,111111113
"47N29W0501","Fish Lake","MI-MNM",8267,2009,"Status & Trends","52-1152","47N","29W",5,"Marquette","6/8/09","6/18/09",-87.9626,46.49749,152512217
"47N30W0901","Lake Michigamme","MI-MNM",3963,2002,"Status & Trends","52-1185","47N","30W",9,"Marquette","6/10/02","9/4/02",-88.07377,46.48486,110734859
"47N30W0901","Lake Michigamme","MI-MNM",11454,2017,"Status & Trends","52-1185","47N","30W",9,"Marquette","6/5/17","6/9/17",-88.07377,46.48486,110734859
"48N25W1001","Tourist Park Basin","MI-MWS",11457,2017,"Status & Trends","52-1246","48N","25W",10,"Marquette","6/5/17","6/8/17",-87.41797,46.56933,105233665
"48N26W0901","Sundstrom (Hoist) Lake","MI-MWS",3792,2002,"Status & Trends","52-1263","48N","26W",9,"Marquette","6/11/02","9/4/02",-87.57093,46.56471,105233689
"48N26W1401","McClure Basin","MI-MWS",12242,2019,"Status & Trends","52-1268","48N","26W",14,"Marquette","6/16/19","6/20/19",-87.52072,46.55252,105233685
"48N27W3101","Teal Lake","MI-MWS",10628,2015,"Status & Trends","52-1288","48N","27W",31,"Marquette","6/1/15","6/4/15",-87.62815,46.51304,105233829
"48N29W0201","Wolf Lake","MI-MNM",6693,2006,"Status & Trends","52-1356","48N","29W",2,"Marquette","7/11/06","8/23/06",-87.89399,46.59165,152512179
"48N29W0501","Clear Lake","MI-MNM",6665,2006,"Status & Trends","52-1360","48N","29W",5,"Marquette","7/18/06","7/20/06",-87.95761,46.5858,152512180
"46N24W3202","Sporley Lake","MI-MES",8246,2009,"Status & Trends","52-139","46N","24W",32,"Marquette","7/13/09","7/16/09",-87.33871,46.33304,109946536
"11250","Lake Arfelin","MI-MNM",3980,2002,"Status & Trends","52-1585","49N","30W",21,"Marquette","6/24/02","9/11/02",-88.0601,46.62971,110734343
"45N24W1901","Little Lake","MI-MNM",8877,2011,"Status & Trends","52-182","45N","24W",19,"Marquette","6/6/11","6/21/11",-87.34815,46.27693,152512528
"45N25W3601","Bass Lake (East)","MI-MNM",7224,2007,"Status & Trends","52-196","45N","25W",36,"Marquette","6/4/07","8/21/07",-87.37093,46.25888,152512555
"45N25W2701","Johnson Lake","MI-MNM",7971,2008,"Status & Trends","52-255","45N","25W",27,"Marquette","6/23/08","8/27/08",-87.42149,46.26582,152512548
"45N26W3601","Little Shag Lake","MI-MNM",7206,2007,"Status & Trends","52-259","45N","26W",36,"Marquette","6/18/07","8/1/07",-87.49482,46.25832,152512556
"45N26W2901","Bass Lake (West)","MI-MNM",5293,2003,"Status & Trends","52-305","45N","26W",29,"Marquette","6/3/03","8/14/03",-87.59204,46.26332,152512549
"45N30W2401","Witch Lake","MI-MNM",9996,2013,"Status & Trends","52-666","45N","30W",24,"Marquette","6/17/13","10/8/13",-88.00871,46.27832,110735793
"46N24W3201","Big Trout Lake","MI-MES",7693,2008,"Status & Trends","52-710","46N","24W",32,"Marquette","6/16/08","",-87.34343,46.34554,109946486
"46N29W1801","Michigamme River Basin","MI-MNM",11782,2018,"Status & Trends","52-839","46N","29W",18,"Marquette","6/11/18","6/20/18",-87.98565,46.40165,NA
"46N29W0801","Perch Lake","MI-MNM",11781,2018,"Status & Trends","52-846","46N","29W",8,"Marquette","6/11/18","6/19/18",-87.95565,46.40082,110735183
"19N15W2901","Round Lake","MI-MCM",8437,2010,"Status & Trends","53-143","19N","15W",29,"Mason","5/17/10","5/20/10",-86.11454,44.00832,82815694
"19N18W2001","Hamlin Lake","MI-MCM",8434,2010,"Status & Trends","53-155","19N","18W",20,"Mason","6/7/10","7/15/10",-86.49111,44.0376,82815984
"15N08W1401","Pretty Lake","MI-MSH",8076,2009,"Status & Trends","54-118","15N","08W",14,"Mecosta","6/15/09","8/10/09",-85.23482,43.6961,150436762
"15N08W2201","Horsehead Lake","MI-MCM",7926,2009,"Status & Trends","54-136","15N","08W",22,"Mecosta","5/11/09","7/13/09",-85.25815,43.67721,121860038
"15N08W2201","Horsehead Lake","MI-MCM",8435,2010,"Status & Trends","54-136","15N","08W",22,"Mecosta","6/21/10","6/23/10",-85.25815,43.67721,121860038
"16N07W0402","Merril Lake","MI-MSH",9075,2012,"Status & Trends","54-194","16N","07W",4,"Mecosta","5/14/12","8/17/12",-85.15565,43.8086,150436670
"16N07W0401","Gorrel Lake","MI-MSH",10057,2014,"Status & Trends","54-195","16N","07W",4,"Mecosta","5/12/14","8/22/14",-85.16037,43.79971,150436681
"16N08W2901","Chippewa Lake","MI-MSH",8075,2009,"Status & Trends","54-232","16N","08W",29,"Mecosta","5/18/09","8/10/09",-85.29815,43.75443,150436722
"10015","Alma Lake","MI-MCM",7195,2007,"Status & Trends","54-306","16N","09W",32,"Mecosta","5/15/07","5/18/07",-85.41565,43.73665,121859938
"14N08W0801","Blue Lake","MI-MCM",3446,2003,"Status & Trends","54-53","14N","08W",8,"Mecosta","7/15/02","8/26/02",-85.28371,43.61971,121860154
"14N08W0802","Lake Mecosta","MI-MCM",3445,2002,"Status & Trends","54-54","14N","08W",8,"Mecosta","5/21/02","6/25/02",-85.29759,43.61304,121860155
"11612","Martiny Lake","MI-MSH",5999,2005,"Status & Trends","54-90","15N","07W",6,"Mecosta","5/2/05","5/5/05",-85.18328,43.71782,150436758
"11612","Martiny Lake","MI-MSH",11388,2017,"Status & Trends","54-90","15N","07W",6,"Mecosta","6/12/17","8/22/17",-85.18328,43.71782,150436758
"15N07W1201","Strong Lake","MI-MSH",10763,2016,"Status & Trends","54-94","15N","07W",12,"Mecosta","5/31/16","6/3/16",-85.09482,43.70443,150436754
"11247","Lake Ann","MI-MNM",3929,2002,"Status & Trends","55-16","35N","28W",3,"Menominee","6/3/02","6/5/02",-87.75037,45.45554,75475805
"11247","Lake Ann","MI-MNM",3933,2002,"Status & Trends","55-16","35N","28W",3,"Menominee","9/9/02","9/9/02",-87.75037,45.45554,75475805
"35N29W2401","Shakey Lake","MI-MNM",7188,2007,"Status & Trends","55-31","35N","29W",24,"Menominee","6/11/07","8/2/07",-87.8351,45.41971,75475931
"15N01W2401","Sanford Lake","MI-MSH",6887,2007,"Status & Trends","56-14","15N","01W",24,"Midland","5/14/07","10/17/07",-84.38009,43.67693,149759448
"15N01W2401","Sanford Lake","MI-MSH",10524,2015,"Status & Trends","56-14","15N","01W",24,"Midland","6/8/15","8/10/15",-84.38009,43.67693,149759448
"22N08W0101","Lake Missaukee","MI-MCM",4584,2004,"Status & Trends","57-45","22N","08W",1,"Missaukee","6/1/04","9/30/04",-85.24676,44.32221,121857955
"10N06W1801","Half Moon Lake","MI-MSM",6900,2007,"Status & Trends","59-155","10N","06W",18,"Montcalm","4/30/07","8/20/07",-85.05982,43.25221,151870608
"10N07W1001","Derby Lake","MI-MSM",6951,2007,"Status & Trends","59-189","10N","07W",10,"Montcalm","6/15/07","8/20/07",-85.12704,43.27499,151870593
"11309","Lake Montcalm","MI-MSM",4743,2004,"Status & Trends","59-264","12N","07W",31,"Montcalm","5/17/04","5/21/04",-85.18926,43.38082,152707011
"11N10W0801","Little Whitefish Lake","MI-MCM",7599,2008,"Status & Trends","59-369","11N","10W",8,"Montcalm","5/12/08","6/10/08",-85.53704,43.35804,121860913
"12298","Rock Lake","MI-MSH",6890,2007,"Status & Trends","59-395","12N","05W",29,"Montcalm","5/29/07","8/23/07",-84.94287,43.40832,150436910
"10105","Bass Lake","MI-MSH",7336,2008,"Status & Trends","59-403","12N","05W",29,"Montcalm","5/19/08","9/9/08",-84.92732,43.40249,150436913
"09N08W1901","Baldwin Lake","MI-MSM",4929,2004,"Status & Trends","59-99","09N","08W",19,"Montcalm","6/28/04","7/1/04",-85.26982,43.16388,152707332
"31N04E0401","Avalon Lake","MI-MNH",8466,2010,"Status & Trends","60-162","31N","04E",4,"Montmorency","5/10/10","8/25/10",-83.95621,45.10388,113470445
"32N04E2901","Long Lake","MI-MNH",6102,2006,"Status & Trends","60-166","32N","04E",29,"Montmorency","5/15/06","5/19/06",-83.97315,45.12777,113470369
"31N04E0501","Ess Lake","MI-MNH",4156,2003,"Status & Trends","60-167","31N","04E",5,"Montmorency","5/27/03","5/29/03",-83.98343,45.11249,113470423
"29N01E2901","West Twin Lake","MI-MNH",8127,2009,"Status & Trends","60-19","29N","01E",29,"Montmorency","6/1/09","10/23/09",-84.34954,44.87749,83975891
"32N02E1401","Twin Tomahawk Lakes","MI-MNH",11725,2018,"Status & Trends","60-208","32N","02E",14,"Montmorency","5/21/18","5/23/18",-84.14254,45.16926,155408567
"32N02E3401","Clear Lake","MI-MNH",4741,2004,"Status & Trends","60-217","32N","02E",34,"Montmorency","5/17/04","5/20/04",-84.17926,45.12193,155408580
"12382","Rush Lake","MI-MNH",10544,2015,"Status & Trends","60-223","32N","03E",32,"Montmorency","6/22/15","6/26/15",-84.09649,45.11971,113470463
"10933","Grass Lake","MI-MNH",9216,2012,"Status & Trends","60-226","32N","03E",35,"Montmorency","5/21/12","12/7/12",-84.0251,45.12693,113470399
"29N02E0301","Avery Lake","MI-MNH",8095,2009,"Status & Trends","60-29","29N","02E",3,"Montmorency","5/18/09","5/21/09",-84.19093,44.9361,113471151
"29N02E2401","Sage Lake","MI-MNH",5518,2005,"Status & Trends","60-34","29N","02E",24,"Montmorency","6/27/05","8/23/05",-84.14848,44.89261,113471225
"30N01E2201","Gaylanta Lake","MI-MNH",4081,2003,"Status & Trends","60-71","30N","01E",22,"Montmorency","5/6/03","5/9/03",-84.30343,44.97721,113471035
"30N02E3001","McCormick Lake","MI-MNH",4855,2004,"Status & Trends","60-74","30N","02E",30,"Montmorency","6/1/04","6/2/04",-84.24843,44.9586,113471097
"30N02E1201","Atlanta Pond","MI-MNH",9671,2013,"Status & Trends","60-87","30N","02E",12,"Montmorency","5/20/13","6/25/13",-84.15448,45.00047,113470895
"30N02E2301","Crooked Lake","MI-MNH",10158,2015,"Status & Trends","60-91","30N","02E",23,"Montmorency","5/27/14","1/6/15",-84.1473,44.98022,113471013
"30N02E1501","Lake Fifteen","MI-MNH",8865,2011,"Status & Trends","60-93","30N","02E",15,"Montmorency","5/16/11","8/17/11",-84.1776,44.98804,113470985
"11N16W0102","Twin Lake, East","MI-MCM",11012,2016,"Status & Trends","61-109","11N","16W",1,"Muskegon","5/16/16","5/26/16",-86.17509,43.36943,121861004
"11N18W0201","White Lake","MI-MCM",6941,2007,"Status & Trends","61-125","11N","18W",2,"Muskegon","6/11/07","8/21/07",-86.38037,43.37721,82820398
"12N16W0301","Big Blue Lake","MI-MCM",7856,2008,"Status & Trends","61-144","","",NA,"","","",-86.20426,43.45388,82820054
"12N16W3301","Little Blue Lake","MI-MCM",8143,2009,"Status & Trends","61-197","12N","16W",33,"Muskegon","6/1/09","6/17/09",-86.22732,43.39249,82820318
"10N16W2801","Muskegon Lake","MI-MCM",7825,2008,"Status & Trends","61-66","10N","16W",28,"Muskegon","5/19/08","6/11/08",-86.28315,43.2361,121861263
"10777","Englewright Lake","MI-MCM",8532,2010,"Status & Trends","62-11","11N","11W",26,"Newaygo","6/7/10","6/23/10",-85.58315,43.31971,121861011
"12N14W1001","Fremont Lake","MI-MCM",8144,2009,"Status & Trends","62-128","12N","14W",10,"Newaygo","6/8/09","6/24/09",-85.96482,43.45054,121860736
"13N12W0401","Lake White Cloud","MI-MCM",12027,2019,"Status & Trends","62-158","13N","12W",4,"Newaygo","6/3/19","6/6/19",-85.76288,43.54674,82819312
"13N13W1001","Robinson Lake","MI-MCM",11991,2004,"Status & Trends","62-188","13N","13W",10,"Newaygo","5/4/04","6/23/04",-85.85509,43.53221,82819488
"14N13W1301","Diamond Lake","MI-MCM",7419,2008,"Status & Trends","62-269","14N","13W",13,"Newaygo","5/27/08","9/22/08",-85.81759,43.60499,82818916
"12N12W0001","Sylvan Lake","MI-MCM",4903,2004,"Status & Trends","62-81","12N","12W",6,"Newaygo","6/20/04","7/6/04",-85.78538,43.46478,121864970
"12N12W0601","Emerald Lake","MI-MCM",4904,2004,"Status & Trends","62-82","12N","12W",6,"Newaygo","6/20/04","7/6/04",-85.78843,43.46193,121860628
"04N07E3001","Tipsico Lake","MI-MSH",4605,2004,"Status & Trends","63-1047","04N","07E",19,"Oakland","5/10/04","5/12/04",-83.67732,42.71666,148710421
"04N07E3001","Tipsico Lake","MI-MSH",10059,2014,"Status & Trends","63-1047","04N","07E",19,"Oakland","6/10/14","8/18/14",-83.67732,42.71666,148710421
"04N10E0501","Greens Lake","MI-MER",9816,2013,"Status & Trends","63-1203","04N","10E",5,"Oakland","5/20/13","5/23/13",-83.42509,42.71388,146646861
"05N10E31","Stringy Lakes","MI-MER",9649,2013,"Status & Trends","63-1546","05N","10E",28,"Oakland","5/28/13","8/29/13",NA,NA,NA
"05N11E2701","Lakeville Lake","MI-MER",4553,2004,"Status & Trends","63-1650","05N","11E",27,"Oakland","5/17/04","8/23/04",-83.15009,42.8286,146646317
"05N07E1901","Big Seven Lake","MI-MSH",4609,2004,"Status & Trends","63-1691","05N","07E",19,"Oakland","5/17/04","5/19/04",-83.67895,42.81876,147104900
"05N08E2801","Heron Lake","MI-MSH",4576,2004,"Status & Trends","63-1692","05N","08E",28,"Oakland","5/24/04","6/2/04",-83.53065,42.81082,147104885
"05N08E2801","Heron Lake","MI-MSH",11658,2018,"Status & Trends","63-1692","05N","08E",28,"Oakland","5/21/18","8/13/18",-83.53065,42.81082,147104885
"02N07E2801","Kent Lake","MI-MER",4552,2004,"Status & Trends","63-2","02N","07E",28,"Oakland","5/10/04","8/24/04",-83.67593,42.51305,145332627
"02N08E0101","Union Lake","MI-MER",3518,2002,"Status & Trends","63-232","02N","08E",1,"Oakland","5/28/02","8/23/02",-83.44493,42.60218,145331204
"11657","Middle Straits Lake","MI-MER",6919,2007,"Status & Trends","63-263","02N","09E",18,"Oakland","5/7/07","9/10/07",-83.43232,42.57999,145331665
"02N08E2001","Upper Proud Lake","MI-MER",6262,2006,"Status & Trends","63-278","02N","08E",20,"Oakland","5/22/06","8/25/06",-83.52287,42.56805,145331833
"12243","Proud Lake","MI-MER",8166,2006,"Status & Trends","63-278","02N","08E",20,"Oakland","5/22/06","8/25/06",-83.52287,42.56805,145331833
"02N08E2101","Lower Proud Lake","MI-MER",6261,2006,"Status & Trends","63-279","02N","08E",21,"Oakland","5/22/06","8/25/06",-83.52897,42.56592,145331833
"11588","Lower Pettibone Lake","MI-MER",4023,2003,"Status & Trends","63-673","03N","07E",27,"Oakland","5/21/03","8/28/03",-83.60982,42.6261,145331021
"03N08E1301","Pontiac Lake","MI-MER",6927,2007,"Status & Trends","63-731","03N","08E",13,"Oakland","5/14/07","8/6/07",-83.45843,42.66666,145330572
"03N08E2302","Tull Lake","MI-MER",10588,2015,"Status & Trends","63-780","03N","08E",23,"Oakland","5/18/15","5/23/15",-83.46676,42.64999,145330805
"03N08E2701","Cedar Island Lake","MI-MER",8063,2009,"Status & Trends","63-789","03N","08E",27,"Oakland","5/26/09","6/1/09",-83.47926,42.62971,145330973
"04N09E3101","Lotus Lake","MI-MER",12057,2019,"Status & Trends","63-854","04N","09E",31,"Oakland","5/20/19","9/5/19",-83.42869,42.70338,146646951
"03N09E0701","Maceday Lake","MI-MER",11986,2019,"Status & Trends","63-856","03N","09E",7,"Oakland","5/20/19","11/26/19",-83.4312,42.69027,146646951
"03N09E1101","Loon Lake","MI-MER",8515,2010,"Status & Trends","63-865","03N","09E",11,"Oakland","5/10/10","",-83.35732,42.68027,146646999
"03N09E1103","Schoolhouse Lake","MI-MER",10151,2014,"Status & Trends","63-869","03N","09E",11,"Oakland","5/20/14","8/13/14",-83.34843,42.68555,146646969
"03N09E1201","Upper Silver Lake","MI-MER",10975,2016,"Status & Trends","63-871","03N","09E",12,"Oakland","5/24/16","6/7/16",-83.34317,42.67885,146647009
"12071","Pentwater Lake","MI-MCM",11053,2016,"Status & Trends","64-251","16N","18W",23,"Oceana","6/6/16","6/29/16",-86.42093,43.76999,82818094
"12686","Tee Lake","MI-MSH",11384,2017,"Status & Trends","65-10","21N","01E",18,"Ogemaw","6/5/17","8/14/17",-84.3501,44.20832,149759017
"23N01E1102","Clear Lake","MI-MNH",6916,2007,"Status & Trends","65-104","23N","01E",11,"Ogemaw","5/29/07","9/26/07",-84.28315,44.40499,83977753
"23N01E0201","Horseshoe Lake","MI-MNH",8465,2009,"Status & Trends","65-106","23N","01E",2,"Ogemaw","5/25/09","5/28/09",-84.28065,44.41666,83977733
"10953","Grebe Lake","MI-MSH",10531,2015,"Status & Trends","65-121","23N","04E",7,"Ogemaw","5/26/15","8/13/15",-84.00565,44.40332,118253095
"23N03E0201","Grousehaven Lake","MI-MSH",10054,2014,"Status & Trends","65-123","23N","03E",2,"Ogemaw","6/15/14","8/13/14",-84.02093,44.4111,118253065
"23N03E1101","Devoe Lake","MI-MSH",9072,2012,"Status & Trends","65-133","23N","03E",11,"Ogemaw","6/4/12","8/15/12",-84.0265,44.40081,118253167
"23N03E1102","Jewett Lake","MI-MSH",9255,2012,"Status & Trends","65-135","23N","03E",11,"Ogemaw","6/4/12","8/15/12",-84.02895,44.39553,118253229
"23N04E0501","Rifle Lake","MI-MSH",8072,2009,"Status & Trends","65-149","23N","04E",5,"Ogemaw","6/1/09","8/11/09",-83.98037,44.41193,118252977
"23N04E0801","George Lake","MI-MSH",8390,2010,"Status & Trends","65-151","23N","04E",8,"Ogemaw","5/24/10","5/24/10",-83.97315,44.39916,118253147
"23N04E2801","Sage Lake","MI-MSH",6952,2007,"Status & Trends","65-161","23N","04E",28,"Ogemaw","6/11/07","8/24/07",-83.94562,44.35006,118253503
"23N04E2801","Sage Lake","MI-MSH",12019,2019,"Status & Trends","65-161","23N","04E",28,"Ogemaw","6/10/19","8/28/19",-83.94562,44.35006,118253503
"24N04E3401","Au Sable Lake","MI-MNH",6915,2007,"Status & Trends","65-200","24N","04E",34,"Ogemaw","5/15/07","9/20/07",-83.92037,44.42999,83977587
"11492","Long Lake","MI-MSH",10532,2015,"Status & Trends","65-30","21N","03E",1,"Ogemaw","6/15/15","8/14/15",-84.00718,44.24039,118254313
"10318","Bush Lake","MI-MSH",4608,2004,"Status & Trends","65-48","21N","03E",26,"Ogemaw","5/24/04","6/24/04",-84.0351,44.1911,118254697
"10318","Bush Lake","MI-MSH",11746,2018,"Status & Trends","65-48","21N","03E",26,"Ogemaw","6/26/18","8/21/18",-84.0351,44.1911,118254697
"21N03E2601","Skidway Lake","MI-MSH",10055,2014,"Status & Trends","65-57","21N","03E",26,"Ogemaw","6/2/14","8/20/14",-84.0326,44.18471,118254731
"21N04E0601","Hardwood Lake","MI-MSH",4610,2004,"Status & Trends","65-60","21N","04E",6,"Ogemaw","6/1/04","",-83.99426,44.24582,118254265
"21N04E0601","Hardwood Lake","MI-MSH",12013,2019,"Status & Trends","65-60","21N","04E",6,"Ogemaw","5/20/19","8/26/19",-83.99426,44.24582,118254265
"11184","Johnson Lake","MI-MSH",10765,2016,"Status & Trends","65-63","21N","04E",21,"Ogemaw","6/7/16","8/23/16",-83.95704,44.20804,118254567
"22N02E2201","Peach Lake","MI-MSH",4606,2004,"Status & Trends","65-79","22N","02E",22,"Ogemaw","5/17/04","6/7/04",-84.17037,44.29443,118254033
"22N02E2201","Peach Lake","MI-MSH",12015,2019,"Status & Trends","65-79","22N","02E",22,"Ogemaw","5/28/19","8/21/19",-84.17037,44.29443,118254033
"12609","Steusser Lake","MI-MWS",12072,2019,"Status & Trends","66-293","47N","40W",24,"Ontonagon","5/27/19","6/17/19",-89.25038,46.45304,123392889
"46N38W1801","Bond Falls Flowage","MI-MWS",4544,2003,"Status & Trends","66-31","46N","38W",18,"Ontonagon","6/23/03","6/27/03",-89.10343,46.39443,123394248
"48N42W0401","Lake Gogebic","MI-MWS",5725,2005,"Status & Trends","66-377","48N","42W",4,"Ontonagon","6/6/05","6/10/05",-89.5889,46.58269,123394135
"ONTON01","Victoria Reservoir","MI-MWS",4491,2002,"Status & Trends","66-406","50N","39W",31,"Ontonagon","6/3/02","6/5/02",-89.23102,46.68695,123390379
"ONTON0032","Lake of the Clouds","MI-MWS",6282,2006,"Status & Trends","66-575","51N","43W",22,"Ontonagon","5/30/06","6/2/06",-89.75204,46.80387,123146856
"19N09W0301","Rose Lake","MI-MCM",3444,2002,"Status & Trends","67-242","19N","09W",3,"Osceola","6/4/02","6/24/02",-85.38176,44.06471,60091356
"19N09W0301","Rose Lake","MI-MCM",4336,2002,"Status & Trends","67-242","19N","09W",3,"Osceola","8/19/02","8/19/02",-85.38176,44.06471,60091356
"17N08W1601","Tiff Lake","MI-MCM",5387,2004,"Status & Trends","67-26","17N","08W",16,"Osceola","6/16/04","",-85.28565,43.8636,121859513
"19N09W3201","Wells Lake","MI-MCM",6624,2006,"Status & Trends","67-288","19N","09W",32,"Osceola","5/30/06","7/13/06",-85.41676,43.99582,121859037
"28N04E3601","McCollum Lake","MI-MNH",8467,2010,"Status & Trends","68-103","28N","04E",36,"Oscoda","6/1/10","6/29/10",-83.89255,44.77688,113471507
"28N01E1001","Tea Lake","MI-MNH",7557,2008,"Status & Trends","68-142","28N","01E",10,"Oscoda","5/19/08","8/14/08",-84.29454,44.84166,83976013
"10115","Bass Lake","MI-MNH",3689,2002,"Status & Trends","68-209","28N","04E",18,"Oscoda","6/3/02","8/23/02",-84.00121,44.82666,113471351
"26N02E1201","Mio Pond","MI-MNH",8452,2010,"Status & Trends","68-53","26N","02E",12,"Oscoda","6/8/09","6/11/09",-84.13419,44.66044,83976639
"29N01W0101","Big Bear Lake","MI-MNH",3525,2002,"Status & Trends","69-1","29N","01W",1,"Otsego","5/7/02","8/22/02",-84.38454,44.93804,83975749
"30N02W0801","Big Lake","MI-MNH",8468,2010,"Status & Trends","69-157","","",NA,"","","",-84.58482,45.00832,155411274
"30N02W0801","Big Lake","MI-MNH",8866,2012,"Status & Trends","69-157","30N","02W",8,"Otsego","6/8/11","1/24/12",-84.58482,45.00832,155411274
"30N03W1401","Dixon Lake","MI-MNH",3868,2002,"Status & Trends","69-185","30N","03W",14,"Otsego","5/7/02","5/9/02",-84.63454,44.99471,83975689
"11295","Lake Manuka","MI-MNH",7619,2008,"Status & Trends","69-225","30N","04W",36,"Otsego","6/2/08","8/11/08",-84.73871,44.95999,83975793
"11904","Mud Lake","MI-MNH",4090,2003,"Status & Trends","69-316","32N","02W",1,"Otsego","6/30/03","8/11/03",-84.49649,45.19249,155411162
"32N02W1101","Pickerel Lake","MI-MNH",6950,2007,"Status & Trends","69-318","32N","02W",11,"Otsego","6/18/07","6/21/07",-84.52232,45.17666,155411186
"29N03W1201","Opal Lake","MI-MNH",3536,2002,"Status & Trends","69-57","29N","03W",12,"Otsego","5/14/02","8/21/02",-84.61315,44.9261,83975841
"30N03W3201","Otsego Lake","MI-MNH",6931,2007,"Status & Trends","69-61","30N","03W",32,"Otsego","5/21/07","5/24/07",-84.69232,44.95554,83975759
"29N03W1401","Big Chub Lake","MI-MNH",4266,2003,"Status & Trends","69-66","29N","03W",14,"Otsego","5/12/03","8/14/03",-84.63315,44.90221,83975911
"29N03W2001","Heart Lake","MI-MNH",3610,2002,"Status & Trends","69-75","29N","03W",20,"Otsego","5/21/02","8/14/02",-84.6926,44.89277,83975941
"29N03W2301","Bridge Lake","MI-MNH",10744,2015,"Status & Trends","69-78","29N","03W",23,"Otsego","8/25/15","8/25/15",-84.63621,44.89138,83975937
"10977","Guthrie Lake","MI-MNH",12014,2019,"Status & Trends","69-92","29N","03W",36,"Otsego","5/20/19","6/26/19",-84.61065,44.86138,83976033
"10853","George Lake","MI-MNM",11140,2016,"Status & Trends","7-183","48N","31W",17,"Baraga","5/30/16","6/20/16",-88.20288,46.54915,110734683
"48N33W0901","Parent Lake","MI-MWS",11146,2016,"Status & Trends","7-272","48N","33W",9,"Baraga","5/30/16","6/20/16",-88.43788,46.57387,117627173
"48N33W1901","Vermilac (Worm) Lake","MI-MWS",6255,2006,"Status & Trends","7-285","48N","33W",19,"Baraga","6/6/06","8/24/06",-88.49371,46.53887,117627403
"48N33W2601","King Lake","MI-MWS",9301,2012,"Status & Trends","7-297","48N","33W",26,"Baraga","5/21/12","7/12/12",-88.4101,46.52054,117627513
"49N34W2901","Big Lake","MI-MWS",12046,2019,"Status & Trends","7-540","49N","34W",28,"Baraga","6/3/19","6/18/19",-88.57649,46.61443,117626885
"50N35W3201","Prickett Dam Backwater","MI-MWS",8492,2010,"Status & Trends","7-843","50N","35W",32,"Houghton","6/2/10","6/10/10",-88.66696,46.72398,117626559
"09N13W1501","Crockery Lake","MI-MSM",6303,2006,"Status & Trends","70-164","09N","13W",15,"Ottawa","6/19/06","9/5/06",-85.85148,43.1686,152707355
"06N16W1601","Pigeon Lake","MI-MSM",9064,2011,"Status & Trends","70-73","06N","16W",16,"Ottawa","5/17/11","5/26/11",-86.20454,42.90221,152274778
"33N02E1501","Shoepac Lake","MI-MNH",6903,2007,"Status & Trends","71-11","33N","02E",15,"Presque Isle","5/7/07","5/10/07",-84.17454,45.24443,155408521
"11310","Lake Nettie","MI-MNH",4854,2004,"Status & Trends","71-112","34N","04E",30,"Presque Isle","5/24/04","",-83.99343,45.29916,122383004
"11575","Lost Lake","MI-MNH",6938,2007,"Status & Trends","71-115","34N","04E",32,"Presque Isle","6/4/07","",-83.96649,45.29388,122383011
"34N08E2801","Lake Esau","MI-MNH",4089,2003,"Status & Trends","71-127","34N","08E",28,"Presque Isle","6/16/03","6/19/03",-83.46704,45.31332,122382883
"36N03E1901","Ocqueoc Lake","MI-MNH",10955,2016,"Status & Trends","71-154","36N","03E",19,"Presque Isle","5/9/16","8/30/16",-84.11389,45.47419,122382799
"10125","Bear Den Lake","MI-MNH",4082,2003,"Status & Trends","71-27","33N","02E",32,"Presque Isle","6/16/03","7/1/03",-84.22121,45.2036,155408549
"11263","Lake Emma","MI-MNH",4299,2003,"Status & Trends","71-52","33N","04E",18,"Presque Isle","5/19/03","",-83.99093,45.25527,122383057
"11301","Lake May","MI-MNH",4326,2003,"Status & Trends","71-53","33N","04E",16,"Presque Isle","6/2/03","6/4/03",-83.94871,45.25304,122383047
