"Water_Body_Key","Water_Body_Name","FMU_Code","survey_number","Year","Survey_Purpose","new_key","Located_Town","Located_Range","Located_Section","primary_county_name","FirstOfSurvey_Begin_Timestamp","LastOfEnding_Effort_Timestamp","LONG_DD","LAT_DD","IHDLKID"
"12636","Sunken Lake","MI-MNH",8135,2009,"Status & Trends","71-75","33N","06E",32,"Presque Isle","6/22/09","6/25/09",-83.71871,45.21193,NA
"34N07E2301","Grand Lake","MI-MNH",4968,2004,"Status & Trends","71-87","34N","07E",23,"Presque Isle","6/28/04","6/29/04",-83.5001,45.29999,122382916
"24N03W3401","Higgins Lake","MI-MCM",8862,2011,"Status & Trends","72-117","24N","03W",34,"Roscommon","8/22/11","11/1/11",-84.71676,44.47499,121857622
"24N03W3401","Higgins Lake","MI-MCM",9510,2012,"Status & Trends","72-117","24N","03W",34,"Roscommon","7/11/12","7/12/12",-84.71676,44.47499,121857622
"23N01W1601","Lake St. Helen","MI-MNH",8471,2010,"Status & Trends","72-95","23N","01W",16,"Roscommon","6/7/10","6/30/10",-84.46343,44.36416,83977851
"12N04E0201","Haithco Lake","MI-MSH",10768,2016,"Status & Trends","73-78","12N","04E",2,"Saginaw","5/17/16","8/22/16",-83.9592,43.46851,152234191
"47N16W0901","Gemini Lakes","MI-MNM",8239,2009,"Status & Trends","75-1048","47N","16W",9,"Schoolcraft","6/1/09","7/28/09",-86.30343,46.4886,44361778
"47N16W1201","Ross Lake","MI-MNM",4675,2004,"Status & Trends","75-1054","47N","16W",12,"Schoolcraft","6/15/04","8/17/04",-86.2576,46.48082,44361882
"47N16W2201","Worchester Lake","MI-MNM",11333,2017,"Status & Trends","75-1078","47N","16W",22,"Schoolcraft","5/22/17","5/25/17",-86.28149,46.4461,44362082
"43N16W0301","Ashford Lake","MI-MNM",4580,2003,"Status & Trends","75-294","43N","16W",3,"Schoolcraft","6/10/03","6/12/03",-86.29893,46.14433,44365622
"43N16W2301","Dodge Lake","MI-MNM",6320,2006,"Status & Trends","75-297","43N","16W",23,"Schoolcraft","6/13/06","8/22/06",-86.26843,46.11332,44365904
"11216","Kennedy Lake","MI-MNM",8269,2009,"Status & Trends","75-365","44N","13W",14,"Schoolcraft","5/26/09","7/27/09",-85.88649,46.20915,44364212
"41N14W0201","Gulliver Lake","MI-MNM",4916,2004,"Status & Trends","75-47","41N","14W",2,"Schoolcraft","6/14/04","6/15/04",-86.02732,45.98221,118045549
"41N14W0201","Gulliver Lake","MI-MNM",12109,2019,"Status & Trends","75-47","41N","14W",2,"Schoolcraft","6/24/19","7/29/19",-86.02732,45.98221,118045549
"44N18W0702","Petes Lake","MI-MNM",4917,2004,"Status & Trends","75-474","44N","18W",7,"Schoolcraft","6/7/04","8/9/04",-86.60038,46.22638,44364740
"44N18W3101","Corner Lake","MI-MNM",8314,2009,"Status & Trends","75-544","44N","18W",31,"Schoolcraft","6/22/09","9/29/09",-86.60675,46.16008,44365716
"42N16W3001","Indian Lake","MI-MNM",8711,2010,"Status & Trends","75-69","42N","16W",30,"Schoolcraft","6/2/10","6/25/10",-86.33343,45.99165,44366918
"45N17W2901","Boot Lake","MI-MNM",4915,2004,"Status & Trends","75-742","45N","17W",29,"Schoolcraft","6/21/04","6/22/04",-86.44732,46.26971,44363864
"11367","Lily Lake","MI-MNM",7958,2008,"Status & Trends","75-744","45N","17W",21,"Schoolcraft","6/16/08","8/28/08",-86.43454,46.28026,44363734
"47N13W1801","Dutch Fred Lake","MI-MNM",12423,2020,"Status & Trends","75-927","47N","13W",18,"Schoolcraft","7/7/20","7/31/20",-85.9776,46.47193,44361734
"12232","Prairie River Lake","MI-MSM",8741,2010,"Status & Trends","78-128","07S","09W",18,"Saint Joseph","4/26/10","5/25/10",-85.39924,41.86246,155637493
"10803","Fish Lake","MI-MSM",11499,2017,"Status & Trends","78-130","07S","09W",19,"Saint Joseph","5/8/17","5/11/17",-85.39676,41.85304,155637530
"12699","Thompson Lake","MI-MSM",3408,2002,"Status & Trends","78-151","07S","10W",32,"Saint Joseph","5/29/02","6/25/02",-85.49009,41.82527,155637736
"07S11W3501","Klinger Lake","MI-MSM",6257,2006,"Status & Trends","78-171","07S","11W",35,"Saint Joseph","5/22/06","6/8/06",-85.54342,41.80527,155637876
"06S09W1101","Palmer Lake","MI-MSM",8894,2011,"Status & Trends","78-42","06S","09W",11,"Saint Joseph","5/16/11","8/23/11",-85.31648,41.94471,155637149
"06S12W1701","Clear Lake","MI-MSM",8093,2009,"Status & Trends","78-93","06S","12W",17,"Saint Joseph","5/4/09","6/16/09",-85.73287,41.94749,155637079
"12209","Pleasant Lake","MI-MSM",10189,2014,"Status & Trends","78-94","06S","12W",9,"Saint Joseph","5/12/14","5/27/14",-85.70509,41.95693,155637003
"10N08E0101","Murphy Lake","MI-MSH",6865,2007,"Status & Trends","79-2","10N","08E",1,"Tuscola","4/11/07","8/13/07",-83.46176,43.29999,149729908
"12N09E1601","Caro Impoundment","MI-MSH",6911,2007,"Status & Trends","79-44","12N","09E",16,"Tuscola","5/7/07","8/14/07",-83.40839,43.46015,NA
"01N10W1401","Upper Crooked Lake","MI-MSM",4031,2003,"Status & Trends","8-141","01N","10W",14,"Barry","5/19/03","6/19/03",-85.41914,42.49012,152517730
"01N10W1402","Lower Crooked Lake","MI-MSM",4032,2003,"Status & Trends","8-202","01N","10W",14,"Barry","5/19/03","5/21/03",-85.46785,42.46489,152517749
"02N10W0501","Gun Lake","MI-MSM",10570,2015,"Status & Trends","8-413","02N","10W",5,"Barry","5/11/15","5/14/15",-85.54095,42.59146,152517598
"03N09W0102","Carter Lake","MI-MSM",10568,2015,"Status & Trends","8-493","03N","09W",1,"Barry","5/4/15","5/7/15",-85.31231,42.66999,157068036
"01N08W0301","Bristol Lake","MI-MSM",3531,2002,"Status & Trends","8-55","01N","08W",3,"Barry","1/1/02","8/19/02",-85.24731,42.48693,157068641
"10053","Baker Lake","MI-MSM",9359,2012,"Status & Trends","8-602","03N","10W",18,"Barry","6/11/12","8/15/12",-85.50093,42.64693,152517518
"10406","Chief Noonday Lake","MI-MSM",8182,2009,"Status & Trends","8-603","03N","10W",17,"Barry","5/18/09","6/26/09",-85.50731,42.64082,152517524
"12065","Payne Lake","MI-MSM",8183,2009,"Status & Trends","8-604","03N","10W",20,"Barry","5/18/09","6/26/09",-85.51926,42.63721,152517524
"03N10W2601","Deep Lake","MI-MSM",7560,2008,"Status & Trends","8-619","03N","10W",26,"Barry","5/5/08","8/27/08",-85.45843,42.62082,157068198
"03N10W2701","Hall Lake","MI-MSM",3530,2002,"Status & Trends","8-623","03N","10W",27,"Barry","1/1/02","8/21/02",-85.48343,42.61499,152517556
"03N10W2701","Hall Lake","MI-MSM",11908,2018,"Status & Trends","8-623","03N","10W",27,"Barry","5/18/18","5/24/18",-85.48343,42.61499,152517556
"01N08W3001","Fine Lake","MI-MSM",7819,2008,"Status & Trends","8-84","01N","08W",29,"Barry","5/19/08","8/12/08",-85.29204,42.44443,157068669
"10457","Clear Lake","MI-MSM",9360,2012,"Status & Trends","80-1","01S","13W",3,"Van Buren","5/7/12","5/31/12",-85.81704,42.41054,152517981
"12705","Threemile Lake","MI-MSM",6920,2007,"Status & Trends","80-233","03S","14W",21,"Van Buren","5/14/07","5/29/07",-85.95176,42.19249,155635997
"02S15W0101","North Scott Lake","MI-MSM",10051,2013,"Status & Trends","80-84","02S","15W",1,"Van Buren","5/13/13","8/19/13",-86.00009,42.33054,152274939
"01N05E3201","Base Line Lake","MI-MER",8059,2009,"Status & Trends","81-107","01N","05E",32,"Livingston","5/5/09","5/8/09",-83.89343,42.42555,145333821
"10552","Crooked Lake","MI-MER",3537,2002,"Status & Trends","81-147","01S","04E",5,"Washtenaw","6/4/02","9/5/02",-84.11287,42.32527,145334075
"02S06E1701","Barton Pond","MI-MER",11738,2018,"Status & Trends","81-179","02S","06E",17,"Washtenaw","5/8/18","5/11/18",-83.75398,42.30988,145334240
"01S03E1001","South Lake","MI-MER",7551,2008,"Status & Trends","81-18","01S","03E",10,"Washtenaw","5/12/08","6/4/08",-84.06815,42.3986,145333941
"02S06E2101","Argo Pond","MI-MER",10589,2015,"Status & Trends","81-194","02S","06E",21,"Washtenaw","5/5/15","5/8/15",-83.74573,42.29117,NA
"03S07E2401","Ford Lake","MI-MER",6259,2006,"Status & Trends","81-266","03S","07E",24,"Washtenaw","5/15/06","8/30/06",-83.56044,42.2064,145334286
"01S03E2801","Winnewana Impoundment","MI-MSM",12177,2019,"Status & Trends","81-376","01S","03E",28,"Washtenaw","5/6/19","5/22/19",-84.08476,42.35816,152094800
"10966","Green Lake","MI-MER",3321,2002,"Status & Trends","81-46","01S","03E",28,"Washtenaw","5/14/02","8/27/02",-84.07509,42.36666,145333993
"01S03E0101","Blind Lake","MI-MER",8061,2009,"Status & Trends","81-5","01S","03E",1,"Washtenaw","5/12/09","6/3/09",-84.01898,42.41554,145333882
"01S03E0201","Bruin Lake","MI-MER",7552,2008,"Status & Trends","81-6","01S","03E",2,"Washtenaw","5/12/08","",-84.03759,42.41999,145333861
"01S03E0301","Joslin Lake","MI-MER",11984,2019,"Status & Trends","81-7","01S","03E",3,"Washtenaw","5/13/19","8/30/19",-84.06981,42.41832,145333875
"01S04E0101","Portage Lake","MI-MER",8060,2009,"Status & Trends","81-71","01S","04E",1,"Washtenaw","5/18/09","",-83.90993,42.41738,145333858
"03S08E2401","Belleville Lake","MI-MER",9242,2012,"Status & Trends","82-157","03S","08E",24,"Wayne","5/14/12","6/7/12",-83.44178,42.21436,145334300
"04S09E3101","Flat Rock Impoundment","MI-MER",11368,2017,"Status & Trends","82-235","04S","09E",31,"Wayne","5/22/17","8/6/17",-83.29681,42.10033,NA
"11977","Newburgh Lake","MI-MER",5426,2005,"Status & Trends","82-56","01S","09E",31,"Wayne","5/31/05","9/9/05",-83.41197,42.36654,NA
"15N05E3002","Tobico Lagoon","MI-MSH",9702,2013,"Status & Trends","9-50","15N","05E",30,"Bay","6/4/13","8/22/13",-83.93324,43.69328,152868427
"15N05E3001","Tobico Marsh Lake","MI-MSH",9071,2012,"Status & Trends","9-54","15N","05E",30,"Bay","5/29/12","6/1/12",-83.94576,43.71363,152868416
