"IHDID","IHDLKID","NEW_KEY","ACRES_IHD","GNIS_NAME","PERIM_KM","LAKE_CODE","STRAHLER","LINK","UP_LAKES","UP_LAKE_ACRES","DOWN_LAKES","DOWN_LAKE_ACRES","WL_KM2","UPSTREAM_CATCH"
82817488,82817488,"",8.136156753,"Schultz Lake",0.7,3,-99,-99,-99,-99,-99,-99,0.1833,0
82817504,82817504,"",8.307689095,"",1.75,3,-99,-99,-99,-99,-99,-99,1.253,0
82817512,82817512,"",113.1313293,"Saint Marys Lake",3.27,1,2,3,1,6,1,489.196872,0.5065,1
82817548,82817548,"",98.55512298,"",4.78,3,-99,-99,-99,-99,-99,-99,2.8687,0
82817572,82817572,"",60.58033641,"Lilley Lake",2.18,1,2,4,0,0,4,772.874505,0.2449,1
82817574,82817574,"",30.57342074,"Sisson Lake",1.79,1,2,4,1,60,3,742.301084,0.5386,1
82817604,82817604,"",495.4225064,"Bass Lake",7.63,1,4,28,0,0,0,0,4.1263,1
82817616,82817616,"",122.3521059,"Pickerel Lake",2.9,1,3,6,2,91,2,619.948978,4.95,1
82817644,82817644,"",47.56667413,"Houseman Lake",2.17,1,2,2,0,0,0,0,0.9345,1
82817672,82817672,"",48.73533401,"Pettibone Lake",2.24,3,-99,-99,-99,-99,-99,-99,1.4414,0
82817678,82817678,"",10.21347706,"Whipple Lake",0.9,1,1,1,0,0,1,609.612693,0.6236,1
82817724,82817724,"",21.3145279,"Highbank Lake",1.63,3,-99,-99,-99,-99,-99,-99,0.2237,0
82817726,82817726,"",40.50451249,"Amaung Lake",2.15,3,-99,-99,-99,-99,-99,-99,0.602,0
82817742,82817742,"",8.10090184,"Cole Lake",1.21,1,1,1,0,0,1,609.612693,0.1136,1
82817752,82817752,"",187.2468656,"School Section Lake",5.07,3,-99,-99,-99,-99,-99,-99,3.5033,0
82817762,82817762,"",11.47752837,"Sawkaw Lake",1.04,1,1,1,0,0,0,0,0.0805,1
82817766,82817766,"",5.033985599,"",0.74,1,3,4,0,0,1,609.612693,0.2995,1
82817808,82817808,"",13.43577649,"Condon Lake",1.09,3,-99,-99,-99,-99,-99,-99,0.243,0
82817820,82817820,"",6.268696465,"Railroad Lake",0.63,3,-99,-99,-99,-99,-99,-99,0.2479,0
82817822,82817822,"",6.216132954,"Woods Lake",0.6,1,3,11,0,0,2,628.285972,0.1011,1
82817824,82817824,"",10.94354082,"Mowby Lake",0.96,3,-99,-99,-99,-99,-99,-99,0.0487,0
82817834,82817834,"",23.72062297,"Isaac Lake",1.45,3,-99,-99,-99,-99,-99,-99,1.472,0
82817842,82817842,"",34.68655026,"Lamoreaux Lake",2.48,3,-99,-99,-99,-99,-99,-99,1.817,0
82817860,82817860,"",18.67327865,"Mill Lake",1.14,1,3,11,1,6,1,609.612693,0.3102,1
82817862,82817862,"",32.50988168,"Bitely Lake",2.05,3,-99,-99,-99,-99,-99,-99,0.6935,0
82817890,82817890,"",16.38393372,"Leaf Lake",1.49,3,-99,-99,-99,-99,-99,-99,0.2872,0
82817902,82817902,"",18.30660848,"Greening Lake",1.09,3,-99,-99,-99,-99,-99,-99,0.1181,0
82817904,82817904,"",5.589320843,"Gilligan Lake",0.56,3,-99,-99,-99,-99,-99,-99,0.0454,0
82817932,82817932,"",5.521204408,"",0.58,3,-99,-99,-99,-99,-99,-99,0.0027,0
82817956,82817956,"",59.31773781,"Walkup Lake",2.11,3,-99,-99,-99,-99,-99,-99,1.4609,0
82817974,82817974,"",24.6404173,"Triple Lakes",1.43,1,1,1,1,5,1,609.612693,0.2039,1
82818004,82818004,"",5.796214738,"",0.67,2,1,0,0,0,2,634.25311,0.2738,0
82818008,82818008,"",8.371620746,"Atodd Lake",0.78,3,-99,-99,-99,-99,-99,-99,0.1905,0
82818010,82818010,"",154.2031321,"Nichols Lake",4.5,3,-99,-99,-99,-99,-99,-99,1.5438,0
82818018,82818018,"",25.73130334,"Black Lake",1.37,2,1,0,0,0,1,609.612693,0.2246,0
82818028,82818028,"",15.11517344,"Little Pebawma Lake",0.98,3,-99,-99,-99,-99,-99,-99,0.2077,0
82818034,82818034,"",28.34876606,"Pebawma Lake",1.5,2,1,0,0,0,1,609.612693,5.1115,0
82818050,82818050,"",6.528532486,"",0.59,3,-99,-99,-99,-99,-99,-99,0.0182,0
82818052,82818052,"",7.744073782,"Lake of the Woods",0.73,1,1,1,0,0,0,0,0.3386,1
82818054,82818054,"",11.24868634,"Rossel Lake",0.83,3,-99,-99,-99,-99,-99,-99,0.2739,0
82818094,82818094,"",489.196872,"Pentwater Lake",15.24,1,5,219,10,479,0,0,6.945,1
82818108,82818108,"",25.82447206,"Turnbull Lake",1.38,3,-99,-99,-99,-99,-99,-99,0.7226,0
82818124,82818124,"",11.92861705,"Shelley Lake",1.01,1,1,1,0,0,0,0,1.9236,1
82818126,82818126,"",15.18104041,"Oxford Lake",1.73,1,1,1,0,0,1,609.612693,1.6987,1
82818132,82818132,"",5.172203782,"",0.93,3,-99,-99,-99,-99,-99,-99,0.1713,0
82818146,82818146,"",9.95931175,"",2.45,1,2,3,1,172,1,609.612693,0.097,1
82818150,82818150,"",15.41021715,"",2.05,3,-99,-99,-99,-99,-99,-99,0.456,0
82818152,82818152,"",25.65241043,"Hungerford Lake",1.5,1,2,2,0,0,2,625.294124,1.3429,1
82818168,82818168,"",7.126306782,"Bluegill Lake",0.96,1,2,4,0,0,2,815.062609,0.3705,1
82818172,82818172,"",15.68143074,"Toogood Lake",2.21,1,2,2,1,25,1,609.612693,0.2037,1
82818180,82818180,"",172.0736956,"Gilbert Lake",4.32,1,1,1,0,0,2,619.572005,1.7514,1
82818192,82818192,"",205.4499155,"East Lake",9.56,1,2,5,1,7,1,609.612693,2.1572,1
82818222,82818222,"",11.10356551,"Bass Lake",0.84,3,-99,-99,-99,-99,-99,-99,0.342,0
82818228,82818228,"",6.23129271,"",1.17,2,1,0,0,0,1,609.612693,3.898,0
82818236,82818236,"",8.092664292,"Perch Lake",0.9,3,-99,-99,-99,-99,-99,-99,0.0948,0
82818260,82818260,"",5.927192573,"Fuller Lake",0.65,1,2,2,0,0,1,609.612693,0.2583,1
82818266,82818266,"",12.45612332,"",2.54,3,-99,-99,-99,-99,-99,-99,0.353,0
82818272,82818272,"",76.60150972,"Island Lake",3.64,1,1,1,0,0,1,609.612693,2.0486,1
82818274,82818274,"",7.911046061,"",1.65,3,-99,-99,-99,-99,-99,-99,0.185,0
82818284,82818284,"",7.533462492,"",1.51,3,-99,-99,-99,-99,-99,-99,0.0574,0
82818290,82818290,"",8.82277369,"Bub Lake",0.78,1,1,1,0,0,0,0,0.2462,1
82818346,82818346,"",31.54058252,"Richmond Lake",2.09,1,1,1,1,10,0,0,0.4702,1
82818354,82818354,"",10.642985,"Moonbeam Lake",1.06,2,1,0,0,0,1,31.540583,0.3203,0
82818364,82818364,"",5.886029321,"",1.03,3,-99,-99,-99,-99,-99,-99,0.2398,0
82818370,82818370,"",11.61929584,"",2.23,1,2,5,0,0,1,609.612693,0.2464,1
82818404,82818404,"",9.535699313,"",1.06,3,-99,-99,-99,-99,-99,-99,3.4788,0
82818422,82818422,"",8.69931683,"Winnepesaug Lake",0.86,1,1,1,0,0,1,609.612693,0.1021,1
82818424,82818424,"",11.27779648,"Merrill Lake",0.82,2,1,0,0,0,1,609.612693,0.3214,0
82818428,82818428,"",62.0939721,"Webinguaw Lake",2.15,1,3,11,1,7,2,2624.901008,0.6675,1
82818444,82818444,"",40.89224462,"Indian Lake",2.01,3,-99,-99,-99,-99,-99,-99,1.7964,0
82818500,82818500,"",32.45257563,"Benton Lake",1.69,1,1,1,0,0,1,609.612693,1.4529,1
82818526,82818526,"",233.3988449,"Hart Lake",13.06,1,5,123,4,56,1,489.196872,3.9063,1
82818536,82818536,"",31.84759703,"Wyckoff Lake",1.63,1,2,2,0,0,4,791.667065,1.0482,1
82818560,82818560,"",5.195574592,"",1.08,1,3,7,1,5,2,722.595717,0.315,1
82818570,82818570,"",40.45047801,"Leavitt Lake",1.91,1,1,1,0,0,2,722.595717,2.107,1
82818574,82818574,"",9.605532975,"Kinney Lake",0.72,2,1,0,0,0,2,2624.901008,0.3055,0
82818600,82818600,"",7.52919208,"",1.08,1,2,2,0,0,3,2686.99498,0.088,1
82818606,82818606,"",8.580269291,"",0.82,3,-99,-99,-99,-99,-99,-99,0.0076,0
82818612,82818612,"",9.046218535,"",0.92,3,-99,-99,-99,-99,-99,-99,0.0071,0
82818614,82818614,"",5.430964494,"",0.97,1,3,7,0,0,3,727.791292,1.4336,1
82818616,82818616,"",7.0946184,"",0.81,3,-99,-99,-99,-99,-99,-99,1.113,0
82818626,82818626,"",9.529529622,"",0.93,3,-99,-99,-99,-99,-99,-99,0.1309,0
82818650,82818650,"",11.23407009,"",1.71,3,-99,-99,-99,-99,-99,-99,0.5163,0
82818658,82818658,"",19.05751072,"Brush Lake",1.1,3,-99,-99,-99,-99,-99,-99,0.6766,0
82818684,82818684,"",19.52298625,"Loon Lake",1.93,3,-99,-99,-99,-99,-99,-99,0.3993,0
82818700,82818700,"",12.02986682,"Sorter Lake",1.1,1,3,8,1,24,1,609.612693,0.5035,1
82818716,82818716,"",8.529258416,"",0.98,3,-99,-99,-99,-99,-99,-99,0.2107,0
82818728,82818728,"",15.63990321,"Loda Lake",1.49,1,2,2,0,0,2,2602.048084,0.3776,1
82818740,82818740,"",10.08097627,"Brant Lake",0.96,3,-99,-99,-99,-99,-99,-99,0.7901,0
82818744,82818744,"",22.81613935,"Cobmoosa Lake",1.97,1,1,1,0,0,1,2576.392121,0.2877,1
82818748,82818748,"",16.94639801,"",1.51,1,2,9,2,68,2,737.610905,0.5395,1
82818750,82818750,"",16.10074064,"Crepin Lake",1.05,3,-99,-99,-99,-99,-99,-99,1.4386,0
82818768,82818768,"",15.93844371,"",1.24,1,3,10,7,80,1,2576.392121,0.3749,1
82818772,82818772,"",8.818091845,"Fairchild Lake",1.3,3,-99,-99,-99,-99,-99,-99,1.3644,0
82818776,82818776,"",12.64906308,"Rollway Lake",1.19,1,3,10,6,67,2,2592.330565,0.4038,1
82818788,82818788,"",64.10470392,"Upper Silver Lake",2.26,1,2,11,3,85,1,673.506201,1.0746,1
82818792,82818792,"",5.584690379,"Mud Lake",0.58,1,3,10,5,62,3,2604.979628,0.0554,1
82818800,82818800,"",188.5429052,"Campbell Lake",4.62,1,1,1,1,23,1,609.612693,5.0316,1
82818814,82818814,"",21.25517258,"Evans Lake",1.12,3,-99,-99,-99,-99,-99,-99,0.5199,0
82818818,82818818,"",9.927441495,"Murphy Lake",0.74,1,1,1,0,0,4,2610.564318,0.3031,1
82818826,82818826,"",9.647984791,"Flanders Lake",0.8,1,2,2,0,0,0,0,1.0361,1
82818834,82818834,"",23.42644263,"Kimes Lake",2.62,1,2,2,1,5,4,2610.564318,0.4944,1
82818836,82818836,"",5.847269641,"Gales Pond",0.75,1,3,14,0,0,2,722.595717,0.0283,1
82818838,82818838,"",5.765061015,"",0.6,2,1,0,0,0,5,2633.990761,0.1554,0
82818840,82818840,"",19.21385334,"Mountain Lake",1.42,1,2,2,1,12,3,2854.971472,0.8509,1
82818854,82818854,"",25.65596256,"Minnie Lake",2.91,1,3,13,1,15,1,2576.392121,3.1264,1
82818856,82818856,"",24.97295794,"",3.13,1,1,1,0,0,2,621.64256,0.9154,1
82818864,82818864,"",23.54368938,"Little Campbell Lake",1.19,2,1,0,0,0,2,798.155598,0.3824,0
82818866,82818866,"",20.26860868,"Tourcotte Lake",1.48,1,2,2,2,32,2,2834.702863,1.0691,1
82818876,82818876,"",673.5062013,"Silver Lake",6.69,1,2,5,4,150,0,0,10.235,1
82818882,82818882,"",9.531649188,"Mud Lake",0.78,1,1,1,0,0,4,2610.564318,0.3203,1
82818896,82818896,"",12.79528132,"McGann Lake",0.96,2,1,0,0,0,4,2874.185325,0.641,0
82818914,82818914,"",71.28404966,"Crystal Lake",2.18,3,-99,-99,-99,-99,-99,-99,1.7082,0
82818916,82818916,"",187.4508388,"Diamond Lake",6.51,3,-99,-99,-99,-99,-99,-99,5.3986,0
82818918,82818918,"",6.118129335,"Bar Lake",0.64,2,1,0,0,0,2,2834.702863,0.5907,0
82818920,82818920,"",23.94657629,"Butternut Lake",1.3,3,-99,-99,-99,-99,-99,-99,0.2404,0
82818934,82818934,"",13.70529989,"Burris Lake",1.35,1,1,1,0,0,4,2610.564318,0.8262,1
82818936,82818936,"",9.580144326,"Ralston Lake",0.82,1,1,1,0,0,1,2576.392121,0.1141,1
82818950,82818950,"",8.848065846,"Kirchner Lake",0.75,1,1,1,0,0,2,2834.702863,0.4022,1
82818956,82818956,"",6.332576568,"",1.67,3,-99,-99,-99,-99,-99,-99,0.3898,0
82818960,82818960,"",258.3107421,"McLaren Lake",7.95,1,3,11,6,85,1,2576.392121,1.3812,1
82818972,82818972,"",8.659013645,"East Golden Pond",0.86,3,-99,-99,-99,-99,-99,-99,1.8724,0
82818976,82818976,"",18.20194574,"Newell Lake",1.43,2,1,0,0,0,2,2834.702863,0.7541,0
82819000,82819000,"",10.1439524,"Sparks Lake",0.82,3,-99,-99,-99,-99,-99,-99,0.1024,0
82819010,82819010,"",16.46915072,"Darlington Lake",1.34,1,1,1,0,0,1,2576.392121,0.7441,1
82819028,82819028,"",9.620603474,"Winters Lake",0.75,3,-99,-99,-99,-99,-99,-99,0.2177,0
82819040,82819040,"",11.10070881,"",1,3,-99,-99,-99,-99,-99,-99,0.1991,0
82819060,82819060,"",7.56129399,"Moody Lake",0.76,3,-99,-99,-99,-99,-99,-99,3.1557,0
82819068,82819068,"",17.19467907,"Bloggett Lake",1.24,3,-99,-99,-99,-99,-99,-99,0.3711,0
82819108,82819108,"",28.11997336,"Blacksmith Lake",1.84,3,-99,-99,-99,-99,-99,-99,0.3523,0
82819114,82819114,"",5.465882997,"North Lake",0.7,3,-99,-99,-99,-99,-99,-99,0.165,0
82819166,82819166,"",15.14361169,"Saddleback Lake",2.07,3,-99,-99,-99,-99,-99,-99,1.2638,0
82819180,82819180,"",6.392452827,"",0.66,3,-99,-99,-99,-99,-99,-99,0.0705,0
82819210,82819210,"",8.296736369,"Landin Lake",0.7,3,-99,-99,-99,-99,-99,-99,0.4411,0
82819228,82819228,"",22.20270608,"Hightower Lake",1.28,3,-99,-99,-99,-99,-99,-99,0.3267,0
82819240,82819240,"",7.654090676,"",0.83,3,-99,-99,-99,-99,-99,-99,0.1628,0
82819244,82819244,"",11.01653333,"Mud Lake",0.77,3,-99,-99,-99,-99,-99,-99,0.0364,0
82819250,82819250,"",15.33681169,"Gillon Lake",1,3,-99,-99,-99,-99,-99,-99,0.1123,0
82819298,82819298,"",9.117050067,"Hoyt Lake",0.89,1,1,1,0,0,1,2576.392121,2.6309,1
82819302,82819302,"",11.52454219,"",1.16,2,1,0,0,0,1,2576.392121,0.3596,0
82819306,82819306,"",19.61004227,"Potters Marsh",1.85,3,-99,-99,-99,-99,-99,-99,1.6477,0
82819312,82819312,"",48.50888664,"Lake White Cloud",5.71,1,4,65,3,79,1,2576.392121,2.0742,1
82819320,82819320,"",7.044324789,"",0.8,3,-99,-99,-99,-99,-99,-99,0.2181,0
82819342,82819342,"",11.26719189,"Woodrail Lake",0.85,3,-99,-99,-99,-99,-99,-99,0.4396,0
82819392,82819392,"",13.48456877,"Bragg Lake",0.91,3,-99,-99,-99,-99,-99,-99,5.4268,0
82819398,82819398,"",6.178847217,"",0.61,3,-99,-99,-99,-99,-99,-99,0.0544,0
82819406,82819406,"",6.47883559,"",0.91,3,-99,-99,-99,-99,-99,-99,0.0072,0
82819410,82819410,"",38.80634062,"Peterson Lake",1.81,1,3,9,2,154,1,2576.392121,0.5327,1
82819424,82819424,"",20.71329544,"Zeek Lake",1.13,3,-99,-99,-99,-99,-99,-99,8.3658,0
82819426,82819426,"",13.12429173,"Alley Lake",0.89,3,-99,-99,-99,-99,-99,-99,0.2263,0
82819476,82819476,"",6.687245333,"Pearl Lake",0.84,3,-99,-99,-99,-99,-99,-99,0.5437,0
82819484,82819484,"",24.71596456,"Browns Pond",1.57,2,1,0,0,0,0,0,1.2211,0
82819488,82819488,"",133.0948311,"Robinson Lake",2.99,1,2,3,1,21,2,2615.198462,6.8369,1
82819490,82819490,"",21.4603314,"Blackberry Lake",1.26,3,-99,-99,-99,-99,-99,-99,0.5058,0
82819520,82819520,"",11.62350548,"Bear Lake",0.85,1,3,8,0,0,1,2576.392121,0.1019,1
82819534,82819534,"",21.32983244,"Little Robinson Lake",1.09,1,2,3,0,0,3,2748.293293,1.5526,1
82819560,82819560,"",13.03137519,"Dressler Lake",0.87,3,-99,-99,-99,-99,-99,-99,0.454,0
82819582,82819582,"",9.657935261,"Smith Lake",1.1,3,-99,-99,-99,-99,-99,-99,0.6003,0
82819600,82819600,"",276.4147528,"Stony Lake",9.25,1,5,146,0,0,0,0,5.4568,1
82819628,82819628,"",121.6210351,"Crystal Lake",2.7,3,-99,-99,-99,-99,-99,-99,0.2586,0
82819638,82819638,"",20.9155541,"Schmidt Lake",1.22,3,-99,-99,-99,-99,-99,-99,0.7159,0
82819648,82819648,"",5.464178971,"",1.39,1,1,1,0,0,0,0,0.4415,1
82819682,82819682,"",7.306874182,"",1.37,3,-99,-99,-99,-99,-99,-99,0.2055,0
82819684,82819684,"",29.76187657,"Clarks Lake",1.66,3,-99,-99,-99,-99,-99,-99,0.4121,0
82819686,82819686,"",11.83157863,"",0.93,2,1,0,0,0,1,2576.392121,1.6314,0
82819704,82819704,"",27.38325615,"Carpenter Lake",1.8,3,-99,-99,-99,-99,-99,-99,0.4157,0
82819706,82819706,"",18.5913111,"Jakes Lake",1.2,2,1,0,0,0,0,0,1.5967,0
82819710,82819710,"",11.72338083,"Long Lake",1.29,1,2,4,0,0,0,0,0.5811,1
82819734,82819734,"",46.65265277,"Park Lake",3.85,3,-99,-99,-99,-99,-99,-99,2.2203,0
82819752,82819752,"",20.89857669,"Lake Sixteen",1.14,3,-99,-99,-99,-99,-99,-99,0.5099,0
82819776,82819776,"",7.614544987,"Lost Lake",0.64,2,1,0,0,0,1,2576.392121,0.3385,0
82819778,82819778,"",53.03877462,"Martin Lake",2.97,1,2,3,1,7,1,2576.392121,0.7783,1
82819782,82819782,"",7.752324788,"Gillan Lake",0.66,1,1,1,0,0,1,2576.392121,0.0682,1
82819788,82819788,"",12.44224868,"Bunker Lake",1.01,3,-99,-99,-99,-99,-99,-99,0.3629,0
82819798,82819798,"",30.20801883,"Wildcat Lake",1.57,1,1,1,0,0,2,2587.543776,0.5252,1
82819806,82819806,"",8.804398663,"Round Lake",0.69,3,-99,-99,-99,-99,-99,-99,0.163,0
82819808,82819808,"",5.725696032,"",1.18,3,-99,-99,-99,-99,-99,-99,0.2421,0
82819814,82819814,"",9.75566841,"Blackmer Lake",0.81,2,1,0,0,0,1,2576.392121,0.4571,0
82819828,82819828,"",49.16239423,"Horseshoe Lake",3.11,3,-99,-99,-99,-99,-99,-99,3.1469,0
82819836,82819836,"",36.54177675,"Heitman Lake",2.01,1,3,8,0,0,1,2576.392121,0.7836,1
82819848,82819848,"",35.85488499,"",1.69,3,-99,-99,-99,-99,-99,-99,2.193,0
82819850,82819850,"",11.15165513,"Little Wildcat Lake",0.93,1,2,2,1,30,1,2576.392121,0.1822,1
82819862,82819862,"",6.671763644,"",0.69,3,-99,-99,-99,-99,-99,-99,0.2791,0
82819882,82819882,"",23.37108237,"Acker Lake",1.26,3,-99,-99,-99,-99,-99,-99,0.75,0
82819884,82819884,"",12.9365443,"Evans Lake",0.89,1,2,2,0,0,1,2576.392121,0.6218,1
82819920,82819920,"",9.644747209,"Fogg Lake",0.84,3,-99,-99,-99,-99,-99,-99,1.5009,0
82819986,82819986,"",13.79483603,"",1.1,3,-99,-99,-99,-99,-99,-99,2.1262,0
82820030,82820030,"",9.497781302,"",1.03,3,-99,-99,-99,-99,-99,-99,2.808,0
82820034,82820034,"",12.87781544,"Browns Pond",2.22,1,3,5,0,0,1,2576.392121,0.848,1
82820054,82820054,"",335.4629108,"Big Blue Lake",6.31,1,2,3,0,0,1,2576.392121,10.7452,1
82820094,82820094,"",33.54632896,"Britton Lake",2.24,1,1,1,1,16,0,0,4.4619,1
82820100,82820100,"",9.741994795,"",0.95,3,-99,-99,-99,-99,-99,-99,1.4287,0
82820104,82820104,"",7.574465279,"",0.91,3,-99,-99,-99,-99,-99,-99,0.1969,0
82820110,82820110,"",7.459450373,"",0.8,3,-99,-99,-99,-99,-99,-99,2.7648,0
82820118,82820118,"",16.31152868,"Mayo Lake",1.17,2,1,0,0,0,1,33.546329,0.115,0
82820122,82820122,"",14.70733947,"",1.62,3,-99,-99,-99,-99,-99,-99,0.2332,0
82820134,82820134,"",46.3641508,"Round Lake",1.64,3,-99,-99,-99,-99,-99,-99,1.9256,0
82820146,82820146,"",7.098619438,"",0.65,3,-99,-99,-99,-99,-99,-99,0.1192,0
82820154,82820154,"",8.966638727,"",0.69,3,-99,-99,-99,-99,-99,-99,0.1028,0
82820156,82820156,"",131.832259,"Cleveland Lake",11,1,2,4,0,0,1,2576.392121,3.442,1
82820162,82820162,"",29.80226347,"Silver Creek Pond",4.84,1,2,2,0,0,1,2576.392121,6.2432,1
82820166,82820166,"",8.08654316,"",0.97,3,-99,-99,-99,-99,-99,-99,0.307,0
82820174,82820174,"",11.57884218,"",0.95,3,-99,-99,-99,-99,-99,-99,0.1517,0
82820186,82820186,"",23.03837391,"",1.41,3,-99,-99,-99,-99,-99,-99,0.2254,0
82820208,82820208,"",12.73358779,"Schneider Lake",1.35,3,-99,-99,-99,-99,-99,-99,1.3774,0
82820212,82820212,"",22.9182837,"Pine Island Lake",1.69,3,-99,-99,-99,-99,-99,-99,5.0883,0
82820240,82820240,"",10.30253817,"",1.04,3,-99,-99,-99,-99,-99,-99,0.2189,0
82820244,82820244,"",18.99086196,"",1.3,3,-99,-99,-99,-99,-99,-99,0.1109,0
82820250,82820250,"",12.06449227,"Wood Lake",0.88,3,-99,-99,-99,-99,-99,-99,0.4871,0
82820284,82820284,"",49.0346977,"Hart Lake",2.32,3,-99,-99,-99,-99,-99,-99,2.5912,0
82820286,82820286,"",8.208923539,"Ergang Lake",0.7,3,-99,-99,-99,-99,-99,-99,0.333,0
82820288,82820288,"",9.333388892,"",0.8,3,-99,-99,-99,-99,-99,-99,0.0572,0
82820294,82820294,"",22.81117656,"Burns Lake",1.23,3,-99,-99,-99,-99,-99,-99,0.1583,0
82820306,82820306,"",12.57294749,"",0.88,3,-99,-99,-99,-99,-99,-99,0.0581,0
82820314,82820314,"",5.953194545,"",0.63,3,-99,-99,-99,-99,-99,-99,0.0836,0
82820316,82820316,"",7.915696338,"Dalton Lake",0.69,3,-99,-99,-99,-99,-99,-99,0.0887,0
82820318,82820318,"",128.4465898,"Little Blue Lake",4.15,3,-99,-99,-99,-99,-99,-99,8.9084,0
82820320,82820320,"",53.01927099,"Owasippe Lake",1.88,3,-99,-99,-99,-99,-99,-99,0.2054,0
82820336,82820336,"",11.20802858,"",1.11,3,-99,-99,-99,-99,-99,-99,0.0364,0
82820354,82820354,"",34.80808622,"Austin Lake",1.64,3,-99,-99,-99,-99,-99,-99,0.5128,0
82820358,82820358,"",6.783700323,"",0.67,3,-99,-99,-99,-99,-99,-99,0.2487,0
82820362,82820362,"",19.97279504,"",1.2,3,-99,-99,-99,-99,-99,-99,0.3297,0
82820364,82820364,"",5.250705954,"",0.53,3,-99,-99,-99,-99,-99,-99,0.0578,0
82820368,82820368,"",15.72104487,"",1.08,3,-99,-99,-99,-99,-99,-99,7.2866,0
82820372,82820372,"",23.1914556,"",1.25,3,-99,-99,-99,-99,-99,-99,0.1946,0
82820376,82820376,"",97.73780873,"Fox Lake",2.56,3,-99,-99,-99,-99,-99,-99,0.0878,0
82820378,82820378,"",35.44298266,"Goose Egg Lake",1.91,3,-99,-99,-99,-99,-99,-99,0.3075,0
82820382,82820382,"",6.24620555,"Mill Pond",1.33,1,3,5,0,0,1,2576.392121,0.2689,1
82820398,82820398,"",2576.392121,"White Lake",30.55,1,5,448,45,1588,0,0,16.888,1
82820400,82820400,"",214.8486404,"Duck Lake",4.44,1,3,7,0,0,1,25.819056,3.9925,1
82820402,82820402,"",25.81905617,"",1.36,1,3,7,1,214,0,0,0.1987,1
82820404,82820404,"",520.9188887,"Mona Lake",9.88,1,3,46,1,784,2,100.898504,6.5432,1
82820406,82820406,"",35.79380219,"",1.77,1,3,48,2,1305,1,65.104702,0.433,1
82820408,82820408,"",65.10470189,"",2.51,1,4,55,3,1341,0,0,1.1402,1
82820410,82820410,"",227.4090968,"Little Black Lake",4.39,1,2,6,0,0,0,0,2.8274,1
83826083,83826083,"",171.5224596,"Monocle Lake",3.59,1,1,1,1,81,0,0,3.4002,1
83826085,83826085,"",9.073181167,"North Pond",1.16,3,-99,-99,-99,-99,-99,-99,0.2532,0
83826087,83826087,"",81.45455337,"Spectacle Lake",3.36,1,1,1,0,0,1,171.52246,2.2889,1
83826091,83826091,"",14.47915949,"South Pond",1.03,3,-99,-99,-99,-99,-99,-99,0.0428,0
83826095,83826095,"",9.830742306,"",0.91,3,-99,-99,-99,-99,-99,-99,1.585,0
83826101,83826101,"",6.469183948,"Naomikong Pond",0.68,3,-99,-99,-99,-99,-99,-99,0.3326,0
83826149,83826149,"",10.28662515,"Naomikong Lake",1.15,2,1,0,0,0,0,0,1.5524,0
83826165,83826165,"",216.4766595,"Pendills Lake",14.91,1,2,5,0,0,0,0,7.1722,1
83826187,83826187,"",8.507861324,"",0.75,1,1,1,0,0,0,0,0.0734,1
83826197,83826197,"",10.67026212,"",1.71,1,2,2,0,0,0,0,0.2147,1
83826219,83826219,"",122.2699806,"McNearney Lake",3.14,3,-99,-99,-99,-99,-99,-99,0.8778,0
83826223,83826223,"",19.71105308,"Duck Lake",1.4,3,-99,-99,-99,-99,-99,-99,0.4638,0
83826227,83826227,"",15.85470261,"Avery Lake",1.08,3,-99,-99,-99,-99,-99,-99,0.4921,0
83826235,83826235,"",252.0563802,"Piatt Lake",10.02,3,-99,-99,-99,-99,-99,-99,11.9262,0
83826241,83826241,"",41.31968685,"Johnson Lake",1.78,3,-99,-99,-99,-99,-99,-99,0.5051,0
83826247,83826247,"",7.245379832,"",0.96,1,1,1,0,0,1,5.601298,0.0675,1
83826257,83826257,"",5.601297821,"",0.66,1,1,1,1,7,0,0,0.0444,1
83826269,83826269,"",13.59306693,"",1.75,2,1,0,0,0,0,0,0.3481,0
83826273,83826273,"",5.900353104,"Riordan Lake",0.72,1,1,1,0,0,0,0,0.0848,1
83826279,83826279,"",7.626029701,"",1.02,3,-99,-99,-99,-99,-99,-99,1.1665,0
83826281,83826281,"",14.39506917,"",1.32,1,2,2,0,0,0,0,0.126,1
83826287,83826287,"",8.018337891,"",0.9,3,-99,-99,-99,-99,-99,-99,0.0544,0
83826359,83826359,"",17.7450825,"",1.48,3,-99,-99,-99,-99,-99,-99,1.2548,0
83826365,83826365,"",5.179438469,"Eagle Lake",0.68,1,1,1,0,0,0,0,0.2322,1
83826367,83826367,"",19.55786828,"",1.56,2,1,0,0,0,0,0,0.6887,0
83826377,83826377,"",9.931104595,"",0.99,3,-99,-99,-99,-99,-99,-99,0.2646,0
83826393,83826393,"",5.595081024,"",0.61,3,-99,-99,-99,-99,-99,-99,2.7021,0
83826395,83826395,"",10.29975247,"",1.23,2,1,0,0,0,0,0,2.4031,0
83826409,83826409,"",5.523982679,"",1.04,1,2,3,1,106,0,0,0.2664,1
83826435,83826435,"",106.403828,"Sylvester Impoundment",5.37,1,2,2,0,0,1,5.523983,0.6142,1
83826439,83826439,"",8.667821947,"Mud Lake",0.82,1,1,1,0,0,0,0,0.4851,1
