"IHDID","IHDLKID","NEW_KEY","ACRES_IHD","GNIS_NAME","PERIM_KM","LAKE_CODE","STRAHLER","LINK","UP_LAKES","UP_LAKE_ACRES","DOWN_LAKES","DOWN_LAKE_ACRES","WL_KM2","UPSTREAM_CATCH"
973,973,"31-1019",13.58358141,"",1.02,3,-99,-99,-99,-99,-99,-99,0.2375,0
998,998,"31-1033",9.120882364,"",0.82,3,-99,-99,-99,-99,-99,-99,0.1745,0
1028,1028,"31-1046",14.39575761,"",1,3,-99,-99,-99,-99,-99,-99,1.722,0
1142,1142,"",5.341017087,"",0.85,3,-99,-99,-99,-99,-99,-99,0.1486,0
1475,1475,"31-826",27.23018884,"",1.33,3,-99,-99,-99,-99,-99,-99,1.1512,0
1887,1887,"",5.942503968,"",1.36,3,-99,-99,-99,-99,-99,-99,0.4977,0
2086,2086,"31-765",11.2440945,"",1.35,3,-99,-99,-99,-99,-99,-99,0.8522,0
2187,2187,"",8.26742407,"",0.96,3,-99,-99,-99,-99,-99,-99,1.3875,0
2481,2481,"66-567",10.85589277,"",1.21,3,-99,-99,-99,-99,-99,-99,0.1074,0
2913,2913,"31-818",81.6784987,"",2.79,3,-99,-99,-99,-99,-99,-99,1.6863,0
3007,3007,"",9.597086007,"",2.01,3,-99,-99,-99,-99,-99,-99,0.6001,0
3151,3151,"",5.687938962,"",1.05,3,-99,-99,-99,-99,-99,-99,0.3103,0
3207,3207,"",7.091318903,"",0.91,3,-99,-99,-99,-99,-99,-99,0.2192,0
3216,3216,"",6.910314684,"",1.37,2,1,0,0,0,3,9737.204671,0.2282,0
3934,3934,"",7.120777899,"",0.82,3,-99,-99,-99,-99,-99,-99,0.3621,0
3958,3958,"",7.337766826,"",0.72,3,-99,-99,-99,-99,-99,-99,0.493,0
4032,4032,"7-585",51.8783071,"",2.17,3,-99,-99,-99,-99,-99,-99,1.6848,0
5000,5000,"",5.783175688,"",0.69,2,1,0,0,0,4,10504.05056,0.13,0
5105,5105,"",5.523797101,"",0.68,3,-99,-99,-99,-99,-99,-99,0.334,0
5180,5180,"",7.855346099,"",1.26,1,2,2,1,6,4,10504.05056,1.0225,1
5215,5215,"",5.690418589,"",0.75,1,1,1,1,23,16,15750.77367,0.1211,1
5447,5447,"",8.365302263,"",1.02,3,-99,-99,-99,-99,-99,-99,1.194,0
5562,5562,"7-437",25.39358052,"",1.71,3,-99,-99,-99,-99,-99,-99,1.3166,0
5799,5799,"27-1146",57.92600596,"",6.11,1,5,199,22,4079,0,0,1.5743,1
6573,6573,"7-231",17.94268915,"",2.77,1,2,6,2,20,16,16175.93401,1.0662,1
6661,6661,"",5.808646965,"",0.59,3,-99,-99,-99,-99,-99,-99,0.0065,0
6959,6959,"27-1154",12.9434413,"",0.95,3,-99,-99,-99,-99,-99,-99,0.0189,0
6962,6962,"27-1155",35.72877008,"",1.53,3,-99,-99,-99,-99,-99,-99,0.4243,0
7036,7036,"2-799",16.75007259,"",1.81,3,-99,-99,-99,-99,-99,-99,4.8134,0
7095,7095,"2-572",43.70778034,"",1.95,3,-99,-99,-99,-99,-99,-99,0.7459,0
7200,7200,"2-801",12.79890652,"",0.9,3,-99,-99,-99,-99,-99,-99,0.1463,0
7245,7245,"2-802",11.06459456,"",0.96,3,-99,-99,-99,-99,-99,-99,0.3448,0
7250,7250,"2-587",21.77007577,"",1.55,3,-99,-99,-99,-99,-99,-99,0.2558,0
7449,7449,"2-585",10.47037909,"",0.81,3,-99,-99,-99,-99,-99,-99,1.8689,0
7472,7472,"2-583",48.11307142,"",3.24,3,-99,-99,-99,-99,-99,-99,1.612,0
7495,7495,"27-1161",15.58424054,"",1.12,3,-99,-99,-99,-99,-99,-99,0.1111,0
7526,7526,"2-525",97.75248742,"",6.12,3,-99,-99,-99,-99,-99,-99,3.7526,0
7642,7642,"2-798",21.27733244,"",2.03,3,-99,-99,-99,-99,-99,-99,0.1613,0
7757,7757,"",5.34188876,"",0.63,3,-99,-99,-99,-99,-99,-99,0.035,0
7844,7844,"2-736",35.8185266,"",2.55,3,-99,-99,-99,-99,-99,-99,0.4783,0
7860,7860,"2-553",16.56073138,"",1.4,3,-99,-99,-99,-99,-99,-99,0.8584,0
7864,7864,"2-556",20.15291877,"",1.38,3,-99,-99,-99,-99,-99,-99,1.4768,0
7956,7956,"2-559",19.12262776,"",1.21,3,-99,-99,-99,-99,-99,-99,2.6275,0
7970,7970,"2-550",11.00892649,"",0.95,3,-99,-99,-99,-99,-99,-99,2.3378,0
8489,8489,"75-913",21.92001252,"",1.28,3,-99,-99,-99,-99,-99,-99,2.1952,0
8644,8644,"52-1075",75.35569487,"",4.42,3,-99,-99,-99,-99,-99,-99,1.6541,0
8659,8659,"",5.233028706,"",1.42,1,2,2,0,0,12,11961.4015,0.178,1
8688,8688,"52-1074",17.62741565,"",1.1,3,-99,-99,-99,-99,-99,-99,0.5399,0
8722,8722,"52-1095",7.067740896,"",1.26,3,-99,-99,-99,-99,-99,-99,0.0999,0
8785,8785,"52-1093",12.23868138,"",1.04,3,-99,-99,-99,-99,-99,-99,0.4591,0
8790,8790,"",6.215689072,"",0.72,3,-99,-99,-99,-99,-99,-99,1.0708,0
9231,9231,"31-39",16.76457799,"",3.21,1,2,5,3,53,1,12.314015,2.6789,1
9497,9497,"",6.101978228,"",0.7,1,2,2,1,7,9,10901.31254,0.0501,1
10024,10024,"36-1501",165.5746522,"",5.75,3,-99,-99,-99,-99,-99,-99,1.4402,0
10174,10174,"",5.321992588,"",0.56,3,-99,-99,-99,-99,-99,-99,0.04,0
10445,10445,"",5.116876637,"",0.63,3,-99,-99,-99,-99,-99,-99,0.016,0
10553,10553,"36-1521",12.18928226,"",1.15,3,-99,-99,-99,-99,-99,-99,0.8508,0
10711,10711,"",5.843952212,"",0.73,3,-99,-99,-99,-99,-99,-99,0.1845,0
10862,10862,"36-1537",18.46347826,"",1.11,3,-99,-99,-99,-99,-99,-99,1.3051,0
10866,10866,"36-1536",64.39669125,"",2.14,3,-99,-99,-99,-99,-99,-99,0.3664,0
10893,10893,"2-369",9.287563411,"",1.13,2,1,0,0,0,1,843.361028,0.342,0
11472,11472,"",7.031657754,"",1.11,3,-99,-99,-99,-99,-99,-99,0.2007,0
12514,12514,"27-769",14.60619128,"",1.03,3,-99,-99,-99,-99,-99,-99,0.152,0
12795,12795,"52-536",5.649442957,"",0.79,3,-99,-99,-99,-99,-99,-99,0.4045,0
12806,12806,"",5.364329182,"",0.61,1,1,1,0,0,11,6256.354106,0.0317,1
12941,12941,"",7.298284392,"",0.97,3,-99,-99,-99,-99,-99,-99,0.064,0
13101,13101,"52-537",53.76484503,"",2.77,3,-99,-99,-99,-99,-99,-99,0.8192,0
13329,13329,"",5.946415548,"",0.73,3,-99,-99,-99,-99,-99,-99,0.0207,0
13581,13581,"36-993",8.704895157,"",0.75,3,-99,-99,-99,-99,-99,-99,0.0973,0
14354,14354,"36-943",17.78091134,"",1.12,3,-99,-99,-99,-99,-99,-99,0.2345,0
14525,14525,"",9.916368266,"",1.43,3,-99,-99,-99,-99,-99,-99,0.1209,0
14609,14609,"",5.677675844,"",0.85,1,3,5,3,218,10,10994.87049,0.6007,1
14975,14975,"36-666",8.75459833,"",1.27,3,-99,-99,-99,-99,-99,-99,0.8797,0
15122,15122,"52-87",14.23204575,"",1.11,3,-99,-99,-99,-99,-99,-99,2.1664,0
15259,15259,"52-88",5.94809421,"",0.8,3,-99,-99,-99,-99,-99,-99,0.8929,0
15379,15379,"",6.135075436,"",0.68,3,-99,-99,-99,-99,-99,-99,0.1971,0
15583,15583,"",8.18337912,"",0.71,3,-99,-99,-99,-99,-99,-99,0.6844,0
16139,16139,"22-366",93.55794732,"",3.7,1,5,444,176,11293,9,10901.31254,1.4345,1
16598,16598,"",9.085936249,"",0.87,3,-99,-99,-99,-99,-99,-99,0.6567,0
16693,16693,"",6.559014796,"",1.28,1,1,1,0,0,9,10901.31254,0.8161,1
16848,16848,"22-389",10.26658082,"",1.23,1,1,1,1,19,4,1021.879613,2.1334,1
17211,17211,"36-451",21.2169725,"",2.01,3,-99,-99,-99,-99,-99,-99,0.5292,0
17242,17242,"22-232",10.47447255,"",1.18,3,-99,-99,-99,-99,-99,-99,1.1061,0
17554,17554,"49-275",8.761207395,"",0.7,3,-99,-99,-99,-99,-99,-99,0.2202,0
17891,17891,"",5.872168214,"",1.27,3,-99,-99,-99,-99,-99,-99,10.3503,0
18460,18460,"36-136",9.424740327,"",0.77,3,-99,-99,-99,-99,-99,-99,1.0992,0
18466,18466,"",5.269032656,"",0.62,1,1,1,0,0,6,2708.866296,0.0603,1
18561,18561,"21-454",13.27332415,"",1.4,3,-99,-99,-99,-99,-99,-99,0.5486,0
18584,18584,"",6.195449122,"",1.25,3,-99,-99,-99,-99,-99,-99,0.0977,0
18591,18591,"36-76",13.09510647,"",1.17,1,1,1,0,0,10,6203.674513,1.6943,1
18706,18706,"21-263",73.94810612,"",3.26,3,-99,-99,-99,-99,-99,-99,2.1803,0
18759,18759,"",5.411829941,"",1.63,3,-99,-99,-99,-99,-99,-99,12.1233,0
18781,18781,"17-61",14.10038091,"",1.24,3,-99,-99,-99,-99,-99,-99,1.5302,0
19053,19053,"17-32-C",28.59472144,"",3.08,1,2,4,2,262,2,675.637885,5.0927,1
19066,19066,"21-264",51.81041024,"",1.68,3,-99,-99,-99,-99,-99,-99,0.5806,0
19109,19109,"",9.732918367,"",0.78,3,-99,-99,-99,-99,-99,-99,2.6695,0
19156,19156,"36-77",305.0576109,"",17.77,1,5,267,56,5673,9,5898.616902,6.1272,1
19322,19322,"21-281",11.64398599,"",0.91,3,-99,-99,-99,-99,-99,-99,0.3231,0
19758,19758,"49-442",13.33677907,"",0.93,1,6,1385,-99,-99,-99,-99,0.2431,0
19780,19780,"",5.764986962,"",1.01,3,-99,-99,-99,-99,-99,-99,1.1854,0
19829,19829,"17-49",12.69060836,"",1.25,3,-99,-99,-99,-99,-99,-99,2.3267,0
19840,19840,"21-295",9.249902376,"",0.84,3,-99,-99,-99,-99,-99,-99,0.2843,0
20747,20747,"",6.329927684,"",1.02,1,2,2,2,94,4,1293.15547,0.0775,1
20804,20804,"22-109",725.9859184,"",28.95,1,5,502,412,36342,5,1780.184728,7.0859,1
21266,21266,"49-4",42.56580458,"",3.79,3,-99,-99,-99,-99,-99,-99,1.0652,0
21303,21303,"49-3",7.425386625,"",0.69,3,-99,-99,-99,-99,-99,-99,0.3918,0
21306,21306,"49-1",166.5191799,"",4.07,3,-99,-99,-99,-99,-99,-99,3.4404,0
21322,21322,"",9.517017204,"",1.02,3,-99,-99,-99,-99,-99,-99,0.2997,0
21392,21392,"49-8",253.9213459,"",7.91,3,-99,-99,-99,-99,-99,-99,3.9909,0
21398,21398,"",5.364289365,"",1.14,3,-99,-99,-99,-99,-99,-99,1.8954,0
21401,21401,"49-11",28.51372389,"",1.84,3,-99,-99,-99,-99,-99,-99,0.8762,0
21506,21506,"49-12",13.24126603,"",1.32,3,-99,-99,-99,-99,-99,-99,0.4581,0
21523,21523,"49-453",11.6509036,"",0.99,3,-99,-99,-99,-99,-99,-99,1.3457,0
21530,21530,"",5.797487497,"",0.69,1,1,1,2,839,0,0,0.108,1
21560,21560,"",6.069406577,"",0.65,3,-99,-99,-99,-99,-99,-99,2.3858,0
21563,21563,"",5.161888666,"",0.94,3,-99,-99,-99,-99,-99,-99,1.4213,0
21651,21651,"24-90",18.59602981,"",1.09,3,-99,-99,-99,-99,-99,-99,0.5955,0
21654,21654,"16-293",47.87273725,"",1.81,3,-99,-99,-99,-99,-99,-99,0.482,0
21666,21666,"16-295",5.2271305,"",0.7,1,1,1,0,0,2,839.66952,0.2909,1
22087,22087,"",8.368992613,"",1.72,1,2,2,0,0,0,0,0.1592,1
22187,22187,"55-96",10.92579306,"",2.83,1,3,5,0,0,0,0,0.5424,1
22312,22312,"55-97",10.13461938,"",1.45,1,2,4,0,0,1,5.003862,0.5321,1
22493,22493,"",5.003862481,"",1.2,1,3,12,1,10,0,0,0.3314,1
22846,22846,"71-189",15.70419626,"",1.78,1,2,4,-99,-99,-99,-99,0.877,0
23693,23693,"",5.626543855,"",0.82,1,2,3,2,143,2,10312.20505,1.3167,1
27383,27383,"10-51",304.9690209,"",11.42,1,4,124,-99,-99,-99,-99,6.9525,0
27611,27611,"40-11",10.17071994,"",0.96,3,-99,-99,-99,-99,-99,-99,0.009,0
28052,28052,"57-133",169.4517371,"",5.01,3,-99,-99,-99,-99,-99,-99,3.7275,0
28089,28089,"",5.459064002,"",0.87,3,-99,-99,-99,-99,-99,-99,0.2881,0
28108,28108,"51-162",7.58311431,"",0.67,3,-99,-99,-99,-99,-99,-99,0.0231,0
28161,28161,"51-167",242.7878071,"",13.03,1,4,32,-99,-99,-99,-99,2.5263,0
28746,28746,"83-163",6.411926799,"",0.73,3,-99,-99,-99,-99,-99,-99,0.4103,0
29073,29073,"51-142",2114.587789,"",18.65,1,3,31,-99,-99,-99,-99,9.1886,0
30038,30038,"35-246",14.1455569,"",2.53,1,3,6,0,0,0,0,1.118,1
30295,30295,"51-169",16.37857723,"",1.23,3,-99,-99,-99,-99,-99,-99,0.4215,0
30766,30766,"51-67",15.13671496,"",1.54,1,2,5,0,0,0,0,0.2923,1
30796,30796,"72-11",5.112894096,"",0.71,3,-99,-99,-99,-99,-99,-99,3.2519,0
30913,30913,"72-35",6.756120444,"",0.64,3,-99,-99,-99,-99,-99,-99,3.2647,0
31174,31174,"72-43",5.668833755,"",1.05,3,-99,-99,-99,-99,-99,-99,0.1292,0
31490,31490,"67-363",9.309911205,"",0.88,3,-99,-99,-99,-99,-99,-99,4.8923,0
31686,31686,"18-275",5.86283395,"",0.58,3,-99,-99,-99,-99,-99,-99,2.7224,0
32432,32432,"",5.616142768,"",0.92,3,-99,-99,-99,-99,-99,-99,0.1525,0
32477,32477,"67-247",42.87597716,"",2.46,3,-99,-99,-99,-99,-99,-99,0.8938,0
33758,33758,"53-211",7.964629107,"",0.83,3,-99,-99,-99,-99,-99,-99,0.5232,0
33818,33818,"53-210",14.92427002,"",1.08,3,-99,-99,-99,-99,-99,-99,0.2395,0
33831,33831,"53-212",6.293727602,"",1.2,3,-99,-99,-99,-99,-99,-99,0.0431,0
34782,34782,"",5.07788813,"",0.59,3,-99,-99,-99,-99,-99,-99,0.1978,0
36182,36182,"",9.943037569,"",1.41,3,-99,-99,-99,-99,-99,-99,0.0528,0
36259,36259,"",6.172723721,"",0.78,3,-99,-99,-99,-99,-99,-99,0.0856,0
36353,36353,"",5.975070315,"",0.88,3,-99,-99,-99,-99,-99,-99,1.2676,0
36452,36452,"",6.281907146,"",1.34,3,-99,-99,-99,-99,-99,-99,0.0469,0
36591,36591,"56-18",36.99113635,"",3.1,3,-99,-99,-99,-99,-99,-99,0.4977,0
36660,36660,"54-205",47.62996129,"",6.53,1,4,87,23,3721,3,767.252295,1.449,1
36752,36752,"54-245",5.806031528,"",0.59,3,-99,-99,-99,-99,-99,-99,0.113,0
36819,36819,"",6.231104851,"",1.39,1,3,4,1,5,2,1412.450945,1.0042,1
36970,36970,"62-475",10.29425428,"",0.98,3,-99,-99,-99,-99,-99,-99,0.0434,0
37047,37047,"",5.883130093,"",0.77,3,-99,-99,-99,-99,-99,-99,0.3055,0
37578,37578,"",6.114818859,"",0.85,2,1,0,0,0,1,23.621836,0.9238,0
37756,37756,"64-192",19.30931241,"",1.12,3,-99,-99,-99,-99,-99,-99,0.0816,0
37780,37780,"54-104",6.298747865,"",0.64,3,-99,-99,-99,-99,-99,-99,1.1474,0
37852,37852,"",8.028988827,"",0.74,3,-99,-99,-99,-99,-99,-99,0.2638,0
37953,37953,"",5.473823797,"",1.02,3,-99,-99,-99,-99,-99,-99,0.0733,0
37973,37973,"",6.693887035,"",0.78,3,-99,-99,-99,-99,-99,-99,3.2597,0
38083,38083,"64-114",22.92260005,"",1.29,3,-99,-99,-99,-99,-99,-99,4.201,0
38458,38458,"64-127",11.17102948,"",1.37,1,2,3,0,0,0,0,0.2511,1
38782,38782,"64-29",5.011126827,"",0.58,3,-99,-99,-99,-99,-99,-99,0.2758,0
38846,38846,"",9.491291165,"",0.79,3,-99,-99,-99,-99,-99,-99,0.2715,0
38848,38848,"",8.115117053,"",0.73,3,-99,-99,-99,-99,-99,-99,1.8603,0
39313,39313,"",7.868860145,"",0.71,2,1,0,0,0,2,2629.430896,0.9272,0
40689,40689,"",9.258843647,"",1.08,3,-99,-99,-99,-99,-99,-99,0.0339,0
41055,41055,"61-127",12.32142883,"",1.21,1,2,2,0,0,0,0,0.273,1
41424,41424,"",5.634674464,"",0.78,3,-99,-99,-99,-99,-99,-99,0.5852,0
42183,42183,"61-242",17.98010699,"",1.76,3,-99,-99,-99,-99,-99,-99,2.9828,0
42212,42212,"74-52",16.81181299,"",1.5,3,-99,-99,-99,-99,-99,-99,0.1557,0
42253,42253,"61-48",20.67789687,"",1.48,3,-99,-99,-99,-99,-99,-99,1.0889,0
42369,42369,"",9.265702113,"",0.91,3,-99,-99,-99,-99,-99,-99,0.0102,0
42374,42374,"",5.074501016,"",0.78,3,-99,-99,-99,-99,-99,-99,1.1451,0
43643,43643,"77-196.1",53.88573833,"",6.09,1,5,624,2,60,0,0,1.0751,1
44010,44010,"",6.871369715,"",0.67,3,-99,-99,-99,-99,-99,-99,0.0591,0
44914,44914,"77-203",15.25361784,"",1.21,3,-99,-99,-99,-99,-99,-99,0.1758,0
45995,45995,"41-767",19.19711176,"",2.62,3,-99,-99,-99,-99,-99,-99,0.0824,0
46319,46319,"41-791",10.16182032,"",0.84,3,-99,-99,-99,-99,-99,-99,0.1052,0
46936,46936,"76-52",7.639957906,"",0.67,3,-99,-99,-99,-99,-99,-99,0.165,0
46987,46987,"",8.893074794,"",1.1,3,-99,-99,-99,-99,-99,-99,0.1032,0
47777,47777,"",8.748693579,"",1.11,1,3,10,3,227,4,158.345591,0.0785,1
48074,48074,"",6.913554212,"",0.74,3,-99,-99,-99,-99,-99,-99,0.054,0
48359,48359,"76-116",27.45550793,"",1.39,3,-99,-99,-99,-99,-99,-99,0.0067,0
48449,48449,"50-157",8.242794498,"",1.27,1,5,137,9,664,3,638.012628,0.4499,1
48703,48703,"25-165",11.13322102,"",2.02,1,5,99,27,1346,2,72.806657,1.4174,1
48953,48953,"76-34",17.35548448,"",1.21,3,-99,-99,-99,-99,-99,-99,0.5881,0
49243,49243,"76-37",20.83510618,"",1.24,3,-99,-99,-99,-99,-99,-99,1.9695,0
49249,49249,"70-191",6.956753424,"",0.73,3,-99,-99,-99,-99,-99,-99,0.0589,0
49672,49672,"",7.072440075,"",1.71,3,-99,-99,-99,-99,-99,-99,0.2095,0
50085,50085,"33-154",28.24942988,"",2.99,3,-99,-99,-99,-99,-99,-99,0.245,0
50440,50440,"",5.732418861,"",0.69,3,-99,-99,-99,-99,-99,-99,0.0806,0
50701,50701,"3-458",9.152328093,"",0.77,3,-99,-99,-99,-99,-99,-99,0.0726,0
51556,51556,"",6.748689136,"",0.73,3,-99,-99,-99,-99,-99,-99,0.0018,0
52568,52568,"3-297",310.559514,"",8.5,1,6,1022,221,17771,0,0,2.3058,1
52744,52744,"",9.25505308,"",0.76,3,-99,-99,-99,-99,-99,-99,0.0642,0
53206,53206,"",6.229270759,"",1.11,1,3,10,2,15,1,12.069197,0.8248,1
54286,54286,"",8.747745133,"",0.73,3,-99,-99,-99,-99,-99,-99,0.1619,0
54862,54862,"63-89",12.06919741,"",5.17,1,4,44,9,116,0,0,0.558,1
54954,54954,"33-171",11.53642574,"",1.42,1,2,5,3,57,3,758.202684,0.2217,1
55698,55698,"3-168",91.81034364,"",4.66,1,5,682,177,13483,2,2009.567494,0.5789,1
55725,55725,"",5.396168173,"",0.57,3,-99,-99,-99,-99,-99,-99,0.1878,0
55957,55957,"63-7",13.05581545,"",1.02,1,1,1,0,0,14,3908.442774,0.8695,1
57154,57154,"81-106",9.429773512,"",0.79,3,-99,-99,-99,-99,-99,-99,2.0943,0
57230,57230,"",6.885911243,"",0.73,3,-99,-99,-99,-99,-99,-99,0.0546,0
57341,57341,"81-104",5.649621315,"",0.76,3,-99,-99,-99,-99,-99,-99,0.1975,0
57457,57457,"",5.782235461,"",0.58,3,-99,-99,-99,-99,-99,-99,0.0572,0
57829,57829,"",6.036503863,"",0.94,3,-99,-99,-99,-99,-99,-99,1.6498,0
58026,58026,"",5.472660956,"",0.87,3,-99,-99,-99,-99,-99,-99,0.3535,0
58040,58040,"82-56",91.40806177,"",5.65,1,5,209,12,836,1,13.39739,1.6094,1
58381,58381,"",7.01304158,"",0.94,3,-99,-99,-99,-99,-99,-99,0.2045,0
58513,58513,"81-411",9.285639348,"",0.87,3,-99,-99,-99,-99,-99,-99,0.1309,0
58793,58793,"38-43",7.53134063,"",0.68,3,-99,-99,-99,-99,-99,-99,0.2374,0
58884,58884,"81-178",21.69020335,"",3.07,1,5,61,14,664,7,2943.078559,0.9077,1
59154,59154,"",8.794483547,"",1.11,1,1,1,0,0,8,2964.768762,0.3177,1
59498,59498,"80-172",14.9712631,"",2.08,1,4,64,10,648,0,0,1.306,1
60407,60407,"69-366",13.71557646,"",1.49,3,-99,-99,-99,-99,-99,-99,0.2899,0
60479,60479,"",7.018932097,"",1.11,1,1,1,0,0,8,2964.768762,0.0857,1
60645,60645,"",5.114771083,"",0.92,3,-99,-99,-99,-99,-99,-99,0.3917,0
60708,60708,"81-409",10.92500645,"",0.92,3,-99,-99,-99,-99,-99,-99,0.1752,0
60787,60787,"",6.772307789,"",0.86,1,2,3,0,0,3,758.202684,0.069,1
61091,61091,"81-379",37.27812914,"",1.65,1,2,3,0,0,0,0,0.4462,1
61668,61668,"",5.232663101,"",1.14,3,-99,-99,-99,-99,-99,-99,0.6362,0
61693,61693,"",5.247916869,"",0.63,3,-99,-99,-99,-99,-99,-99,0.098,0
61831,61831,"82-247",10.16553548,"",4.32,1,4,50,0,0,0,0,1.7249,1
62392,62392,"",5.286560288,"",0.64,3,-99,-99,-99,-99,-99,-99,0.096,0
62631,62631,"81-369.1",11.57123524,"",0.95,3,-99,-99,-99,-99,-99,-99,0.031,0
62982,62982,"39-315",8.190122479,"",1.29,3,-99,-99,-99,-99,-99,-99,0.8117,0
65009,65009,"",7.537006824,"",0.76,3,-99,-99,-99,-99,-99,-99,0.0812,0
65056,65056,"",9.748740576,"",0.9,3,-99,-99,-99,-99,-99,-99,0.0366,0
65076,65076,"",6.87043698,"",0.8,3,-99,-99,-99,-99,-99,-99,0.1809,0
65429,65429,"",5.550118353,"",0.75,3,-99,-99,-99,-99,-99,-99,0.02,0
65703,65703,"30-27",83.1834192,"",6.1,3,-99,-99,-99,-99,-99,-99,5.7739,0
65744,65744,"30-363",38.61007899,"",2.71,3,-99,-99,-99,-99,-99,-99,1.9977,0
65810,65810,"",5.173672394,"",0.57,3,-99,-99,-99,-99,-99,-99,0.4775,0
65995,65995,"46-27",14.47083544,"",1.4,3,-99,-99,-99,-99,-99,-99,0.8839,0
66063,66063,"",8.671261683,"",0.8,3,-99,-99,-99,-99,-99,-99,0.0054,0
66316,66316,"",5.215788406,"",0.64,3,-99,-99,-99,-99,-99,-99,0.036,0
66416,66416,"",5.006297922,"",0.86,3,-99,-99,-99,-99,-99,-99,0.1995,0
66659,66659,"58-152",7.73240149,"",0.84,3,-99,-99,-99,-99,-99,-99,0.0723,0
67702,67702,"58-345",10.41462223,"",0.87,3,-99,-99,-99,-99,-99,-99,0.0281,0
68133,68133,"",5.012286709,"",0.62,3,-99,-99,-99,-99,-99,-99,0.0132,0
68307,68307,"30-223",74.66432394,"",3.18,3,-99,-99,-99,-99,-99,-99,3.1143,0
68479,68479,"58-344",43.00250097,"",1.97,1,1,1,0,0,0,0,0.4121,1
68499,68499,"",5.69944617,"",0.67,3,-99,-99,-99,-99,-99,-99,0.0167,0
68602,68602,"",7.056495589,"",0.73,3,-99,-99,-99,-99,-99,-99,0.1474,0
68643,68643,"",7.604950539,"",0.84,3,-99,-99,-99,-99,-99,-99,0.1225,0
68659,68659,"58-343",11.98484416,"",1.15,3,-99,-99,-99,-99,-99,-99,0.0667,0
68840,68840,"",5.885541844,"",0.65,3,-99,-99,-99,-99,-99,-99,0.0334,0
68845,68845,"58-326",7.444095163,"",0.82,3,-99,-99,-99,-99,-99,-99,0.1159,0
69018,69018,"58-319",32.2606567,"",1.71,3,-99,-99,-99,-99,-99,-99,0.0022,0
69088,69088,"58-332",19.08248317,"",1.14,3,-99,-99,-99,-99,-99,-99,0.0052,0
69191,69191,"",9.243056805,"",0.99,3,-99,-99,-99,-99,-99,-99,0.0464,0
69862,69862,"49-7",440.4154966,"",8.74,3,-99,-99,-99,-99,-99,-99,15.7807,0
69863,69863,"49-446",200.1343219,"",5.23,3,-99,-99,-99,-99,-99,-99,2.4855,0
70200,70200,"79-44",106.9884862,"",7.3,1,5,711,4,154,1,23.621836,1.6262,1
70205,70205,"78-65",490.1402348,"",18.97,1,6,537,100,10078,5,1268.44717,10.1687,1
70219,70219,"12-140",6.065596342,"",0.84,1,1,1,0,0,9,2385.24644,0.1292,1
70226,70226,"14-271",15.83314651,"",1.04,3,-99,-99,-99,-99,-99,-99,2.2556,0
70228,70228,"17-309",90.89093662,"",5.31,3,-99,-99,-99,-99,-99,-99,2.5929,0
70232,70232,"17-533",28.25515944,"",2.38,1,3,12,2,1955,1,273.005801,0.2559,1
70236,70236,"17-81",128.3827259,"",5.33,1,1,1,-99,-99,-99,-99,2.1437,0
70243,70243,"27-18",24.08842233,"",1.89,3,-99,-99,-99,-99,-99,-99,1.4231,0
70246,70246,"28-122",14.24201618,"",1.18,3,-99,-99,-99,-99,-99,-99,0.0796,0
70248,70248,"31-56",12.3140154,"",1.05,1,3,11,6,108,0,0,0.2561,1
70249,70249,"3-468",62.55837895,"",3.31,1,3,4,1,7,1,310.559514,0.8579,1
70250,70250,"3-49",18.63368906,"",1.12,3,-99,-99,-99,-99,-99,-99,0.373,0
70265,70265,"43-127",35.6831752,"",1.55,3,-99,-99,-99,-99,-99,-99,0.3608,0
70303,70303,"49-19",20.04327933,"",1.25,3,-99,-99,-99,-99,-99,-99,0.0701,0
70307,70307,"51-96",13.20122224,"",1.45,1,6,816,73,8348,1,1043.630603,0.2728,1
70308,70308,"52-839",44.8406969,"",2.22,1,5,330,127,9375,11,11029.03267,1.0784,1
70311,70311,"55-38",11.09439864,"",2.75,1,4,64,2,146,0,0,0.412,1
70335,70335,"20-125",78.29952428,"",5.66,1,2,4,3,2139,7,5803.906387,4.3627,1
70338,70338,"23-13",18.32886434,"",1.31,3,-99,-99,-99,-99,-99,-99,0.5901,0
70355,70355,"36-4",437.5620882,"",22.31,1,5,470,119,11424,6,2506.170646,9.1493,1
70359,70359,"60-57",11.26574924,"",0.94,1,2,2,0,0,3,1720.39592,0.2158,1
70364,70364,"77-1",10.00242619,"",1.29,1,6,1478,-99,-99,-99,-99,0.0175,0
70367,70367,"8-111",29.92164366,"",2.65,3,-99,-99,-99,-99,-99,-99,1.2672,0
70369,70369,"8-486",74.91489421,"",7.79,1,4,177,8,120,5,1168.86006,1.1608,1
70377,70377,"80-307",12.23053374,"",0.87,3,-99,-99,-99,-99,-99,-99,0.068,0
70396,70396,"72-2",18.69024362,"",1.65,3,-99,-99,-99,-99,-99,-99,1.2364,0
70441,70441,"78-18",552.9807528,"",27.62,1,6,536,99,9525,6,1758.587405,20.2852,1
70470,70470,"81-194",84.88895408,"",7.47,1,6,861,217,14854,4,2372.252718,4.4607,1
70471,70471,"70-116",91.94411989,"",5.21,1,2,5,0,0,0,0,1.3909,1
70480,70480,"66-560",304.4136576,"",7.13,3,-99,-99,-99,-99,-99,-99,0.5472,0
