"nhdid","new_key"
"110735487","52-504"
"110735625","36-849"
"110735547","52-614"
"110735573","36-1373"
"110735463","52-926"
"110735469","52-876"
"110735525","52-611"
"110735461","52-877"
"110735601","36-1370"
"110735563","36-1342"
"110735537","52-620"
"111860147","36-1802"
"111860249","36-1171"
"111860309","36-1164"
"111860289","36-1154"
"111860241","36-1159"
"111860241","36-1155"
"111860307","36-1160"
"111860033","36-952"
"111860299","36-1152"
"111860107","36-1800"
"111860279","36-1172"
"111860181","36-1022"
"111860311","36-1145"
"111860177","36-1024"
"111860247","36-1166"
NA,"17-564"
NA,"66-19"
NA,"31-39"
NA,"48-238"
NA,"52-1839"
NA,"52-1219"
NA,"2-469"
NA,"36-1501"
NA,"27-1167"
NA,"36-1522"
NA,"36-1521"
NA,"52-1847"
NA,"48-739"
NA,"52-1826"
NA,"52-1806"
NA,"52-1817"
NA,"36-1537"
"10866","36-1536"
NA,"2-369"
NA,"17-622"
NA,"36-2121"
NA,"36-2132"
NA,"27-937"
NA,"17-330"
NA,"17-620"
NA,"2-337"
NA,"52-785"
NA,"36-1178"
NA,"36-1023"
NA,"52-941"
NA,"17-623"
NA,"17-590"
NA,"17-616"
NA,"52-395"
"152512409","52-142"
"152512403","52-330"
"152512385","52-394"
"152512396","52-406"
"152512401","52-408"
"152512410","52-420"
"152512398","52-412"
"92130856","2-280"
"152512407","52-433"
"152512404","52-331"
"152512383","52-326"
"152512399","52-405"
"152512406","52-527"
"123110444","17-600"
"123110448","17-601"
"123147943","27-867"
"109946524","52-708"
"86671625","17-345"
"109946536","52-139"
"123147936","27-854"
"123396441","27-646"
"109946586","52-132"
"109946514","52-706"
"123147930","27-841"
"86671567","17-339"
"109946584","2-230"
"109946392","2-382"
"109946378","2-381"
"109946424","2-228"
"123147953","27-866"
"123147910","27-762"
"109946356","2-375"
"109946602","52-199"
"109946570","52-138"
"86671777","48-19"
"123147938","27-855"
"123395944","27-404"
"86671601","17-346"
"86671611","17-281"
"120018801","17-284"
"83826367","17-565"
"83826359","17-566"
"83826377","17-609"
"123147844","27-827"
"123147932","27-844"
"123147931","27-836"
"123147969","27-873"
"123147963","27-872"
"123147889","27-761"
"123147939","27-833"
"123147968","27-868"
"123147897","27-926"
"123147875","27-835"
"123147972","27-930"
"123147954","27-1171"
"123396053","27-1159"
"123396075","27-424"
"123396334","27-643"
"123396879","27-696"
"123396348","27-1160"
"123396240","27-1163"
"123396753","27-766"
"123396067","27-522"
"110735595","52-610"
"110735543","52-606"
"110735633","52-621"
"110735629","36-790"
"110735619","52-628"
"110735613","52-626"
"110735533","52-505"
"110735627","52-617"
"111860405","36-1091"
"111860441","36-2157"
"111860441","36-1189"
"44363460","2-165"
"152512420","52-438"
"152512467","52-212"
"152512426","52-341"
"152512446","52-273"
"152512445","52-1811"
"152512416","52-338"
"152512449","52-362"
"152512413","52-437"
"152512462","52-218"
"152512415","52-444"
"152512427","52-346"
"152512421","52-274"
"152512437","52-157"
"152512429","52-348"
"152512429","52-1854"
"152512448","52-149"
"152512424","52-337"
"152512441","52-147"
"152512452","52-465"
"152512442","52-457"
"152512464","52-275"
"44363442","2-167"
"152512436","52-414"
"44363524","2-166"
"113235787","2-234"
"44363498","2-159"
"44363008","75-576"
"44363364","2-147"
"44363610","2-160"
"44363536","2-161"
"44362742","75-568"
"44363256","75-599"
"44363462","2-169"
"44363478","2-156"
"44363432","2-170"
"44362768","75-1100"
"44363394","2-171"
"123110479","17-268"
"111830431","17-561"
"111830433","17-563"
"123147984","27-1158"
"86671721","17-286"
"123148002","27-792"
"86671661","17-267"
"109946618","52-203"
"83826395","17-567"
"83826365","17-243"
"86671655","17-266"
"86671673","17-265"
"123147995","27-852"
"123147982","27-871"
"123148014","27-784"
"123148001","27-864"
"123148024","27-863"
"123147937","27-777"
"86671659","17-261"
"123148041","27-877"
"123397189","27-727"
"86671875","48-43"
"109946470","2-229"
"109946614","52-160"
"123148008","27-882"
"123147981","27-847"
"123147974","27-781"
"123147993","27-794"
"109946528","2-232"
"86671701","17-287"
"86671705","17-283"
"123148028","27-858"
"123148026","27-879"
"120018801","17-285"
"86671677","17-282"
"83826435","17-549"
"123397225","27-726"
"123148012","27-1172"
"123148052","27-878"
"123148032","27-876"
"123148034","27-1166"
"123148003","27-793"
"123147994","27-857"
"123147996","27-859"
"123148017","27-785"
"123396740","27-651"
"123396767","27-700"
"123396611","27-499"
"123396748","27-573"
"123396422","27-429"
"123396614","27-495"
"123396998","27-661"
"123396785","27-655"
"123396876","27-715"
"123396407","27-443"
"123396723","27-578"
"123397023","27-713"
"123397262","27-796"
"110735673","52-542"
"110735755","52-649"
"110735659","52-623"
"110735659","52-644"
"110735651","52-629"
"110735741","52-638"
"110735713","52-650"
"110735943","36-877"
"110735745","36-806"
"110735757","36-808"
"110735721","52-636"
"110735801","36-812"
"110735649","52-515"
"110735679","52-639"
"110735759","36-811"
"110735779","36-867"
"110735799","36-818"
"110735787","36-824"
"110735657","52-540"
"110735705","52-642"
"110735751","36-866"
"110735647","52-627"
"111860255","36-923"
"152512507","52-186"
"152512524","52-577"
"152512510","52-287"
"44362828","48-50"
"152512471","52-354"
"152512521","52-578"
"44363708","2-181"
"152512475","52-277"
"44362674","48-46"
"44363656","2-177"
"44363130","75-577"
"152512482","52-169"
"152512470","52-455"
"152512495","52-367"
"152512513","52-497"
"152512500","52-183"
"152512516","52-245"
"152512485","52-486"
"152512515","52-246"
"152512506","52-1849"
"152512488","52-221"
"152512483","52-226"
"152512490","52-171"
"152512493","52-353"
"152512493","52-369"
"152512469","52-351"
"152512505","52-373"
"152512525","52-184"
"152512502","52-243"
"44362946","75-571"
"44362962","75-574"
"152512498","52-556"
"152512528","52-182"
"152512491","52-181"
"44362910","48-49"
"92130878","52-1832"
"113235817","2-252"
"44363756","2-173"
"44363004","75-1094"
"44363630","2-168"
"44363628","2-175"
"44363016","75-575"
"44362736","48-55"
"44363282","75-622"
"44362990","75-572"
"44363266","75-612"
"44364108","2-189"
"44363798","2-172"
"123110501","17-272"
"123110475","17-557"
"123110527","17-288"
"111830503","17-234"
"111830513","17-244"
"109946674","52-188"
"123148117","27-339"
"123148113","27-338"
"86671899","48-45"
"123397067","36-768"
"123397287","27-170"
"123397343","27-95"
"123397276","27-191"
"123397594","27-334"
"123148048","27-788"
"109946576","2-244"
"123148065","27-341"
"109946662","52-166"
"123396907","27-592"
"123397095","27-92"
"123148042","27-787"
"123396674","36-1275"
"123396813","27-506"
"123397132","27-730"
"123397259","27-194"
"123397332","27-723"
"123397370","27-808"
"123397412","27-283"
"109946664","52-163"
"86671769","17-290"
"86671873","48-24"
"86671867","48-30"
"86671863","48-26"
"123397242","27-666"
"123397426","27-184"
"123397499","27-287"
"123396952","27-17"
"83826439","17-246"
"83826433","17-256"
"123397611","27-281"
"123148056","27-357"
"123148072","27-343"
"123397174","27-180"
"123397510","27-274"
"123397217","27-83"
"123397456","27-722"
"123397532","27-291"
"123397423","27-193"
"123396955","27-615"
"123397245","27-93"
"123397062","27-23"
"123397048","27-678"
"123397037","27-27"
"123397672","27-331"
"123397434","27-809"
"123397384","27-178"
"123396790","27-603"
"123397203","27-737"
"123397118","27-682"
"123396833","27-16"
"123397282","27-167"
"123397563","27-289"
"123396861","27-62"
"123396910","27-611"
"123396807","27-582"
"123397403","27-805"
"123397065","27-595"
"123397504","27-335"
"123397296","27-81"
"123397307","27-725"
"123397093","27-670"
"123397054","27-733"
"123397109","27-172"
"123397479","27-188"
"123396708","27-508"
"123397574","27-285"
"123397443","27-267"
"123397115","27-63"
"123397651","27-731"
"123397651","27-275"
"123397651","27-732"
"123397651","27-265"
"123397683","27-333"
"123397237","27-75"
"123397324","27-179"
"110735827","36-821"
"110735909","36-826"
"110735851","52-664"
"110735885","52-587"
"110735863","52-662"
"110735793","52-666"
"110735823","52-663"
"110735841","52-652"
"110735835","52-661"
"110735873","52-675"
"110735809","52-660"
"111860569","36-1058"
"111860553","36-1122"
"44363215","75-631"
"152512529","52-572"
"44364120","2-200"
"152512566","22-256"
"152512526","52-240"
"44363696","48-53"
"152512551","52-248"
"152512559","52-319"
"152512540","52-192"
"152512542","52-308"
"152512554","52-383"
"113235863","2-263"
"44363234","75-579"
"44363734","75-744"
"152512532","52-291"
"152512533","52-1836"
"152512544","52-297"
"152512527","52-576"
"152512535","52-256"
"152512545","52-1846"
"152512549","52-305"
"152512546","52-304"
"152512563","52-263"
"44363864","75-742"
"152512558","52-387"
"152512555","52-196"
"152512562","52-265"
"152512556","52-259"
"152512565","52-1856"
"152512553","52-384"
"152512531","52-295"
"152512548","52-255"
"152512539","52-1845"
"44364347","2-218"
"44363504","75-650"
"152512557","52-258"
"113235865","2-255"
"44363492","75-586"
"44362950","48-52"
"44364338","2-210"
"44364300","2-204"
"123110574","17-258"
"113235839","2-262"
"113235853","2-254"
"113235873","2-261"
"120020556","2-212"
"44363950","75-746"
"44364362","2-217"
"44363948","2-193"
"44364158","2-206"
"44363378","75-582"
"44363244","75-1090"
"44364024","75-748"
"44363906","2-195-196"
"44364020","2-194"
"44363262","75-580"
"44363330","75-1099"
"44364236","2-209"
"44363388","75-581"
"44364044","75-765"
"44363400","75-627"
"44364078","2-202"
"44364070","2-188"
"44363204","75-1096"
"44364108","2-190"
"44363206","48-58"
"44363650","75-651"
"123110515","17-598"
"111830541","17-247"
"111830511","17-235"
"123110513","17-559"
"123110517","17-560"
"111830547","17-240"
"111830507","17-233"
"111830535","17-556"
"123397806","27-353"
"123397840","27-314"
"123397919","27-221"
"123397299","27-1170"
"86671925","48-32"
"123397431","27-70"
"123397591","27-173"
"123397602","27-181"
"123397739","27-104"
"123397848","27-306"
"123398039","27-320"
"123398039","27-318"
"123397734","27-195"
"123397801","27-311"
"123397552","27-110"
"123397911","27-316"
"123397692","27-113"
"123397767","27-354"
"123397787","27-206"
"123397723","27-199"
"123397784","27-301"
"123397569","27-111"
"123397809","27-211"
"123397648","27-108"
"123397837","27-223"
"123397560","27-96"
"123397605","27-97"
"123397868","27-319"
"123397798","27-350"
"123397820","27-305"
"123397925","27-321"
"123397417","27-71"
"123397678","27-200"
"123397479","27-220"
"123397420","27-68"
"123397803","27-312"
"123397557","27-177"
"123397714","27-284"
"123397860","27-298"
"123397524","27-168"
"123397845","27-309"
"123397538","27-35"
"123397633","27-201"
"123397905","27-325"
"110735965","52-589"
"110736077","22-327"
"110736079","22-331"
"110736005","52-688"
"110736127","36-472"
"110735923","52-679"
"110735871","52-581"
"110736035","22-323"
"110735939","52-691"
"110735941","52-683"
"110735975","52-686"
"110736055","36-839"
"110736115","36-887"
"111860595","36-1124"
"111860659","36-747"
"111860573","36-674"
"152512570","52-83"
"44363954","75-1102"
"152512577","52-91"
"152512568","52-261"
"44364518","2-14"
"152512569","22-258"
"113235893","2-95"
"44364702","2-13"
"118043607","49-399"
"152512576","52-92"
"152512579","22-289"
"152512573","22-282"
"113235881","2-267"
"113235883","2-270"
"92130972","2-103"
"113235887","2-268"
"44364200","75-414"
"44364870","75-481"
"92130962","2-105"
"44363758","49-435"
"92131020","2-104"
"118043591","49-463"
"44364076","75-360"
"123110616","17-576"
"113235895","2-100"
"44364422","75-467"
"44364540","2-5"
"44364366","2-220"
"44364740","75-474"
"44364410","75-422"
"44364506","2-11"
"44364568","75-466"
"44364512","75-462"
"44364602","2-7"
"44364388","75-464"
"44364436","2-10"
"44364436","2-223"
"44364436","2-9"
"44364436","2-6"
"44364448","2-221"
"44363752","75-1089"
"44363940","75-357"
"44364516","2-414"
"44363666","75-359"
"44364380","2-224"
"44364496","75-468"
"44364582","75-459"
"44364746","2-8"
"44364560","2-2"
"44363838","75-358"
"44364360","77-1104"
"44364492","75-461"
"44364776","2-30"
"44364030","75-1101"
"44364812","2-27"
"44364792","2-28"
"44363789","75-373"
"44363880","49-430"
"44364684","2-4"
"44364468","2-1"
"44364620","75-460"
"44364252","75-421"
"123110658","17-578"
"123110662","17-579"
"123110670","17-586"
"123110654","17-585"
"123110634","17-577"
"123110646","17-584"
"86672071","48-11"
"86672059","49-357"
"86672095","49-364"
"86672163","49-371"
"86672067","49-360"
"86672069","49-359"
"86672003","49-321"
"86672081","49-354"
"86671971","49-292"
"86672103","49-329"
"86672159","49-355"
"86671997","49-294"
"123398031","27-227"
"123397854","27-117"
"123397826","27-119"
"70330187","27-238"
"123397922","27-315"
"123397639","27-30"
"70330155","27-207"
"70338351","27-218"
"70330193","27-241"
"70330149","27-216"
"70330213","27-257"
"70330209","27-255"
"110736173","22-346"
"110736173","22-344"
"110736225","22-354"
"110736123","22-330"
"110736169","22-342"
"110736243","36-498"
"110736305","36-628"
"110736213","36-490"
"110736097","22-320"
"110736249","36-622"
"110736311","36-630"
"110736235","22-358"
"110736147","22-343"
"111860707","36-771"
"111860783","27-42"
"111860793","27-43"
"111860649","36-680"
"111860789","36-773"
NA,"27-386"
NA,"17-615"
NA,"36-2155"
NA,"27-769"
NA,"17-562"
NA,"52-1855"
NA,"27-1157"
NA,"27-439"
NA,"52-536"
NA,"17-270"
NA,"27-1156"
NA,"52-537"
NA,"17-273"
NA,"17-617"
NA,"36-993"
NA,"2-186"
NA,"2-247"
NA,"75-761"
NA,"36-943"
NA,"17-277"
NA,"17-614"
NA,"17-595"
NA,"17-618"
NA,"36-666"
NA,"36-612"
NA,"52-87"
NA,"52-88"
NA,"36-486"
NA,"27-248"
NA,"27-230"
NA,"36-621"
NA,"27-232"
NA,"49-464"
NA,"27-249"
NA,"75-377"
NA,"2-12"
"44364716","75-490"
"152512585","52-99"
"44365058","75-498"
"44364990","75-431"
"152512589","52-101"
"110736373","22-375"
"44364946","75-429"
"44365154","2-42"
"152512583","52-111"
"92131058","2-117"
"113235967","2-118"
"44364102","75-379"
"152512586","52-110"
"152512584","52-100"
"152512588","22-263"
"44364882","2-29"
"44365188","75-520"
"44364902","75-479"
"44364664","49-280"
"44365260","2-68"
"118043677","49-365"
"44365212","2-62"
"118043739","49-386"
"113235933","2-51"
"44365178","75-522"
"44365018","75-494"
"44364718","75-425"
"44365074","75-499"
"44364874","75-493"
"44364984","75-500"
"44365128","75-436"
"44364890","2-32"
"44364916","75-475"
"44365004","75-503"
"44365026","75-512"
"44364574","75-423"
"44364398","49-437"
"44364856","75-432"
"44364774","75-488"
"44364910","75-430"
"44365134","75-524"
"44364846","75-492"
"44364992","75-507"
"44365160","75-518"
"44365102","75-502"
"44364424","75-1088"
"44364430","75-369"
"44364672","75-487"
"44364408","75-370"
"44364892","2-31"
"44365014","75-495"
"44364836","75-489"
"44364212","75-365"
"44365276","2-61.1"
"123110710","17-589"
"123110770","17-190"
"123110672","17-581"
"123110684","17-583"
"123110779","17-201"
"123110678","17-580"
"123110816","17-551"
"123110970","17-210"
"123110970","17-209"
"123110690","17-587"
"123110686","17-582"
"123110755","17-198"
"123110688","17-588"
"111830687","17-117"
"86672173","49-374"
"86672229","49-368"
"86672207","49-461"
"86672269","49-377"
"86672261","49-375"
"123398008","27-148"
"86672115","49-448"
"86672235","49-312"
"86672143","49-333"
"86672223","49-455"
"86672271","49-336"
"70330281","27-164"
"70330227","27-153"
"123398054","27-151"
"70330247","27-263"
"70330243","27-161"
"123398023","27-150"
"70330255","27-154"
"70330273","27-155"
"70330291","27-1"
"70330203","27-146"
"70330269","27-156"
"70330215","27-142"
"70330307","27-12"
"70330311","27-14"
"120020868","27-13"
"70330277","27-163"
"70330271","27-159"
"110736333","36-512"
"110736421","36-633"
"110736259","22-355"
"110736239","22-350"
"110736463","36-548"
"110736461","36-553"
"110736275","22-368"
"110736321","22-370"
"110736457","36-636"
"110736303","22-373"
"110736423","36-359"
"110736531","36-624"
"110736427","36-556"
"111860875","27-49"
"111860797","36-777"
"111860737","36-704"
"111860731","36-703"
"111860781","36-760"
"111860785","36-774"
"111860805","36-307"
"111860699","36-686"
"111860663","36-690"
"111860721","36-696"
"111860685","36-2153"
"118043817","49-318"
"118043967","49-201"
"44365254","75-440"
"113235973","2-85"
"113235979","2-124"
"44365684","21-392"
"152512594","22-272"
"118043991","49-228"
"118044311","49-262"
"113235971","2-119"
"44365436","2-77"
"155413298","22-292"
"92131128","21-488"
"118043743","49-449"
"44365324","75-444"
"152512599","52-20"
"152512598","52-21"
"113235957","2-83"
"113235949","2-53"
"118043949","49-202"
"44365282","75-515"
"44365426","2-69"
"44365604","2-87"
"44365206","75-525"
"92131068","2-121"
"44365372","75-535"
"92131130","21-490"
"92131136","52-78"
"44364544","75-371"
"44365032","75-212"
"44365476","75-529"
"44365590","75-548"
"118043971","49-237"
"118043891","49-353"
"44365442","75-530"
"44365716","75-538"
"44365716","75-543"
"44365716","75-544"
"44365716","21-468"
"118043921","49-450"
"118043733","49-347"
"113235975","2-86"
"113235993","2-127"
"113235959","2-84"
"113235985","21-473"
"113235951","2-78"
"44365348","2-61"
"44365528","75-320"
"44365368","2-73"
"44365312","2-65"
"44365524","75-552"
"44365406","75-528"
"44365440","75-526"
"44364530","49-438"
"44365578","75-321"
"44364724","75-386"
"44364796","75-1091"
"44365006","75-213"
"44365038","49-447"
"44365454","2-72"
"44365572","75-540"
"44364976","49-281"
"44365412","75-534"
"44365462","75-539"
"44365502","75-449"
"44365638","21-391"
"44365654","75-542"
"44365600","75-328"
"44365576","75-546"
"44365742","21-402"
"44365000","75-407"
"44365302","2-67"
"44365310","2-60"
"44365400","75-527"
"44365648","75-325"
"44365560","75-545"
"44364566","49-441"
"44365608","75-549"
"44365332","75-532"
"44365362","75-445"
"123110977","17-215"
"123110915","17-211"
"123110968","17-214"
"123110967","17-213"
"123110935","17-212"
"123110959","17-204"
"123110884","17-597"
"123110953","17-625"
"123110903","17-202"
"70330471","27-6"
"70330515","27-10"
"70330487","27-7"
"110736495","36-661"
"110736521","36-202"
"110736469","36-599"
"110736497","36-654"
"110736517","36-660"
"111860863","36-384"
"111860881","36-403"
"111860897","36-407"
"111861061","36-410"
"111860841","36-306"
"111861031","36-412"
"111860827","36-270"
"111860957","36-366"
"111860979","36-367"
"111861135","36-452"
"111861045","36-440"
"111861069","36-411"
"111860929","36-390"
"111860937","36-355"
"111860839","36-264"
"111860961","36-408"
"111860917","36-357"
"111860751","36-651"
"111861055","27-4"
"111861053","27-5"
"92131144","21-487"
"44365908","21-413"
"92131210","21-497"
"44365740","75-326"
"44365814","75-303"
"44366072","75-1095"
"44365886","75-277"
"44366102","75-347"
"118044135","49-208"
"44365768","21-412"
"155413304","22-233"
"155413309","36-231"
"113236011","21-479"
"44365666","75-228"
"44365910","75-336"
"44365622","75-294"
"92131134","21-486"
"44365692","75-323"
"118044231","49-213"
"44365308","49-285"
"44365816","75-333"
"44365904","75-298"
"44365904","75-297"
"44366154","21-418"
"92131178","21-495"
"118044167","49-456"
"118044347","49-219"
"44365828","21-400"
"44365976","75-311"
"44366110","21-417"
"44366290","75-349"
"118044269","49-240"
"118044077","49-230-236"
"118044385","49-216"
"44365748","75-259"
"118044447","49-254"
"118044067","49-229"
"44366036","75-304"
"44365366","49-286"
"113236001","21-494"
"44365918","75-337"
"44365580","75-224"
"44365658","75-229"
"44365482","49-287"
"44365384","75-219"
"44365570","75-1092"
"44365984","75-334"
"44365334","75-218"
"44365796","75-278"
"44365586","49-288"
"44365690","75-275"
"44365778","21-395"
"44366152","21-427"
"44365944","75-301"
"44365934","75-332"
"123110973","49-151"
"44365770","75-327"
"44365970","21-414"
"44365792","21-404"
"44366106","21-425"
"44365530","75-1106"
"44365902","75-335"
"44365952","75-302"
"44366070","75-345"
"44365680","75-322"
"44365172","75-214"
"44365866","75-338"
"123111094","49-175"
"123111051","49-167"
"123111049","49-152"
"123111069","49-172"
"123111096","49-454"
"123111060","49-166"
"123111065","49-176"
"120018907","49-154"
"111830889","17-575"
"111830841","17-86"
"111830921","49-153"
"111830767","17-82"
"70330495","36-456"
"70330495","36-464"
"75472489","22-249"
"110736569","36-272"
"110736587","36-237"
"111860965","36-292"
"111861113","36-416"
"111861213","36-463"
"111861007","36-289"
"111861019","36-369"
"111861257","36-417"
"111861263","36-466"
"111861057","36-339"
"111860947","36-331"
"111861139","36-457"
"111861097","36-371"
"111861001","36-336"
"111861023","36-338"
"111860925","36-280"
"111861049","36-363"
"111860935","36-279"
"111861199","36-424"
"111861249","36-422"
"111861071","36-351"
"111861115","36-373"
"111861183","36-414"
"111861285","36-137"
"111861165","36-415"
"111861265","36-188"
"111864605","36-352"
NA,"2-25"
NA,"27-145"
NA,"49-369"
NA,"22-366"
NA,"22-262"
NA,"36-533"
NA,"2-52"
NA,"2-116"
NA,"36-382"
NA,"22-389"
NA,"17-98"
NA,"36-310"
NA,"22-293"
NA,"75-372"
NA,"49-319"
NA,"36-451"
NA,"22-232"
NA,"21-471"
NA,"36-445"
NA,"36-447"
NA,"21-470"
NA,"49-261"
NA,"49-275"
NA,"75-215"
NA,"75-305"
NA,"75-309"
NA,"21-435"
"75472507","22-182"
NA,"75-1093"
NA,"36-136"
"92131228","21-521"
"92131262","21-507"
"118044647","49-95"
"44366282","21-431"
"44366360","75-354"
"44366454","75-353"
"44366522","21-261"
"155413318","22-236"
"155413322","22-181"
"113236057","21-453"
"118044699","49-273"
"113236095","21-274"
"92131286","21-527"
"92131290","21-529"
"92131222","21-498"
"44366220","75-280"
"118044543","49-459"
"118044761","49-274"
"118044377","49-217"
"118044865","49-100"
"118044909","49-127"
"44366298","21-434"
"113236075","21-266"
"113236047","21-557"
"113236061","21-447"
"113236109","21-505"
"113236063","21-448"
"113236019","21-481"
"44366250","75-122"
"44366178","21-429"
"44366002","75-230"
"44366472","21-260"
"44366442","21-465"
"44366256","21-433"
"44366426","21-462"
"44366392","21-467"
"44366314","21-432"
"123111223","49-192"
"111830943","17-50"
"123111337","49-86"
"111830897","17-91"
"111830845","17-32-B"
"111830887","17-594"
"75472525","22-253"
"75472577","22-203"
"75472597","22-206"
"75472573","22-207"
"75472575","22-210"
"75472569","22-211"
"110736621","36-256"
"110736643","36-27"
"110736651","36-34"
"110736623","36-26"
"110736625","36-24.1"
"110736637","36-35"
"111861303","36-139"
"111861361","36-174"
"111861201","36-78"
"111861291","36-85"
"111861231","36-76"
"111861235","36-167"
"111861319","36-177"
"111861321","36-138"
"111861279","36-173"
"111861339","36-175"
"111861325","36-142"
"111861377","36-194"
"111861293","36-190"
"111861379","36-193"
"111861383","36-192"
"111861333","36-152"
"111861345","36-195"
"111864605","36-131"
"111864605","36-132"
"118044907","49-97"
"44366538","75-116"
"118045111","49-118"
"92131362","21-554"
"118045083","49-114"
"155413325","22-173"
"44366612","21-262"
"118045003","49-113"
"113236151","21-276"
"44366488","75-127"
"118044955","49-112"
"92131364","21-355"
"92131386","21-359"
"44366606","75-137"
"44366616","75-117"
"118045053","49-128"
"113236119","21-312"
"44366448","75-112"
"113236161","21-278"
"113236113","21-268"
"44366586","75-139"
"118045191","49-131"
"118045045","49-462"
"118044901","49-45"
"44366508","75-1098"
"123111629","49-460"
"44366194","75-96"
"118044889","49-103"
"118044903","49-106"
"44366496","75-169"
"113236183","21-326"
"113236173","21-277"
"113236209","21-329"
"113236187","21-325"
"113236167","21-320"
"113236191","21-286"
"113236157","21-316"
"113236163","21-314"
"44366558","75-170"
"44366478","75-184"
"44366394","75-115"
"44366656","75-171"
"44366278","75-106"
"44366918","75-69"
"44366701","21-283"
"123111225","49-69"
"123111418","49-64"
"123111360","49-70"
"123111612","49-87"
"123111233","17-56"
"123111424","49-73"
"123111534","49-458"
"123111191","17-52"
"123111213","17-69"
"123111245","17-47"
"123111300","49-76"
"111831131","17-51"
"111831125","17-558"
"111831095","17-554"
"111830987","17-553"
"111831105","17-41"
"111831189","17-44"
"111830965","17-33"
"111831019","17-34"
"111831081","17-32-D"
"111831033","17-593"
"111831115","17-40"
"111831085","17-574"
"75472609","22-187"
"75472619","22-386"
"75472613","22-188"
"110736695","22-212"
"110736743","36-32"
"110736679","36-38"
"111861371","36-153"
"111861359","36-170"
"111861313","36-96"
"111861409","36-153.1"
"111861351","36-150"
"111861337","36-103"
"111861373","36-154"
"111861431","36-159"
"111861327","36-147"
"111861331","36-95"
"111861501","36-187"
"111861433","36-161"
"111861443","36-158"
"111861353","36-104"
"111861385","36-155"
"111861411","36-186"
"111861365","36-172"
"111861389","36-178"
"111861427","36-112"
"111861419","36-110"
"111861393","36-108"
"118045231","49-122"
"118045461","49-60"
"118045435","49-136"
"118045501","75-103"
"118045433","49-137"
"118045547","75-155"
"118045549","75-47"
"118045259","49-130"
"118045633","75-51"
"118045513","49-62"
"118044959","49-452"
"44366684","75-146"
"118045603","75-57"
"152512637","21-257"
"118045133","49-27"
"118045445","75-105"
"118045511","75-119"
"118045319","49-467"
"118045389","49-135"
"92131470","21-365"
"118045425","75-118"
"118045635","75-52"
"44366754","75-160"
"92131446","21-555"
"92131422","21-360"
"118045157","49-117"
"118045531","75-30"
"118045195","49-119"
"118045311","49-134"
"118045373","49-133"
"118045605","75-46"
"118045499","75-120"
"118045535","75-121"
"118045599","75-53"
"118045155","49-120"
"118045457","75-101"
"118045379","49-126"
"118044919","49-85"
"118044963","49-26"
"118044831","49-82"
"118044923","49-444"
"118044935","49-21"
"113236305","21-367"
"113236353","21-183"
"113236281","21-337"
"113236321","21-366"
"113236239","75-211"
"113236279","21-339"
"113236377","21-206"
"113236217","21-331"
"113236233","21-300"
"113236323","21-173"
"44366720","75-162"
"123111331","17-71"
"123111572","17-28"
"123111373","17-48"
"123111518","17-76"
"123111405","17-57"
"123111671","49-65"
"123111685","49-465"
"123111641","49-451"
"123111627","17-29"
"123111621","17-74"
"123111508","17-27"
"123111700","49-20"
"111831313","17-17"
"111831289","17-571"
"111831209","17-43"
"111831325","17-24"
"111831233","17-19"
"111831265","17-592"
"111831247","17-552"
"111831323","17-23"
"111831207","17-1"
"111831307","17-12"
"111831235","17-20"
"111831215","17-9"
"111831283","17-15"
"111831243","17-3"
"111831201","17-42"
"111831297","17-550"
"111831267","17-14"
"111831249","17-591"
"111831305","17-547"
"111831293","17-13"
"111831293","17-16"
"111831255","17-18"
"111831211","17-46"
"111831259","17-602"
"111831309","17-22"
"111831219","17-11"
"111831271","17-569"
"111831237","17-555"
"111831263","17-4"
"111831159","17-2"
"111831231","17-45"
"111831253","17-21"
"111831279","17-570"
"75472799","22-384"
"75472837","22-150"
"75472693","22-390"
"75472671","22-186"
"75472803","22-385"
"75472849","36-9"
"75472831","36-5"
"75472731","22-216"
"75472749","22-387"
"75472759","22-388"
"75472861","22-161"
"120019038","22-379"
"75472809","22-146"
"75472839","36-8"
"75472757","22-159"
"75472817","22-383"
"110736731","36-71"
"110736763","36-2"
"111861459","36-123"
"111861541","36-18"
"111861507","36-162"
"111861453","36-127"
"111861503","36-121.1"
"111861555","36-19"
"111861517","36-17"
"18561","21-454"
NA,"21-263"
NA,"17-61"
NA,"21-556"
NA,"17-32-C"
NA,"21-264"
NA,"21-356"
NA,"21-281"
NA,"17-39"
NA,"22-382"
NA,"49-442"
NA,"17-49"
NA,"21-295"
NA,"17-603"
NA,"22-149"
NA,"22-109"
NA,"21-145"
"118045309","49-47"
"155413346","55-75"
"113236687","21-113"
"92131612","21-561"
"92131602","21-242"
"118045299","49-53"
"118045477","49-42"
"118045443","49-43"
"155413340","55-93"
"118045369","49-49"
"118045583","49-13"
"113236625","75-7"
"118045589","49-16"
"118045291","49-48"
"118045409","49-55"
"92131594","21-236"
"113236519","21-195"
"113236487","21-192"
"113236507","75-87"
"92131650","21-141"
"118045253","49-54"
"118045351","49-50"
"118045593","49-14"
"118045121","49-445"
"118045383","49-51"
"118045607","49-17"
"118045591","49-466"
"118045301","49-52"
"118045149","49-28"
"118045197","49-457"
"118045131","49-30"
"118045523","49-443"
"118045201","49-34"
"118045465","49-44"
"118045183","49-33"
"113236591","21-93"
