"nhdid","new_key"
"113236661","21-101"
"113236693","21-111"
"113236573","21-105"
"113236695","21-100"
"113236525","75-93"
"113236599","21-92"
"113236523","75-88"
"113236565","75-6"
"111831327","17-7"
"111831339","17-25"
"111831343","17-621"
"111831319","17-6"
"111831311","17-8"
"75472847","22-135"
"75472941","22-381"
"75472905","22-163"
"75472885","22-151"
"75472859","22-153"
"75472863","22-134"
"75473279","22-108"
"75472901","22-154"
"75473357","22-84"
"75472945","22-143"
"75473129","22-114"
"75473549","22-93"
"75473305","22-80"
"75472935","22-156"
"75472867","22-137"
"75473575","22-92"
"75472871","22-152"
"75472889","22-139"
"75472899","22-133"
"75473275","22-70"
"75473139","22-60"
"75473719","22-100"
"75473285","22-69"
"75473149","22-67"
"75473539","22-120"
"75473665","22-95"
"75473165","22-76"
"75472993","22-65"
"75472929","22-157"
"75473313","22-86"
NA,"15-78"
NA,"15-88"
NA,"15-86"
NA,"49-4"
NA,"49-3"
NA,"49-1"
NA,"15-90"
NA,"49-6"
NA,"24-256"
NA,"22-13"
NA,"49-7"
NA,"24-255"
NA,"49-446"
NA,"24-253"
NA,"49-8"
NA,"49-11"
NA,"15-76"
NA,"16-308"
NA,"49-12"
NA,"49-453"
NA,"15-77"
NA,"15-79"
NA,"15-80"
NA,"16-290"
NA,"15-69"
NA,"15-89"
NA,"15-70"
NA,"16-294"
NA,"24-90"
NA,"16-293"
NA,"16-295"
NA,"16-298"
NA,"16-318"
NA,"15-71"
NA,"15-92"
NA,"16-299"
NA,"15-87"
NA,"24-94"
NA,"15-72"
NA,"15-75"
"155413372","55-64"
"155413374","55-65"
"155413375","21-89"
"155413376","55-66"
"155413378","21-34"
"155413379","55-53"
"155413356","55-77"
"155413367","55-71"
"155413369","55-74"
"155413389","55-54"
"155413393","55-55"
"155413394","55-56"
"155413395","21-31"
"155413403","55-46"
"113236903","21-56"
"155413396","21-1"
"155413400","21-4"
"152512652","21-553"
"113236853","21-46"
"152512650","21-552"
"113236875","21-64"
"113236895","21-57"
"113236709","75-14"
"113236913","21-67"
"113236735","75-18"
"113236857","21-51"
"113236881","21-55"
"113236951","21-9"
"113236861","21-58"
"113236877","21-63"
"113236953","21-11"
"113236893","21-65"
"113236961","21-10"
"113236965","21-13"
"113236931","21-66"
"122382751","16-229"
"122382741","16-222"
"122382735","16-223"
"122382712","16-269"
"122382733","16-221"
"122382744","16-224"
"122382769","71-144"
"122382765","71-145"
"155417258","16-241"
"155417211","24-254"
"155417216","24-205"
"155417237","24-111"
"155417239","24-113"
"155417243","16-301"
"155417244","24-80"
"155417247","16-303"
"155417249","24-93"
"155417250","24-204"
"155411040","16-192"
"155411074","16-193"
"155410941","24-96"
"155410942","24-257"
"155410944","24-68"
"155410948","24-60"
"155410950","16-250"
"155410956","16-249"
"155410966","24-71"
"155410970","16-251"
"155410978","16-252"
"155411000","24-40"
"155411010","24-53"
"155408451","16-194"
"155408452","16-195"
"155408453","16-205"
"155408455","16-196"
"75473923","28-8"
"75473895","22-25"
"75473745","22-75"
"75474295","22-20"
"75474587","55-59"
"75474379","55-58"
"75473731","22-105"
"75474881","55-57"
"75473735","22-102"
"75475431","55-39"
"75473925","55-73"
"75475485","55-40"
"75475279","55-49"
"75474041","22-11"
"75475533","55-35"
"75473807","22-180"
"75473979","22-27"
"75474157","22-15"
"75474945","55-62"
"75473823","22-127"
"75473843","22-124"
"75475001","55-50"
"75474911","55-48"
"75474195","22-14"
"75473955","22-49"
NA,"15-65"
NA,"15-66"
NA,"15-91"
NA,"55-96"
NA,"55-97"
NA,"16-180"
NA,"55-94"
NA,"71-189"
NA,"16-115"
"155413427","55-37"
"155413432","55-14"
"155413438","55-11"
"155413450","55-6"
"155413451","55-5"
"122382890","71-116"
"122382778","71-203"
"122383004","71-112"
"122382943","71-193"
"122382857","71-124"
"122383070","4-42"
"122382894","71-188"
"122382779","71-160"
"122382925","71-192"
"122382914","71-128"
"122382846","71-191"
"122382843","71-122"
"122382922","71-86"
"122383068","71-54"
"122382982","71-111"
"122383009","71-101"
"122382802","71-199"
"122382916","71-87"
"122383065","71-55"
"122382840","71-120"
"122382979","71-96"
"122382979","71-97"
"122382799","71-154"
"122383030","71-48"
"122382930","71-123"
"122383002","71-100"
"122382821","71-141"
"122382793","71-151"
"122383031","71-50"
"122382997","71-98"
"122383057","71-52"
"122382820","71-140"
"122382924","71-106"
"122382785","71-161"
"122382938","71-200"
"122383005","71-99"
"122383086","71-56"
"122383025","71-51"
"122383047","71-53"
"122382835","71-119"
"122383011","71-115"
"122382977","71-109"
"122383039","71-49"
"122382866","71-195"
"122382973","71-110"
"122382816","71-194"
"122382883","71-127"
"122383078","71-34"
"122383036","71-47"
"122382829","71-118"
"122382873","71-125"
"122382783","71-149"
"122382868","71-126"
"122382781","71-159"
"122382823","71-197"
"122382808","71-136"
"155417285","15-55"
"155417287","15-56"
"155417289","15-81"
"155417297","15-37"
"155417299","15-25"
"155417357","15-21"
"155417357","15-61"
"155411020","16-206"
"155411048","16-158"
"155411050","24-252"
"155411057","24-251"
"155411059","16-179"
"155411077","16-186"
"155411080","24-32"
"155411085","16-191"
"155411091","24-35"
"155411093","24-37"
"155411095","24-27"
"155411095","24-31"
"155411101","24-1"
"155411103","16-127"
"155411105","16-109"
"155411115","16-142"
"155411123","16-40"
"155411124","16-37"
"155411126","16-82"
"155411128","16-81"
"155411129","16-315"
"155411130","16-80"
"155408458","16-203"
"155408464","16-145"
"155408465","16-144"
"155408478","16-172"
"155408479","16-93"
"155408479","16-157"
"155408489","16-113"
"155408499","71-103"
"155408500","16-18"
"155408501","71-32"
"155408502","71-93"
"155408503","16-4"
"155408504","16-3"
"155408507","16-19"
"155408510","71-7"
"155408512","71-38"
"155408513","71-36"
"155408514","71-37"
"155408515","71-40"
"75475791","55-15"
"75475945","55-26"
"75475945","55-27"
"75475929","55-32"
"75475817","55-17"
"75475907","55-20"
"75475751","55-45"
"75475705","55-42"
"75476003","55-29"
"75475897","55-25"
"75476163","55-7"
"75476195","55-3"
"75475851","55-18"
"75476085","55-9"
"75475805","55-16"
"75475931","55-23"
"75475931","55-28"
"75475931","55-24"
"75475931","55-31"
"75475899","55-21"
"75476031","55-30"
"75475719","55-95"
NA,"16-7"
NA,"71-77"
NA,"71-68"
"113469979","71-75"
NA,"71-70"
"122383081","4-38"
"113470393","60-236"
"122383118","4-48"
"113470353","60-248"
"113470147","60-227"
"113470325","4-14"
"113470349","60-231"
"113470423","60-167"
"113470075","4-40"
"113470391","60-238"
"122383120","4-24"
"122383073","4-39"
"113470081","4-41"
"113470397","60-239"
"113470153","60-228"
"113469915","71-76"
"113470463","60-223"
"113470445","60-162"
"113469985","71-196"
"122383087","71-61"
"113470425","60-163"
"113470155","60-247"
"113470313","60-225"
"113470327","60-246"
"113470369","60-166"
"113470465","60-165"
"113469971","71-190"
"113470293","4-15"
"113470399","60-226"
"122383108","4-45"
"122383148","4-25"
"122383153","4-51"
"122383092","4-44"
"122383147","4-26"
"122383083","71-66"
"113469899","71-83"
"129225477","45-77"
"155417298","15-26"
"155417332","5-103"
"155417333","5-105"
"155417334","15-13"
"155417335","5-102"
"155417336","5-108"
"155417339","5-107"
"155417340","5-109"
"155417344","15-15"
"155417345","45-76"
"155417347","15-14"
"155417348","5-101"
"155417350","5-111"
"155417352","15-17"
"155417358","5-110"
"155417363","15-20"
"155417301","15-39"
"155417302","15-40"
"155417303","15-38"
"155417305","15-27"
"155417306","15-29"
"155417308","15-42"
"155417309","15-85"
"155417312","15-44"
"155417314","15-43"
"155417320","15-45"
"155417322","15-28"
"155417323","15-46"
"155417328","15-33"
"155417329","15-47"
"155417331","15-32"
"155417366","5-114"
"155417369","5-93"
"155417371","5-89"
"155411218","15-11"
"155411219","69-336"
"155411221","15-9"
"155411222","69-333"
"155411223","15-82"
"155411225","69-332"
"155411227","15-84"
"155411132","16-50"
"155411133","16-314"
"155411135","16-59"
"155411136","16-319"
"155411143","16-320"
"155411144","16-58"
"155411145","16-29"
"155411146","16-313"
"155411147","16-79"
"155411150","16-32"
"155411151","15-2"
"155411152","69-303"
"155411155","69-299"
"155411157","69-300"
"155411162","69-316"
"155411163","15-3"
"155411168","69-302"
"155411170","69-325"
"155411170","69-324"
"155411174","69-301"
"155411176","69-307"
"155411178","69-308"
"155411184","69-306"
"155411186","69-318"
"155411188","69-327"
"155411190","69-309"
"155411194","69-328"
"155411201","69-329"
"155411205","15-5"
"155411207","69-310"
"155411211","15-8"
"155411212","69-330"
"155411213","15-6"
"155411214","15-7"
"155408551","60-221"
"155408552","60-202"
"155408553","60-201"
"155408554","60-180"
"155408555","60-200"
"155408556","60-245"
"155408557","60-220"
"155408558","60-244"
"155408560","60-204"
"155408564","60-212"
"155408566","60-183"
"155408570","60-185"
"155408571","60-186"
"155408578","69-312"
"155408580","60-217"
"155408521","71-11"
"155408529","71-198"
"155408530","71-22"
"155408533","71-18"
"155408536","71-43"
"155408538","71-23"
"155408539","71-42"
"155408540","71-24"
"155408542","71-28"
"155408547","16-14"
"155408549","71-27"
"155408518","71-39"
"155408519","71-35"
"155408582","60-190"
"155408583","60-197"
"155408590","60-110"
"155408591","60-195"
"155408592","60-109"
"155408594","60-128"
"155408596","60-122"
"155408597","60-114"
"155408602","60-125"
"83975743","69-192"
"122383163","4-30"
"113471035","60-71"
"113470727","60-160"
"83975719","69-222"
"83975769","69-337"
"83975775","69-40"
"83975765","69-210"
"83975693","60-72"
"83975673","69-179"
"83975735","69-221"
"113470819","60-88"
"83975617","69-339"
"83975625","69-342"
"113470525","60-243"
"113470525","60-147"
"83975649","69-182"
"83975757","69-201"
"83975759","69-61"
"83975793","69-225"
"83975621","69-340"
"83975687","60-70"
"83975715","69-189"
"83975631","69-344"
"113471049","60-241"
"83975753","69-209"
"83975709","69-186"
"122383172","4-18"
"83975623","69-341"
"83975685","69-145"
"83975731","69-208"
"83975619","69-288"
"83975665","69-129"
"83975701","69-187"
"83975781","69-214"
"113470505","60-169"
"83975703","69-137"
"83975707","69-147"
"83975785","69-212"
"83975629","69-343"
"83975683","69-140"
"113470675","4-13"
"113471001","4-4"
"122383185","4-23"
"83975737","69-220"
"83975657","69-176"
"83975761","69-202"
"83975681","69-139"
"113470697","60-157"
"113471059","60-97"
"113470651","60-151"
"83975641","69-283"
"83975721","69-223"
"83975751","69-193"
"83975689","69-185"
"83975667","69-130"
"83975675","69-141"
"113470763","60-143"
"113470989","4-49"
"113470673","60-178"
"113471085","60-98"
"113470985","60-93"
"113470563","4-12"
"122383156","4-29"
"113471111","60-100"
"113470895","60-87"
"113470389","4-20"
"113471007","60-96"
"113471013","60-91"
"113471123","60-75"
"113471097","60-74"
"113470929","60-242"
"113471071","4-1"
"122383239","4-8"
"122383164","4-50"
"122383158","4-28"
"122383175","4-35"
"122383166","4-19"
"129224829","45-65"
"129225781","45-66"
"155417478","5-51"
"155417384","5-97"
"155417389","5-91"
"155417391","5-92"
"155417392","45-73"
"155417395","5-85"
"155417396","45-72"
"155417373","5-94"
"155417375","5-90"
"155417377","5-116"
"155417379","5-117"
"155417381","5-119"
"155417407","5-126"
"155417412","5-75"
"155417414","5-76"
"155417416","5-77"
"155417417","5-82"
"155417424","5-68"
"155417427","5-50"
"129224754","45-67"
"155417390","69-293"
"155417382","69-289"
"155417401","69-296"
"155417400","69-297"
"155417394","69-291"
"155417378","69-346"
"155417393","69-292"
"60087540","69-229"
"155411240","69-266"
"155411241","69-246"
"155411251","69-273"
"155411254","69-240"
"155411274","69-157"
"155411278","69-166"
"155411280","69-131"
"155411284","69-161"
"155411286","69-169"
"155411267","69-287"
"155408620","60-68"
"155408606","60-130"
"155408608","60-131"
"155408609","60-134"
"155408614","60-138"
"83975895","69-31"
"83975905","69-23"
"83975951","69-53"
"83975875","69-27"
"83975821","60-6"
"83976059","20-110"
"83975835","69-58"
"83975927","69-35"
"83976049","20-106"
"83975827","69-46"
"83975827","69-56"
"83975921","69-69"
"83975937","69-78"
"83975847","69-47"
"83976023","68-169"
"83976035","68-147"
"83975963","69-120"
"83976069","20-86"
"113471151","60-29"
"83975881","60-20"
"83975893","69-63"
"83975939","68-143"
"83975989","69-54"
"83975907","60-21"
"83975799","69-3"
"83976011","68-172"
"83976033","69-92"
"113471205","60-53"
"113471267","60-48"
"83976003","68-144"
"83976041","68-175"
"83975853","69-94"
"83975913","69-81"
"83975841","69-57"
"113471413","68-218"
"113471417","68-195"
"83975767","69-2"
"83975949","60-26"
"83975809","60-7"
"83975979","69-119"
"113471457","1-165"
"83975909","69-68"
"83976083","20-87"
"83975855","60-15"
"113471265","60-42"
"113471363","68-184"
"83975749","69-1"
"83975929","69-76"
"83975929","69-80"
"83976019","69-87"
"83976013","68-142"
"83975861","69-19"
"83975849","60-14"
"83976031","20-105"
"113471293","60-45"
"83975843","69-11"
"83975925","69-30"
"83976025","68-170"
"83976007","20-109"
"83975873","60-17"
"83975877","69-65"
"83975803","69-45"
"83975811","69-15"
"83975923","69-51"
"83976039","20-82"
"83975791","60-11"
"83976051","20-107"
"83975787","69-7"
"113471449","68-198"
"113471285","68-207"
"113471225","60-34"
"113471439","68-223"
"83975817","69-14"
"83976061","20-76"
"83976065","20-111"
"83975891","60-19"
"83975991","69-86"
"83976067","20-78"
"83975941","69-75"
"83976063","20-108"
"83975837","69-8"
"83975933","69-77"
"83975805","60-10"
"83976043","68-156"
"83975859","69-18"
"83975869","69-100"
"83975919","69-34"
"83975947","69-79"
"83975801","69-39"
"83975911","69-66"
"83976017","68-154"
"113471429","68-226"
"113471277","68-206"
"113471311","68-183"
"113471445","68-232"
"113471315","60-46"
"113471321","60-47"
"113471365","68-214"
"113471251","60-62"
"113471351","68-209"
"113471421","68-217"
"113471301","68-247"
"113471375","68-213"
"113471425","68-221"
"113471169","4-2"
"113471379","68-220"
"113471137","60-76"
"113471317","68-212"
"113471273","60-44"
"113471349","68-211"
"122383317","1-196"
"113471143","60-59"
"113471345","68-208"
"113471395","68-248"
"122383290","1-195"
"129224080","45-10"
"129224460","45-36"
"129225321","45-4"
"129224769","45-57"
"60087578","69-107"
"155417465","5-127"
"155417466","5-34"
"155417467","5-11"
"155417469","5-15"
"155417470","5-35"
"155417471","5-41"
"155417472","5-40"
"155417473","5-39"
"155417475","5-38"
"60087642","20-117"
"60087619","69-338"
"129225322","45-5"
"60087692","40-209"
"155417477","5-43"
"155417479","5-42"
"155417480","5-37"
"155417483","5-20"
"155417484","5-45"
"129225327","45-85"
"155417439","5-53"
"155417443","5-10"
"155417444","5-57"
"155417446","5-54"
"155417449","5-55"
"155417450","5-25"
"155417452","5-27"
"155417453","5-121"
"155417454","5-32"
"155417455","5-58"
"155417456","5-26"
"129224761","45-48"
"60087704","40-224"
"155417434","5-64"
"155417436","5-7"
"129224852","45-51"
"60087634","5-6"
"155417476","5-36"
"155417513","5-1"
"129224838","45-49"
"129226202","45-53"
"129226200","45-58"
"129224756","45-44"
"129224760","45-45"
"129224762","45-50"
"60087701","40-279"
"60087604","69-115"
"60087685","40-211"
"60087682","40-214"
"60087664","40-207"
"60087572","69-345"
"60087660","40-206"
"60087708","40-278"
"60087576","69-105"
"60087648","40-203"
"60087688","40-212"
"60087566","69-104"
"60087558","69-231"
"60087550","69-233"
NA,"45-82"
NA,"60-240"
NA,"15-83"
NA,"45-75"
NA,"5-118"
NA,"5-86"
NA,"45-74"
NA,"45-69"
NA,"5-120"
NA,"69-162"
NA,"5-124"
NA,"5-123"
NA,"60-16"
NA,"5-122"
NA,"60-33"
NA,"5-5"
NA,"69-26"
NA,"69-117"
NA,"5-18"
NA,"68-174"
NA,"68-173"
NA,"68-199"
NA,"40-284"
NA,"1-194"
"83976305","68-251"
"83976499","20-60"
"83976245","68-250"
"83976253","68-252"
"83976257","68-99"
"83976327","20-122"
"83976123","20-94"
"83976219","20-96"
"83976389","68-80"
"83976359","20-121"
"83976167","20-114"
"83976287","20-46"
"83976489","20-53"
"83976371","20-51"
"83976317","20-50"
"83976075","68-177"
"113471625","68-118"
"113471499","68-234"
"113471567","68-107"
"113471539","68-237"
"83976079","20-79"
"83976121","68-257"
"83976193","68-79"
"113471281","1-191"
"113471335","1-192"
"83976355","20-52"
"83976309","20-49"
"83976113","68-179"
"83976233","20-119"
"83976099","68-181"
"83976547","20-63"
"113471623","1-140"
"83976527","20-62"
"83976109","20-91"
"83976091","68-86-87"
"83976177","68-95"
"113471533","68-239"
"113471397","1-189"
"113471531","1-134"
"83976205","20-101"
"83976085","20-93"
"83976531","20-61"
"83976229","68-253"
"83976185","68-97"
"83976117","68-180"
"83976283","68-101"
"113471605","1-166"
"113471535","68-244"
"113471589","1-136"
"113471639","68-122"
"113471507","68-103"
"113471559","68-105"
"113471607","1-139"
"113471649","68-120"
"113471353","1-193"
"113471551","68-238"
"113471603","68-116"
"113471565","68-106"
"113471619","68-115"
"113471509","68-233"
"113471601","68-114"
"113471461","68-227"
"113471661","68-121"
"113471633","68-113"
"113471647","68-119"
"113471693","1-155"
"113471599","1-138"
"129225621","10-132"
"122383329","1-181"
"129223850","10-146"
"129224093","45-28"
"60087928","40-109"
"129224096","45-23"
"129225358","45-30"
"60087724","40-223"
"155417496","40-283"
"155417498","40-307"
"155417501","40-292"
"155417502","40-291"
"155417503","40-290"
"129224102","10-76"
"129224112","10-64"
"129225366","10-59"
"129224106","10-69"
"155417544","40-163"
"155417545","40-182"
"155417546","40-162"
"155417549","40-164"
"155417553","40-145"
"155417556","40-165"
"155417558","40-167"
"155417559","40-186"
"129224090","45-22"
"129224113","10-66"
"155417563","40-169"
"129224109","10-70"
"129225343","45-18"
"129225118","10-95"
"129225361","10-58"
"129224462","45-37"
"129224466","45-35"
"129224091","45-24"
"129224119","10-88"
"60087748","40-247"
"60087848","40-123"
"155417535","40-175"
"155417541","40-161"
"155417542","40-158"
"155417543","40-160"
"155417507","40-302"
"129225128","10-114"
"129226203","10-89"
"155417508","40-311"
"155417509","45-1"
"155417516","40-310"
"155417519","40-319"
"155417521","40-127"
"155417524","40-174"
"155417532","40-156"
"155417568","40-168"
"155417576","40-188"
"129224103","10-77"
"129224120","10-84"
"129223848","10-142"
"129223847","10-134"
"129225367","10-61"
"129225357","45-31"
"129224110","10-63"
"129225124","10-96"
"129225363","10-56"
"129225360","10-60"
"60087802","40-304"
"60087932","40-106"
"129225119","10-97"
"60087814","40-117"
"60087926","40-110"
"60087736","40-244"
"120020854","40-252"
"60087834","40-96"
"60087852","40-116"
"60087782","40-265"
"60087902","40-102"
"60087808","40-327"
"60087894","40-104"
"60087756","40-295"
"60087890","40-103"
"60087898","40-105"
"60087758","40-237"
"120020856","40-133"
"60087712","40-216"
"60087866","40-137"
"60087910","40-108"
"60087772","40-261"
"60087740","40-240"
"60087734","40-236"
"83976311","68-134"
"83976455","1-74"
"83976777","68-254"
"83977007","20-35"
"83976485","68-246"
"83976643","1-83"
"83976585","1-58"
"122383346","1-199"
"83976761","1-66"
"83976981","20-126"
"83976915","20-31"
"83976949","20-26"
"83976169","1-115"
"83976127","1-184"
"83976591","1-61"
"83976665","20-14"
"83976537","1-60"
"83976541","1-59"
"83976975","20-38"
"122383340","1-185"
"83976561","1-62"
"83976621","1-87"
"83976719","1-109"
"83976579","1-57"
"83976529","1-78"
"83976631","1-63"
"83976593","1-56"
"83976187","1-172"
"83976553","1-79"
"83976131","1-179"
"83976181","1-116"
"83976637","20-73"
"83976921","20-28"
"83976291","1-99"
"83977021","20-39"
"113471709","1-156"
"113471705","1-98"
"129224501","10-148"
"129225631","10-103"
"129224549","10-40"
"129225171","28-114"
"129225141","10-127"
"129225129","10-111"
"60087990","20-44"
"60087988","40-27"
"129225652","10-31"
"129225633","10-122"
"129225637","10-26"
"155417602","40-200"
"155417606","28-156"
"129225136","10-120"
"60088204","40-56"
"155417653","40-48"
"155417659","40-89"
"155417662","40-54"
"155417594","40-192"
"155417640","40-47"
"155417648","40-78"
"129223861","10-39"
"129225145","10-130"
"129225138","10-119"
"129225632","10-121"
"129225148","10-129"
"129225137","10-117"
"129224547","10-41"
"129223860","10-140"
"129225639","10-27"
"129225634","10-123"
"129225144","10-118"
"129224548","10-150"
"129223856","10-151"
"129225636","10-128"
"129226206","10-42"
"129224479","10-145"
"111111111","10-51"
"60087944","20-75"
"60088176","40-57"
"60088012","40-38"
"60088122","40-61"
"60087956","40-112"
"83977011","68-45"
"83976833","1-12"
"83977219","35-178"
"83977117","68-19"
"83976899","1-16"
"83976781","1-67"
"83977201","68-35"
"83976821","1-1"
"83976843","1-10"
"83977303","65-215"
"83977013","68-39"
"83977151","35-174"
"83977025","1-29"
"83977065","68-46"
"83977203","65-192"
"83977435","35-201"
"83977315","68-31"
"83977225","68-256"
"83977365","65-177"
"83977323","68-28"
"83977169","68-43"
"83976743","1-47"
"83976961","1-27"
"83977069","68-47"
"83977097","68-12"
"83977283","35-240"
"83976721","1-97"
"83976993","1-25"
"83976903","1-18"
"83977415","65-182"
"83977149","68-22"
"83977019","1-28"
"83977071","68-48"
"83977137","35-193"
"83977429","20-7"
"83977335","65-178"
"83977157","35-195"
"83976999","1-32"
"83977297","20-2"
"83976875","68-44"
"83977343","68-33"
"83977075","1-35"
"83976995","1-22"
"83977091","1-39"
"83977125","35-173"
"83977353","65-176"
"83977221","20-1"
"83977241","68-42"
"83976911","1-19"
"83977167","68-25"
"83977267","35-176"
"83977133","68-20"
"83976769","1-93"
"83977123","35-219"
"83977305","20-3"
"83977009","68-6"
"83976953","1-4"
"83977135","35-194"
"83977161","68-259"
"83977103","68-249"
"83977171","35-198"
"83977257","68-41"
"83977269","68-27"
"83976929","68-245"
"83977127","68-17"
"83977329","65-173"
"83976883","1-17"
"83977185","68-24"
"83977023","35-216"
"83977301","20-4"
"129225029","10-5"
"60088210","40-64"
"129224200","10-24"
"129224203","10-19"
"60088418","40-21"
"60088424","40-22"
"60088168","40-46"
"60088342","40-15"
"60088368","40-19"
"60088340","40-14"
"155417665","40-93"
"129225925","10-4"
"129225030","10-6"
"129225924","10-34"
"60088270","40-329"
"129225023","10-3"
"60088106","40-34.1"
"60088364","40-16"
"60088532","57-143"
"60088242","40-328"
"60088208","40-65"
"60088376","40-20"
"60088282","40-326"
"60088366","40-18"
"121857622","72-117"
"83977399","35-200"
"118253229","65-135"
"83977713","72-136"
"83977733","65-106"
"83977341","35-177"
"83977311","35-237"
"83977347","35-175"
"83977595","65-204"
"83977711","65-171"
"83977747","72-116"
"120020859","72-88"
"83977393","35-180"
"83977593","65-198"
"83977505","35-182-184"
"83977729","65-214"
"83977749","65-105"
"83977601","65-197"
"83977697","65-213"
"118252857","65-191"
"118253115","65-122"
"83977769","65-111"
"83977771","65-109"
"83977481","65-194"
"83977373","35-179"
"83977413","35-199"
"83977349","35-205"
"83977389","35-214"
"83977603","65-199"
"83977691","72-121"
"83977287","35-226"
"83977337","35-245"
"83977753","65-104"
"83977285","35-244"
"83977745","65-102"
"83977763","65-110"
"83977681","72-114"
"83977677","72-115"
"83977563","35-190"
"83977511","65-216"
"83977673","65-147"
"118252783","65-186"
"60089356","51-161"
"118253169","65-136"
"118252953","35-101"
"118253181","65-150"
"118252889","35-94"
"118253273","65-129"
"118252977","65-149"
"118252767","65-193"
"118252861","65-201"
"60089116","83-159"
"118252803","35-192"
"118253207","65-134"
"118252957","65-148"
"118252967","65-144"
"118253035","65-124"
"118253199","65-138"
"118252739","65-168"
"118252843","65-189"
"118253065","65-123"
"118252853","65-190"
"118252979","35-100"
"118253193","65-154"
"118252887","35-95"
"118253021","35-98"
"118252959","35-99"
"118253277","65-131"
"118252855","35-96"
"118252955","35-97"
"118253029","65-143"
"118253095","65-121"
"118253119","65-126"
"118253167","65-133"
"118252763","35-111"
"118252969","65-145"
"60089048","51-157"
"60089436","51-127"
"118253143","65-152"
"118253147","65-151"
"118252975","65-146"
"60088714","83-206"
"60088896","51-163"
"111111112","51-167"
"60089362","51-132"
"60088914","83-204"
"60088548","57-134"
"60089050","83-161"
"60089252","83-227"
"60089286","83-184"
"121857628","57-170"
"60088770","83-219"
"60088584","57-166"
"60089240","83-182"
"121857631","72-106"
"60088894","51-149"
"121857667","57-160"
"83977877","72-102"
"83977779","65-219"
"83977889","72-101"
"83977843","72-103"
"83977827","72-122"
"83977851","72-95"
"83977789","65-112"
"83977809","65-119"
"118253327","35-93"
"118253731","65-217"
"118253663","65-142"
"118253443","35-105"
"118253503","65-161"
"118253341","35-109"
"118253341","35-4"
"118253139","35-102"
"129225494","51-138"
"118253529","35-5"
"121857806","57-98"
"60089424","83-186"
"118253587","65-164"
"118253669","65-166"
"121857924","57-168"
"118253421","65-159"
"118253191","35-92"
"129223518","51-133"
"60089512","83-176"
"118253099","35-170"
"118253605","35-243"
"120020697","35-54"
"118253519","65-165"
"118253211","35-103"
"118253451","35-7"
"118253209","35-106"
"118253445","35-2"
"118253593","35-9"
"121857910","57-132"
"118253381","65-139"
"118253399","35-1"
"118253573","65-163"
"118253567","35-3"
"118253523","65-120"
"118253713","65-91"
"118253129","35-248"
"118253237","65-153"
"60089708","51-137"
"118253477","35-104"
"118253631","65-169"
"118253329","65-158"
"60089700","51-135"
"60089514","83-193"
"118253299","65-156"
"118253497","65-162"
"121857893","57-107"
"60089416","83-191"
"60089368","83-225"
"60089616","83-178"
"129223517","51-143"
"111111113","51-142"
"60089674","51-136"
"60089586","51-130"
"60089816","51-140"
"121857869","57-108"
"60089590","51-128"
"60089584","51-129"
"121857810","57-99"
"121857887","57-104"
"121857894","57-102"
"121857880","57-106"
"121857959","57-110"
"121857744","72-104"
"121857721","72-133"
"121857898","57-129"
"121857727","72-108"
"121857835","57-172"
"121864963","72-78"
"121857723","72-103.1"
"121857857","83-226"
NA,"40-187"
NA,"40-145.2"
NA,"40-11"
NA,"68-21"
NA,"65-172"
NA,"57-133"
NA,"51-162"
NA,"57-149"
NA,"57-80"
NA,"83-163"
"118253957","65-76"
"118253767","65-87"
"118253893","65-78"
"118253747","65-88"
"118254063","65-210"
"118253749","65-95"
"118254065","65-209"
"118254077","65-207"
"118253809","65-98"
"118253745","65-96"
"118253867","65-99"
"118253787","65-93"
"118254033","65-79"
"118253943","65-100"
"118254061","65-208"
"118253727","35-84"
"118253985","65-75"
"118253991","65-67"
"118253999","65-80"
"121857991","72-124"
"118253753","65-94"
"118253859","65-205"
"118253949","65-68"
"121858104","57-64"
"60090034","51-84"
"129225563","51-118"
"60089968","51-82"
"60089864","51-98"
"60089738","83-109"
"60090024","51-83"
"121857873","72-126"
"60090028","51-85"
"121857839","72-80"
"121858052","57-70"
"121858100","83-77"
"121858018","72-86"
"121858031","83-64"
"121857954","57-123"
"121858196","83-110"
"121858059","83-51"
"121858207","83-126"
"121857946","72-74"
"121858026","83-55"
"121858065","57-56"
"121857794","72-68.1"
"121858008","83-60"
"121857968","57-167"
"121857955","57-45"
"121857891","72-127"
"121858028","83-50"
"121858000","72-134"
"121857918","72-125"
"121857938","57-124"
"121857961","57-53"
"60090346","51-37"
"118254477","35-239"
"118254517","65-41"
"118254379","65-202"
"60090340","51-42"
"118254219","65-59"
"118254241","65-203"
"118254299","65-31"
"118254469","65-42"
"118254533","65-61"
"118254505","65-43"
"118254405","65-34"
"118254313","65-30"
"121858448","83-8"
"118254249","65-85"
"118254091","65-101"
"118254355","65-36"
"118254251","65-32"
"121858404","83-221"
"60090556","51-60"
"118254585","65-44"
"118254265","65-60"
"118254303","65-206"
"60090226","51-20"
"121858249","72-51"
"121858437","83-7"
"121858163","72-20"
"121858319","83-224"
"121858468","83-5"
"121858231","72-22"
"60090166","51-5"
"121857988","72-75"
"60090748","51-43"
"121858072","72-128"
"121858281","72-57"
"121858340","83-132"
"121858237","72-56"
"121864972","83-3"
"121858320","83-223"
"121858096","72-85"
"121858225","72-132"
