"NEW_KEY","COUNTY","LONG_DD","LAT_DD","Water_Body_Name","Survey_Number","SURVEY_YEAR","Survey_Purpose","TARGET_SPECIES","GEAR","SPECIES","FISH_COUNT","SAMPLE_START_DATE","SAMPLE_END_DATE"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","BOOMSHK","BRB",3,"7/6/06","7/6/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","BOOMSHK","EMS",2,"7/6/06","7/6/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","BOOMSHK","MIS",3,"7/6/06","7/6/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","BOOMSHK","PSF",2,"7/6/06","7/6/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","BOOMSHK","SMB",8,"7/6/06","7/6/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","BOOMSHK","WAE",2,"7/6/06","7/6/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","BOOMSHK","YEP",46,"7/6/06","7/6/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","IGNET","CIS",11,"5/30/06","5/31/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","IGNET","CWS",5,"5/30/06","5/31/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","IGNET","LWF",1,"5/30/06","5/31/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","IGNET","RKB",1,"5/30/06","5/31/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","IGNET","WAE",34,"5/30/06","5/31/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","IGNET","YEP",32,"5/30/06","5/31/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","BLB",1,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","BRB",542,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","CWS",86,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","LNG",1,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","NOP",2,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","RKB",34,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","SMB",165,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","WAE",47,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","YEP",16,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","LMFYKE","YLB",7,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","SMFYKE","BRB",5,"5/8/06","5/10/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","SMFYKE","EMS",74,"5/8/06","5/10/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","SMFYKE","LNG",1,"5/8/06","5/10/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","SMFYKE","MIS",70,"5/8/06","5/10/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","SMFYKE","PSF",9,"5/8/06","5/10/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","SMFYKE","RKB",1,"5/8/06","5/10/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","SMFYKE","SMB",10,"5/8/06","5/10/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","SMFYKE","WAE",1,"5/8/06","5/10/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","SMFYKE","YEP",33,"5/8/06","5/10/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","BLB",1,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","BRB",594,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","CWS",98,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","NOP",12,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","RBT",1,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","RKB",64,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","SMB",508,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","WAE",251,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","YEP",6,"5/8/06","5/11/06"
"1-165","Alcona",-83.55954,44.80416,"Hubbard Lake",2446,2006,"Status & Trends","ALL SPECIES","TRAPNET","YLB",4,"5/8/06","5/11/06"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","BOOMSHK","GRP",11,"7/14/03","7/15/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","BOOMSHK","NOP",4,"7/14/03","7/15/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","BOOMSHK","PSF",30,"7/14/03","7/15/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","BOOMSHK","RKB",39,"7/14/03","7/15/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","BOOMSHK","SMB",26,"7/14/03","7/15/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","BOOMSHK","WAE",59,"7/14/03","7/15/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","BOOMSHK","YEP",263,"7/14/03","7/15/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","IGNET","CWS",3,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","IGNET","NOP",2,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","IGNET","RKB",39,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","IGNET","SMB",8,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","IGNET","WAE",5,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","IGNET","YEP",7,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","LMFYKE","BCR",1,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","LMFYKE","CWS",5,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","LMFYKE","NOP",5,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","LMFYKE","PSF",2,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","LMFYKE","RKB",22,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","LMFYKE","SMB",6,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","LMFYKE","WAE",1,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","SEINE","CSH",5,"7/14/03","7/14/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","SEINE","CWS",661,"7/14/03","7/14/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","SEINE","JOD",1,"7/14/03","7/14/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","SEINE","SAS",1,"7/14/03","7/14/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","SEINE","SMB",32,"7/14/03","7/14/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","SEINE","YEP",197,"7/14/03","7/14/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","TRAPNET","BRB",1,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","TRAPNET","CWS",8,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","TRAPNET","NOP",5,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","TRAPNET","PSF",1,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","TRAPNET","RBT",1,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","TRAPNET","RKB",17,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","TRAPNET","SMB",6,"5/19/03","5/21/03"
"28-187","Grand Trave",-85.61472,44.75667,"Boardman Lake",3491,2003,"Status & Trends","ALL SPECIES","TRAPNET","WAE",5,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","BOOMSHK","BLG",6,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","BOOMSHK","CWS",4,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","BOOMSHK","LMB",1,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","BOOMSHK","RKB",2,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","BOOMSHK","SMB",12,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","BOOMSHK","YEP",2,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","IGNET","CWS",8,"5/19/03","5/20/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","BLG",64,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","BNM",1,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","BRB",6,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","CSH",2,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","CWS",114,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","LMB",3,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","PSF",5,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","RKB",78,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","SMB",5,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","LMFYKE","YEP",2,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","SEINE","BNM",2,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","SEINE","CSH",10,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","SEINE","LMB",3,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","SEINE","PSF",1,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","SEINE","SMB",4,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","SEINE","YEP",1,"7/21/03","7/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","TRAPNET","BLG",24,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","TRAPNET","BNT",1,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","TRAPNET","BRB",2,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","TRAPNET","CWS",52,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","TRAPNET","LMB",2,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","TRAPNET","RKB",13,"5/19/03","5/21/03"
"5-27","Antrim",-85.18343,44.9086,"Lake Of The Woods",3493,2003,"Status & Trends","ALL SPECIES","TRAPNET","SMB",7,"5/19/03","5/21/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","BLG",16,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","BNM",2,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","CSH",10,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","CWS",7,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","LMB",10,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","PSF",4,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","RKB",3,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","SMB",1,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","WAE",1,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","BOOMSHK","YEP",36,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","IGNET","CWS",4,"5/6/03","5/7/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","IGNET","NOP",8,"5/6/03","5/7/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","IGNET","WAE",1,"5/6/03","5/7/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","IGNET","YEP",17,"5/6/03","5/7/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","BCR",48,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","BLB",13,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","BLG",57,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","BRB",9,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","CWS",4,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","LMB",12,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","MUS",1,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","NOP",52,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","PSF",4,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","RKB",129,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","SMB",1,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","WAE",1,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","LMFYKE","YEP",3,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","SEINE","LMB",9,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","SEINE","SMB",32,"7/28/03","7/28/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","BCR",8,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","BLB",1,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","BLG",7,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","BRB",4,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","CWS",3,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","LMB",22,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","NOP",41,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","RKB",19,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","SMB",10,"5/6/03","5/8/03"
"5-89","Antrim",-85.20121,45.11249,"Sixmile Lake",3494,2003,"Status & Trends","ALL SPECIES","TRAPNET","WAE",1,"5/6/03","5/8/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","BOOMSHK","BLG",3,"7/22/03","7/22/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","BOOMSHK","LMB",1,"7/22/03","7/22/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","BOOMSHK","YEP",6,"7/22/03","7/22/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","IGNET","BRB",2,"5/12/03","5/13/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","IGNET","CWS",8,"5/12/03","5/13/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","IGNET","LMB",2,"5/12/03","5/13/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","IGNET","NOP",5,"5/12/03","5/13/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","IGNET","RKB",3,"5/12/03","5/13/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","BLB",4,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","BLG",32,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","BRB",55,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","CSH",2,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","CWS",23,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","LMB",23,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","NOP",1,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","PSF",3,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","RKB",52,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","SAS",1,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","LMFYKE","SMB",4,"5/12/03","5/14/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","SEINE","BLG",4,"7/22/03","7/22/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","SEINE","BNM",31,"7/22/03","7/22/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","SEINE","CSH",3,"7/22/03","7/22/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","SEINE","CWS",1,"7/22/03","7/22/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","SEINE","LMB",2,"7/22/03","7/22/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","SEINE","SAS",310,"7/22/03","7/22/03"
"15-15","Charlevoix",-84.9776,45.16832,"Deer Lake",3496,2003,"Status & Trends","ALL SPECIES","SEINE","YEP",5,"7/22/03","7/22/03"
